Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_flood_veg_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_flood_veg_C	Univariate_LR_delta_R2_flood_veg_C
0.500384782454601	0.511959846203249	0.529724608852601	0.525000052901436	-0.0047245559511655
0.598734101977677	0.613658337926275	0.310465847319546	0.308214689413047	-0.00225115790649821
0.397733803848193	0.411923862778047	0.362807603232674	0.369601435710988	0.00679383247831361
0.379702274638744	0.405886811401126	0.39258871916929	0.410104463833951	0.0175157446646608
0.475676014185618	0.497500862987319	0.475778044516905	0.488925381420698	0.0131473369037924
0.481567273429568	0.495477217681513	0.362777139823593	0.372998634467385	0.0102214946437924
0.426731519872568	0.441216748663528	0.456431413562904	0.466944919903404	0.0105135063405
0.402994589428909	0.422354599389497	0.375760211549618	0.375894264663237	0.000134053113618915
0.556105674539595	0.568658530198772	0.543590561639994	0.508522855044036	-0.0350677065959578
0.485652799017552	0.501556072933929	0.532394677901439	0.509838660373537	-0.0225560175279022
0.389239481185579	0.394742422436846	0.420633095893462	0.405666145059234	-0.014966950834228
0.406869850896763	0.41671500032782	0.523663905674913	0.509661718870969	-0.0140021868039444
0.724099687231873	0.739409578558299	0.439337421967761	0.419587655156684	-0.0197497668110763
0.69184430446921	0.699237764806416	0.441242287796801	0.426539432198724	-0.0147028555980775
0.406754153301763	0.41643448144177	0.338779133681712	0.340783792715741	0.00200465903402891
0.622013404250828	0.612792536221208	0.386967759624676	0.349513736979422	-0.0374540226452533
0.4644906836007	0.475661963396961	0.616330709938815	0.598345897090519	-0.0179848128482955
0.474161031452312	0.485223928473786	0.365748978641581	0.368998220952058	0.00324924231047735
0.484134689476405	0.499150383856238	0.404365580607366	0.409452378984698	0.00508679837733195
0.406192443450864	0.412510136758021	0.410402333426672	0.397876241088455	-0.0125260923382177
0.431673433897665	0.442860755794743	0.481153094265713	0.48198264977323	0.000829555507516955
0.435906408808703	0.441910922209052	0.578256834263428	0.571237661726725	-0.00701917253670259
0.482186160281811	0.49014670358781	0.463957806884237	0.466953024044828	0.00299521716059076
0.35047244626973	0.355408249281748	0.450195550687902	0.449630010555418	-0.000565540132483888
0.456026497921207	0.459293291118025	0.411078775608758	0.407356064629181	-0.00372271097957738
0.498496156873473	0.509736876925377	0.368703749461164	0.370690477778502	0.00198672831733787
0.429520856533532	0.438288094013807	0.469670388365547	0.472596092139519	0.00292570377397222
0.549097979092012	0.546678442465235	0.458935834449754	0.430238958421175	-0.0286968760285795
0.393824641263865	0.398680799981188	0.336190937411826	0.329667864369243	-0.00652307304258321
0.363273053838869	0.365195067411053	0.432840580789488	0.424559671728276	-0.0082809090612127
0.40823964259397	0.417121334514226	0.421260825303892	0.40960670811672	-0.0116541171871727
0.362557138031507	0.367578126595231	0.39535641686789	0.384776016562635	-0.0105804003052544
0.350429342803703	0.356373349419915	0.408250401668753	0.399150539325225	-0.00909986234352755
0.38654895135973	0.391683533613249	0.468821021312595	0.460613883218512	-0.0082071380940833
0.350262757682986	0.363364791678682	0.426564492835173	0.432108407776694	0.00554391494152084
0.384003525015585	0.389898308769999	0.460603493204345	0.454065752115144	-0.00653774108920135
0.782976204893794	0.810347564299575	0.517983684916841	0.531359533461541	0.0133758485447004
0.429921587824571	0.440579169043081	0.42763785839022	0.431317247728548	0.00367938933832751
0.601550419709332	0.625723021689159	0.271673010477295	0.265813564750429	-0.00585944572686614
0.437938487407643	0.443525044493634	0.350973545675491	0.334017534979239	-0.0169560106962526
0.463057526076243	0.469561478194811	0.49810171486629	0.497059363362423	-0.00104235150386695
0.570633711838618	0.584272519145803	0.367523319253551	0.372248379865234	0.00472506061168293
0.471344825821115	0.478802996900796	0.504167203690353	0.509972849669024	0.00580564597867161
0.291484590419602	0.300529806046398	0.278041608887947	0.284496046904083	0.00645443801613599
