Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_wetland_combine_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_wetland_combine_C	Univariate_LR_delta_R2_wetland_combine_C
0.151037596253434	0.157795814914947	0.388325426211782	0.392503519202287	0.00417809299050553
0.142351138918963	0.15074817452747	0.436539917974483	0.44419511047164	0.0076551924971569
0.15061894103494	0.158798606049794	0.331484844169957	0.332226215997619	0.000741371827662207
0.149109501396845	0.157494089850391	0.391100929521009	0.394880568776796	0.003779639255787
0.138266030192787	0.148344954554743	0.356658123281561	0.364303388789996	0.00764526550843458
0.134413272461843	0.14342866916417	0.330923808029505	0.335053387021494	0.0041295789919884
0.155307271787103	0.161230316802678	0.310004758301913	0.312070100464989	0.00206534216307586
0.119355114818103	0.123805994121476	0.400810233416745	0.392018585559924	-0.00879164785682041
0.174478796573689	0.181492513378301	0.381230953168027	0.388431164058151	0.00720021089012485
0.141288382665203	0.14744987985116	0.460137053713518	0.466656516960578	0.0065194632470601
0.124977933278092	0.132934285114536	0.312145938476485	0.317446662612407	0.0053007241359217
0.185951839082199	0.190687113119012	0.451731478046589	0.452616952459652	0.000885474413062359
0.168564799701209	0.175658085511452	0.377600859698911	0.376947714795163	-0.000653144903748015
0.14135447652732	0.147340156887664	0.413702606823832	0.414689150500774	0.00098654367694162
0.134935570076318	0.141522417644633	0.419738184440104	0.423910059621546	0.00417187518144119
0.130515677604834	0.135657840720934	0.397665040346926	0.395242368223729	-0.00242267212319663
0.118385804491202	0.124894246296086	0.339165400049451	0.344102267651631	0.00493686760218032
0.127284746478565	0.133687626947076	0.476114711898614	0.472172552124404	-0.00394215977421009
0.131660802094227	0.137371385398778	0.384057067358761	0.389449575729447	0.00539250837068544
0.111963322227191	0.118335745202108	0.3062869797441	0.307965690095791	0.00167871035169009
0.149408681848003	0.158262642824144	0.447118584520673	0.459416301911172	0.0122977173904994
0.13640914292868	0.144828781797871	0.456014578378146	0.46302132195413	0.00700674357598396
0.143259365536412	0.14876457787302	0.33308702249657	0.333911731325547	0.000824708828976617
0.0889051014579	0.091049085734842	0.266434951177938	0.258553320474743	-0.00788163070319414
0.131796710628302	0.137198132231274	0.412682574149289	0.412045211828046	-0.000637362321243673
0.115786231625102	0.122955437281514	0.410285761144215	0.414524370879108	0.00423860973489298
0.163143613161208	0.16956379747151	0.473531814679412	0.480943608556679	0.00741179387726704
0.13198902519245	0.13741863973546	0.313350476519462	0.314043249492336	0.000692772972873734
0.164516550807871	0.173052753930446	0.398229545449678	0.406172778861061	0.00794323341138276
0.128529485068277	0.132586792579966	0.308367486609988	0.303627114042323	-0.00474037256766519
0.116678355444994	0.124511526280267	0.24522814058283	0.252821013741745	0.00759287315891558
0.138825719796921	0.146366987885126	0.389492704390551	0.393855944676622	0.0043632402860711
0.147276902921486	0.154334100988012	0.431945154610262	0.437296089181365	0.00535093457110353
0.130123660943006	0.135814034156444	0.377802715056061	0.377952901474278	0.000150186418217235
0.128381053985146	0.137204139634856	0.418256084433854	0.430902610492127	0.0126465260582734
0.129341129764886	0.137876011142552	0.443109278248909	0.451134607604139	0.0080253293552302
0.140733327238492	0.147218131142536	0.556004129907417	0.555804704042548	-0.000199425864868874
0.129607834256173	0.136850799457048	0.409368574888041	0.415294106478276	0.00592553159023512
0.137703504654396	0.14128900205191	0.410167750547781	0.408323624509974	-0.00184412603780787
0.104801394527245	0.109112999057964	0.287285254424253	0.287273020281912	-1.22341423413053e-05
0.167174317588601	0.174947863020138	0.341025919299594	0.342532794200659	0.00150687490106494
0.12730027966483	0.134395448380441	0.334713137238643	0.339280969465106	0.00456783222646329
0.1081132237092	0.112976756348019	0.340713748996775	0.34384871184015	0.00313496284337522
0.109772319157903	0.117448911881091	0.344956972434441	0.356000938130059	0.0110439656956179
