Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_wetland_combine_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_wetland_combine_C	Univariate_LR_delta_R2_wetland_combine_C
0.10200738123783	0.106051647116296	0.303232283563617	0.301177602183696	-0.00205468137992054
0.115063078355839	0.122328775117109	0.325618866620299	0.332690955283653	0.00707208866335468
0.16098771583314	0.165205761721434	0.3925870828435	0.386180472503177	-0.0064066103403228
0.168508375632228	0.173918089831372	0.369860938295555	0.374151808184075	0.00429086988852007
0.115524921683664	0.118855236582294	0.283221313477317	0.284357817544209	0.00113650406689236
0.113222392683958	0.121313122944109	0.363338257183709	0.366576138212778	0.00323788102906902
0.160074317167777	0.166236544750239	0.446458916200413	0.449505861244925	0.00304694504451236
0.134538909177353	0.136671491451499	0.398434881653583	0.392473655217255	-0.00596122643632735
0.154685758255744	0.16377755363495	0.407572357341492	0.414003699191908	0.00643134185041522
0.131499871809474	0.140337350870863	0.350865285964987	0.355215390263122	0.0043501042981352
0.179245833509231	0.187257748815513	0.523698251731677	0.524996658216348	0.0012984064846715
0.1416152926257	0.147916828981785	0.408746925156795	0.407972797766856	-0.00077412738993865
0.115175501740913	0.120542677548742	0.438280052686114	0.438883822689999	0.000603770003885784
0.117677233389475	0.124829433154076	0.404352475520988	0.408110192564512	0.00375771704352396
0.0871678636773959	0.0916854027065289	0.256518043789323	0.262220647774505	0.00570260398518208
0.132578063690766	0.137205547509237	0.393876286843974	0.390645411169798	-0.00323087567417657
0.148361908571459	0.153896482014833	0.442696501892419	0.443431684629134	0.000735182736714413
0.133059345339793	0.137313883383367	0.381137641209691	0.37489015082109	-0.00624749038860151
0.115280887922619	0.12250864556146	0.351437997110314	0.352625827559915	0.00118783044960052
0.183696425724865	0.190321985358613	0.499796538519041	0.500982801291353	0.00118626277231154
0.16586862579374	0.172876881996435	0.430358054294178	0.431169023341924	0.000810969047746246
0.113283955565216	0.118597395351686	0.410592867716501	0.4155501647548	0.00495729703829895
0.15224562042628	0.15577880283572	0.345274607851177	0.340097664558258	-0.00517694329291829
0.137794486054924	0.145051744141428	0.352482759955608	0.359822968113288	0.00734020815768083
0.123095216636265	0.127144256404038	0.331659504291989	0.327202250525336	-0.00445725376665301
0.133637220100116	0.138186295030337	0.332481498990924	0.328454341664649	-0.00402715732627534
0.122242128033875	0.127443541901644	0.318689215192691	0.325010087579912	0.00632087238722101
0.120496163244956	0.127998596998566	0.335753214759489	0.345764215090172	0.0100110003306835
0.13722257444532	0.14427590411986	0.452798218821597	0.447038422148498	-0.00575979667309984
0.178711881713771	0.188852808933092	0.475542436232579	0.487900881183642	0.0123584449510628
0.123322246070839	0.132157076681948	0.346661925621143	0.360506020752473	0.0138440951313306
0.124279681786005	0.136108624652897	0.406775454353056	0.425034068284842	0.0182586139317855
0.135830654159284	0.14188239821301	0.425985651287653	0.421651869355166	-0.00433378193248707
0.131345193517456	0.136253176667612	0.52595737351059	0.519066950756116	-0.00689042275447393
0.112318909188853	0.116753898338215	0.330360925357459	0.328744647542744	-0.00161627781471468
0.121992474558882	0.129526043281865	0.381669225304199	0.387975624711783	0.00630639940758371
0.138838712084905	0.144395112658264	0.397113191528455	0.400140911967892	0.00302772043943705
0.13149849526972	0.137135593861692	0.33125081696619	0.33535961036714	0.00410879340094988
0.110580113107625	0.115689936112087	0.327437118781315	0.32529086959765	-0.00214624918366513
0.125707223790639	0.130581802407544	0.410386671888949	0.406784706246159	-0.00360196564279031
0.139297485914638	0.146390721574433	0.442613717073891	0.447230661974207	0.00461694490031561
0.128207177271483	0.134381981073674	0.386081536053489	0.389974690520456	0.00389315446696753
0.138352393681899	0.144041077704492	0.437551084124623	0.442821145101814	0.00527006097719041
0.156306206832949	0.16237535775119	0.496619678050381	0.498354060472114	0.00173438242173346
0.152830980422082	0.160310545391202	0.493925520665032	0.497965437986053	0.0040399173210216
0.117340594295432	0.122324086490385	0.413595109744601	0.415242487794239	0.00164737804963805
0.134922878221597	0.142430986566135	0.408494849188798	0.41151531996649	0.00302047077769163
0.11333203008771	0.117251425715811	0.42794490438022	0.422335145384467	-0.00560975899575283
0.133849213473766	0.14193662799036	0.372434416577617	0.3831599722214	0.0107255556437834
0.129178672334723	0.135148858610923	0.4537475173009	0.457953670539381	0.00420615323848111
0.130917784590757	0.138495101639925	0.338579693797105	0.34726167521684	0.00868198141973531
0.126325944070198	0.133460749772908	0.409724282244662	0.418641283614549	0.00891700136988688
0.14417257915046	0.151195917738239	0.332801844040762	0.33587323692077	0.00307139288000791
0.139695654442077	0.148123853012811	0.375935626385541	0.381047228058784	0.00511160167324265
0.136832968951474	0.143547217967543	0.410132866658084	0.412252442914443	0.00211957625635928
0.142736534443259	0.150131530776786	0.438231626330301	0.44094616180218	0.00271453547187822
