Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_wetland_combine_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_wetland_combine_R	Univariate_LR_delta_R2_wetland_combine_R
0.151037596253434	0.151401229825187	0.388325426211782	0.390740825260244	0.00241539904846227
0.142351138918963	0.14219133045722	0.436539917974483	0.435502555478953	-0.00103736249552927
0.15061894103494	0.150431976898089	0.331484844169957	0.331523230916589	0.0000383867466319798
0.149109501396845	0.14893986601781	0.391100929521009	0.390918757461542	-0.000182172059467745
0.138266030192787	0.137695706804461	0.356658123281561	0.355564363347562	-0.00109375993399968
0.134413272461843	0.133754771371263	0.330923808029505	0.329940237901736	-0.000983570127768951
0.155307271787103	0.154708186037612	0.310004758301913	0.308746712073634	-0.00125804622827913
0.119355114818103	0.119442196774734	0.400810233416745	0.401431715891503	0.000621482474758295
0.174478796573689	0.173985214396009	0.381230953168027	0.379499356287625	-0.00173159688040136
0.141288382665203	0.141245337353526	0.460137053713518	0.46043594941653	0.000298895703012392
0.124977933278092	0.124541843888656	0.312145938476485	0.310365452838413	-0.0017804856380717
0.185951839082199	0.186068562907894	0.451731478046589	0.452108961353269	0.000377483306680249
0.168564799701209	0.167983336192869	0.377600859698911	0.376611008981014	-0.000989850717896479
0.14135447652732	0.141049544697886	0.413702606823832	0.412771670399957	-0.000930936423875095
0.134935570076318	0.134893584696173	0.419738184440104	0.419078752690081	-0.000659431750023032
0.130515677604834	0.130345352012834	0.397665040346926	0.397099210261698	-0.000565830085227925
0.118385804491202	0.118266335014719	0.339165400049451	0.338133917812127	-0.00103148223732408
0.127284746478565	0.127549101457369	0.476114711898614	0.478857079653498	0.00274236775488429
0.131660802094227	0.131403160782503	0.384057067358761	0.381863404387804	-0.00219366297095724
0.111963322227191	0.111360857728742	0.3062869797441	0.304687040792979	-0.00159993895112143
0.149408681848003	0.148739481291517	0.447118584520673	0.445883148306948	-0.00123543621372485
0.13640914292868	0.136410976783595	0.456014578378146	0.456184717061937	0.000170138683791066
0.143259365536412	0.142564236835898	0.33308702249657	0.331553444137292	-0.00153357835927831
0.0889051014579	0.0894829870727812	0.266434951177938	0.269176260785491	0.00274130960755353
0.131796710628302	0.131819617533869	0.412682574149289	0.412295516826141	-0.000387057323148587
0.115786231625102	0.115570548874012	0.410285761144215	0.409367490092383	-0.000918271051831954
0.163143613161208	0.162690817652138	0.473531814679412	0.470823810390748	-0.00270800428866408
0.13198902519245	0.131824076158235	0.313350476519462	0.311786838911403	-0.00156363760805861
0.164516550807871	0.163598168360411	0.398229545449678	0.397074167769267	-0.00115537768041113
0.128529485068277	0.128703603692389	0.308367486609988	0.308651169271703	0.00028368266171469
0.116678355444994	0.11634302872387	0.24522814058283	0.244498242273788	-0.000729898309041938
0.138825719796921	0.139070789194254	0.389492704390551	0.389711660788465	0.000218956397914027
0.147276902921486	0.147111551042287	0.431945154610262	0.431226678802382	-0.000718475807879815
0.130123660943006	0.129672395655252	0.377802715056061	0.377528625728359	-0.000274089327702065
0.128381053985146	0.128270620836368	0.418256084433854	0.419109779341108	0.000853694907253677
0.129341129764886	0.128869442599493	0.443109278248909	0.441628520297815	-0.00148075795109415
0.140733327238492	0.140607276794491	0.556004129907417	0.555299073296473	-0.000705056610944665
0.129607834256173	0.129177687229823	0.409368574888041	0.407182578924758	-0.00218599596328306
0.137703504654396	0.137522166674274	0.410167750547781	0.409418860450832	-0.000748890096948951
0.104801394527245	0.104674976924121	0.287285254424253	0.286464794191275	-0.000820460232978548
0.167174317588601	0.167081311013229	0.341025919299594	0.340551754015658	-0.000474165283936567
