Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_gurbn_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_gurbn_C	Univariate_LR_delta_R2_gurbn_C
0.502615625353224	0.527655329743777	0.495414540530478	0.487877221014375	-0.00753731951610331
0.157329486545172	0.164947894734248	0.116260839895008	0.119436965273853	0.00317612537884505
0.315069315823578	0.330279962209809	0.171460156214606	0.175143630213419	0.003683473998813
0.181228010384823	0.19294566560309	0.194462916269028	0.20034493107447	0.00588201480544137
0.0807262044704342	0.0860636807526269	0.0155085973033488	0.0165843441444149	0.00107574684106613
0.154742346315225	0.162846871558246	0.185737290701835	0.190423883567427	0.00468659286559192
0.350386822325526	0.367469099897708	0.393018419479825	0.398071490506505	0.00505307102667979
0.264818063279024	0.279616768394363	0.306466938366273	0.305561605598497	-0.000905332767776212
0.200535996575834	0.207364531202701	0.129583487887477	0.132473649126264	0.00289016123878735
0.283136239915263	0.29888999255893	0.40132378456889	0.408603362283734	0.00727957771484383
0.366780845373359	0.384838300096007	0.622652883242863	0.620364378721317	-0.00228850452154628
0.285485590746529	0.300760544103504	0.0851632923233976	0.087637498650747	0.00247420632734938
0.198582138961266	0.206137304355172	0.156816692706287	0.155772612149824	-0.00104408055646246
0.246282500717424	0.25540612800166	0.213465450274872	0.214969550762288	0.00150410048741639
0.228643762567207	0.236689775390762	0.156573133785999	0.159828976103027	0.00325584231702797
0.0324646383289867	0.0340626803741536	0.00220636834254407	0.00226184023577004	5.54718932259694e-05
0.325869211709431	0.335125414104228	0.477480433085215	0.478726564710177	0.00124613162496229
0.277750269891254	0.2920200757642	0.852012470688883	0.848711998406803	-0.00330047228207986
0.35658881271521	0.369825731871668	0.728633580263212	0.724432384703399	-0.00420119555981335
0.0595397877392208	0.0641402983487456	0.0182528021468278	0.0194618269730344	0.00120902482620656
0.315859147567935	0.328726879953209	0.354316368818849	0.357813049474357	0.00349668065550784
0.287675192226792	0.295033210910872	0.570973876532829	0.57658286585109	0.00560898931826126
0.420261832380724	0.438551112083363	0.490256400178781	0.485323416885674	-0.0049329832931071
0.149132497013601	0.156212405973776	0.277103170308525	0.274461203335479	-0.0026419669730457
0.541792300146225	0.583511909442596	0.353795426865937	0.35978510463556	0.00598967776962367
0.532350643706609	0.553000788653457	0.474401068708889	0.474824650825386	0.000423582116497401
0.0956356568589826	0.101287591312758	0.0352525975724388	0.0363829822098457	0.00113038463740693
0.410587611235948	0.427696875433893	0.460330754989065	0.466107510990879	0.00577675600181382
0.449636862389753	0.466195919086712	0.344109334183891	0.349758233048058	0.00564889886416725
0.2267030072019	0.24231414090452	0.152422384347048	0.158818450652036	0.00639606630498807
0.272262424192691	0.287886526203186	0.179146411499781	0.1837400496682	0.00459363816841912
0.169125564850087	0.181629698365917	0.0628971086323283	0.0669326354471534	0.00403552681482508
0.232163032672515	0.238000366986255	0.0384154554853648	0.0385071606300013	9.17051446365572e-05
0.406953939900317	0.427822932455089	0.568599561634985	0.57992192221225	0.0113223605772642
0.337089331473337	0.352132721764692	0.415938471639318	0.421842007890469	0.00590353625115098
0.250150185334312	0.269553986344486	0.0625533002044267	0.0659921554097742	0.00343885520534745
0.202830817776919	0.216188860418169	0.109845456484572	0.113229492448585	0.00338403596401314
0.284155006076386	0.298348862456134	0.177210891296207	0.181681836105095	0.00447094480888846
0.317637021015228	0.333874727496801	0.345891871856241	0.349076583453433	0.00318471159719197
0.33695001409723	0.354807398255283	0.195707554606502	0.196885330653084	0.00117777604658151
