Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_her_veg_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_her_veg_R	Univariate_LR_delta_R2_her_veg_R
0.151037596253434	0.0377193275689656	0.388325426211782	0.0995834934689607	-0.288741932742821
0.142351138918963	0.0692548981408837	0.436539917974483	0.298585309065867	-0.137954608908616
0.15061894103494	0.0516463002480507	0.331484844169957	0.123452479873236	-0.208032364296721
0.149109501396845	0.0619179703849966	0.391100929521009	0.212931412275787	-0.178169517245223
0.138266030192787	0.0474321743502209	0.356658123281561	0.156060985854277	-0.200597137427285
0.134413272461843	0.0657769322815491	0.330923808029505	0.204827338730965	-0.12609646929854
0.155307271787103	0.045892052526712	0.310004758301913	0.115543883317365	-0.194460874984548
0.119355114818103	0.0547200811774206	0.400810233416745	0.240357357750705	-0.16045287566604
0.174478796573689	0.0782334717134032	0.381230953168027	0.22793805012276	-0.153292903045266
0.141288382665203	0.07669990780591	0.460137053713518	0.280333201816634	-0.179803851896884
0.124977933278092	0.0323847547122357	0.312145938476485	0.0934451672650333	-0.218700771211452
0.185951839082199	0.0877356531714384	0.451731478046589	0.259517783241717	-0.192213694804872
0.168564799701209	0.0727412072383345	0.377600859698911	0.205654173938288	-0.171946685760623
0.14135447652732	0.0606540310239798	0.413702606823832	0.206815285790439	-0.206887321033393
0.134935570076318	0.0508178710695514	0.419738184440104	0.194022836487841	-0.225715347952264
0.130515677604834	0.0502721574539433	0.397665040346926	0.180775126645764	-0.216889913701162
0.118385804491202	0.0799139508708858	0.339165400049451	0.275082317253132	-0.0640830827963184
0.127284746478565	0.0567683603895903	0.476114711898614	0.219359161265958	-0.256755550632656
0.131660802094227	0.0793250083354514	0.384057067358761	0.306887709202383	-0.0771693581563784
0.111963322227191	0.0510751078124034	0.3062869797441	0.187347573161045	-0.118939406583055
0.149408681848003	0.067370839534314	0.447118584520673	0.342712788811205	-0.104405795709468
0.13640914292868	0.0732248641106518	0.456014578378146	0.307383611848519	-0.148630966529627
0.143259365536412	0.043470319170684	0.33308702249657	0.114417568448449	-0.218669454048121
0.0889051014579	0.0290043402600397	0.266434951177938	0.100320514421098	-0.16611443675684
0.131796710628302	0.069472677063289	0.412682574149289	0.280153786545484	-0.132528787603805
0.115786231625102	0.0517090888851577	0.410285761144215	0.217854084411142	-0.192431676733073
0.163143613161208	0.0740086129044643	0.473531814679412	0.272698098712715	-0.200833715966697
0.13198902519245	0.0458408000230188	0.313350476519462	0.125127268032654	-0.188223208486808
0.164516550807871	0.0680469072394713	0.398229545449678	0.234467072309539	-0.163762473140139
0.128529485068277	0.0535772396585857	0.308367486609988	0.150190983811547	-0.158176502798441
0.116678355444994	0.0470897730189601	0.24522814058283	0.116868862691433	-0.128359277891397
0.138825719796921	0.0686610726693454	0.389492704390551	0.243373107279862	-0.146119597110689
0.147276902921486	0.0515613476534691	0.431945154610262	0.170906641247784	-0.261038513362478
0.130123660943006	0.0524473902419016	0.377802715056061	0.17311030889239	-0.204692406163671
0.128381053985146	0.0670282003244989	0.418256084433854	0.302091039927527	-0.116165044506327
0.129341129764886	0.0561789107253096	0.443109278248909	0.259684044953801	-0.183425233295107
0.140733327238492	0.0821929231691709	0.556004129907417	0.394097357647481	-0.161906772259936
0.129607834256173	0.0503877308427469	0.409368574888041	0.203884537528518	-0.205484037359523
0.137703504654396	0.0704158608514505	0.410167750547781	0.308279884775649	-0.101887865772132
0.104801394527245	0.0445254966009144	0.287285254424253	0.13651158913273	-0.150773665291523
0.167174317588601	0.056910843319874	0.341025919299594	0.16455860287261	-0.176467316426984
0.12730027966483	0.0666493094614874	0.334713137238643	0.209448555688512	-0.125264581550132
0.1081132237092	0.0507031448343128	0.340713748996775	0.213894286939117	-0.126819462057657
0.109772319157903	0.0555080674525894	0.344956972434441	0.197920214494819	-0.147036757939622
0.10200738123783	0.0376480818614462	0.303232283563617	0.140470855205765	-0.162761428357852
0.115063078355839	0.046142110694164	0.325618866620299	0.132610688767741	-0.193008177852558
0.16098771583314	0.0842526737769707	0.3925870828435	0.354386290678772	-0.0382007921647273
0.168508375632228	0.0579834480157543	0.369860938295555	0.161005954264834	-0.20885498403072
0.115524921683664	0.0472694772328227	0.283221313477317	0.14960220385663	-0.133619109620687
0.113222392683958	0.0561644817208071	0.363338257183709	0.210355911044457	-0.152982346139252
0.160074317167777	0.0858951240408292	0.446458916200413	0.291739519530475	-0.154719396669938
0.134538909177353	0.0500158027111644	0.398434881653583	0.172937433485739	-0.225497448167843
0.154685758255744	0.0519877889276974	0.407572357341492	0.151444977162969	-0.256127380178523
0.131499871809474	0.0698322061273114	0.350865285964987	0.22450527811368	-0.126360007851307
0.179245833509231	0.085342729294202	0.523698251731677	0.300368773416539	-0.223329478315138
0.1416152926257	0.0788019158828628	0.408746925156795	0.307958119932662	-0.100788805224132
0.115175501740913	0.0603779571902843	0.438280052686114	0.274913064103513	-0.163366988582601
0.117677233389475	0.0494753824828039	0.404352475520988	0.198007318033615	-0.206345157487373
0.0871678636773959	0.0377779957936385	0.256518043789323	0.131701071420282	-0.124816972369041
0.132578063690766	0.0719678826587779	0.393876286843974	0.265200110826743	-0.128676176017231
0.148361908571459	0.0522809529460557	0.442696501892419	0.185312118593879	-0.25738438329854
0.133059345339793	0.0450344868316147	0.381137641209691	0.205868651775079	-0.175268989434613
0.115280887922619	0.0363220797952543	0.351437997110314	0.115596553506625	-0.235841443603689
0.183696425724865	0.0792056438269236	0.499796538519041	0.286002119282208	-0.213794419236833
0.16586862579374	0.0784627923621615	0.430358054294178	0.288552665794217	-0.141805388499961
0.113283955565216	0.047085183669238	0.410592867716501	0.25952868183598	-0.151064185880521
0.15224562042628	0.0661620688018072	0.345274607851177	0.220213591957444	-0.125061015893732
0.137794486054924	0.0692613427022063	0.352482759955608	0.201095749678677	-0.15138701027693
0.123095216636265	0.0402726966617269	0.331659504291989	0.110283808841732	-0.221375695450257
0.133637220100116	0.0538254332415172	0.332481498990924	0.192591096465656	-0.139890402525269
0.122242128033875	0.0731679895686602	0.318689215192691	0.294667832545687	-0.0240213826470042
0.120496163244956	0.0539268693699014	0.335753214759489	0.162344731082029	-0.173408483677459
0.13722257444532	0.0660465680806449	0.452798218821597	0.260458576188198	-0.1923396426334
0.178711881713771	0.0753983729670247	0.475542436232579	0.232729874602245	-0.242812561630334
0.123322246070839	0.0570336533141268	0.346661925621143	0.191686101503171	-0.154975824117972
0.124279681786005	0.0559632344281554	0.406775454353056	0.217137655224601	-0.189637799128456
0.135830654159284	0.0622231719011485	0.425985651287653	0.246324293609961	-0.179661357677691
0.131345193517456	0.0558519902853923	0.52595737351059	0.26007400973597	-0.26588336377462
0.112318909188853	0.0341877896952484	0.330360925357459	0.102038690405656	-0.228322234951803
0.121992474558882	0.0546464951529181	0.381669225304199	0.227055806643016	-0.154613418661183
0.138838712084905	0.0618280502371803	0.397113191528455	0.196833595741699	-0.200279595786756
0.13149849526972	0.0429131113887266	0.33125081696619	0.12111299060203	-0.210137826364159
0.110580113107625	0.0515219225705723	0.327437118781315	0.220748656253601	-0.106688462527714
0.125707223790639	0.0601818667061607	0.410386671888949	0.243194246226281	-0.167192425662669
0.139297485914638	0.063152419580171	0.442613717073891	0.255923375078186	-0.186690341995705
0.128207177271483	0.057048033393908	0.386081536053489	0.190705365415787	-0.195376170637701
0.138352393681899	0.0374719881656986	0.437551084124623	0.128776626955365	-0.308774457169258
0.156306206832949	0.0591947952296652	0.496619678050381	0.18899148843702	-0.307628189613361
0.152830980422082	0.0573215626502654	0.493925520665032	0.24257302041133	-0.251352500253702
0.117340594295432	0.0480462434446937	0.413595109744601	0.205010165036269	-0.208584944708332
0.134922878221597	0.0661272600829336	0.408494849188798	0.252780376015872	-0.155714473172926
0.11333203008771	0.0598459566669879	0.42794490438022	0.245499050046622	-0.182445854333598
0.133849213473766	0.0371991070066297	0.372434416577617	0.109909310907373	-0.262525105670244
0.129178672334723	0.0612898763550226	0.4537475173009	0.238999013347539	-0.214748503953361
0.130917784590757	0.0569178739621868	0.338579693797105	0.168574133110595	-0.17000556068651
0.126325944070198	0.0566508862591414	0.409724282244662	0.227717928478505	-0.182006353766157
0.14417257915046	0.065644313420892	0.332801844040762	0.180074989179597	-0.152726854861166
0.139695654442077	0.0589709031409402	0.375935626385541	0.178620050269041	-0.1973155761165
0.136832968951474	0.0479556764531505	0.410132866658084	0.172845029967127	-0.237287836690957
0.142736534443259	0.0635769174889818	0.438231626330301	0.24151214115008	-0.196719485180221
