Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Mixed_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_Mixed_R	Univariate_LR_delta_R2_Mixed_R
0.151037596253434	0.0320019290133834	0.388325426211782	0.128772217989264	-0.259553208222517
0.142351138918963	0.0135570442874885	0.436539917974483	0.0486634220557529	-0.38787649591873
0.15061894103494	0.0208212630825093	0.331484844169957	0.0847285854087329	-0.246756258761224
0.149109501396845	0.0140279907913394	0.391100929521009	0.0522296526816617	-0.338871276839348
0.138266030192787	0.0225659393489909	0.356658123281561	0.0821761524574521	-0.274481970824109
0.134413272461843	0.016033584446509	0.330923808029505	0.0613446126667698	-0.269579195362735
0.155307271787103	0.0252003171373282	0.310004758301913	0.0812692256937389	-0.228735532608174
0.119355114818103	0.0226945790754865	0.400810233416745	0.146002062498659	-0.254808170918085
0.174478796573689	0.0208687980689812	0.381230953168027	0.0551835949653348	-0.326047358202692
0.141288382665203	0.0240718420534503	0.460137053713518	0.0896218487949075	-0.37051520491861
0.124977933278092	0.0259609354497029	0.312145938476485	0.114707458497256	-0.197438479979229
0.185951839082199	0.0157647347498374	0.451731478046589	0.0418998040117262	-0.409831674034863
0.168564799701209	0.0317755663178705	0.377600859698911	0.093640279292017	-0.283960580406894
0.14135447652732	0.0197929867497553	0.413702606823832	0.0685740278642248	-0.345128578959607
0.134935570076318	0.0296477550484721	0.419738184440104	0.181038900876655	-0.238699283563449
0.130515677604834	0.0241311303658461	0.397665040346926	0.134634483505763	-0.263030556841162
0.118385804491202	0.0359040337579206	0.339165400049451	0.198617696118854	-0.140547703930596
0.127284746478565	0.0260088629216495	0.476114711898614	0.157023098792215	-0.319091613106399
0.131660802094227	0.0209623932358598	0.384057067358761	0.091970033006786	-0.292087034351975
0.111963322227191	0.0182776398603125	0.3062869797441	0.0823897612766031	-0.223897218467497
0.149408681848003	0.020445877071689	0.447118584520673	0.0696749514655781	-0.377443633055095
0.13640914292868	0.025020896319351	0.456014578378146	0.108485657096366	-0.34752892128178
0.143259365536412	0.0231188956948823	0.33308702249657	0.068354270875574	-0.264732751620996
0.0889051014579	0.0167827028272733	0.266434951177938	0.0814740544539771	-0.18496089672396
0.131796710628302	0.0210878843670208	0.412682574149289	0.0849264751468678	-0.327756099002422
0.115786231625102	0.0279705490856594	0.410285761144215	0.172586019845001	-0.237699741299214
0.163143613161208	0.0304417362667108	0.473531814679412	0.140180957498297	-0.333350857181115
0.13198902519245	0.0207754335167787	0.313350476519462	0.0682142535631723	-0.245136222956289
0.164516550807871	0.0315008422331266	0.398229545449678	0.131101193513267	-0.267128351936411
0.128529485068277	0.0198780752844389	0.308367486609988	0.0834825716650564	-0.224884914944932
0.116678355444994	0.0215320785201884	0.24522814058283	0.0547777717319477	-0.190450368850882
0.138825719796921	0.0217391951055779	0.389492704390551	0.0839116407377581	-0.305581063652793
0.147276902921486	0.0244742025175649	0.431945154610262	0.111565903759476	-0.320379250850786
0.130123660943006	0.0300606018610081	0.377802715056061	0.191730339545667	-0.186072375510394
0.128381053985146	0.0271999347148317	0.418256084433854	0.122824475395614	-0.29543160903824
0.129341129764886	0.0213987803964464	0.443109278248909	0.142070246280997	-0.301039031967912
0.140733327238492	0.0279204362114459	0.556004129907417	0.156643150357749	-0.399360979549668
0.129607834256173	0.0140819631305241	0.409368574888041	0.0551620010841343	-0.354206573803906
0.137703504654396	0.0220191564121677	0.410167750547781	0.0947952635141387	-0.315372487033643
