Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_popcount_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_popcount_C	Univariate_LR_delta_R2_popcount_C
0.160891995436985	2002.7760584659	0.215220595812738	0.0485117550899181	-0.16670884072282
0.313383104481205	2523.87220001111	0.263360349133337	0.0289784008915299	-0.234381948241807
0.20409949230812	2191.97022546983	0.34900013883973	0.045964996863749	-0.303035141975981
0.185072974192756	1890.85024778292	0.308172679556522	0.0412396766396919	-0.26693300291683
0.268973672905209	3050.46453533661	0.384615622094644	0.0598624335395234	-0.32475318855512
0.225450702591245	2511.73686400066	0.462358664092889	0.0782801687174045	-0.384078495375485
0.271833517741309	2823.36122997969	0.388896010536776	0.055005378467392	-0.333890632069384
0.322649123172845	3311.88423851328	0.438587019875266	0.0735581711733406	-0.365028848701925
0.264655630462643	2701.65035316662	0.359297093286329	0.0536602506454285	-0.305636842640901
0.246053052054375	2048.59880444552	0.293036294445928	0.0245467477561031	-0.268489546689825
0.277362039302625	2168.79918335075	0.312878752172336	0.0252544552739914	-0.287624296898345
0.163793104152798	1904.33658899625	0.340544575615153	0.0525959440928051	-0.287948631522348
0.207780797045671	1847.24148109627	0.382369533193768	0.0429773438805698	-0.339392189313198
0.208186535089167	2771.79442536895	0.173606913919669	0.0428530766984299	-0.130753837221239
0.189391216098367	2011.4177091405	0.365715959914665	0.0484094230546596	-0.317306536860005
0.260538936296584	2418.01523664342	0.353927097924863	0.0475043476205027	-0.30642275030436
0.185989422946046	2269.77215980249	0.332389365562499	0.0615409729890478	-0.270848392573451
0.178630949247512	1879.64595163794	0.216385991607938	0.0327323026821475	-0.18365368892579
0.260855484566512	2395.13969018345	0.305846211210564	0.0340450645106976	-0.271801146699867
0.1845448404976	1989.13115236106	0.318181047822469	0.0454640366301776	-0.272717011192292
0.201639024924044	2020.20366147022	0.338053924833599	0.0428360884690668	-0.295217836364532
0.182376199971268	1800.26440564195	0.236764328024651	0.0284262655872099	-0.208338062437441
0.244358630785287	2979.8930176447	0.483458163479415	0.0733827408536668	-0.410075422625748
0.177316701735828	1911.90622893929	0.205663817178554	0.037910973954014	-0.16775284322454
0.263036692463512	3201.30836358896	0.373614350643307	0.0716545702658456	-0.301959780377461
0.180139242829934	1770.63614774862	0.171586484100425	0.0222579595766201	-0.149328524523804
0.240160290796541	1952.20911664721	0.26979226509675	0.0301808120242674	-0.239611453072483
0.247983374684704	2440.57792015233	0.271182892971096	0.0353476292968288	-0.235835263674268
0.244811492123088	2526.44494224934	0.366233454479359	0.0530591423840903	-0.313174312095269
0.253587896715296	2504.61171393012	0.290938557203022	0.0396660453300369	-0.251272511872986
0.213557325563101	2471.56856944626	0.284124429651815	0.0547004456881987	-0.229423983963617
0.205569030166384	2336.81244092008	0.385110790721786	0.0601651293534693	-0.324945661368317
0.244995465934506	2690.1688917442	0.342221800463975	0.0582180114168297	-0.284003789047145
0.168399864994787	1898.10768029203	0.316394877838179	0.0584324794679451	-0.257962398370234
0.299605763723697	3192.81283196852	0.415492520043977	0.0624438390882991	-0.353048680955677
0.205905931023755	1865.91100581361	0.305161126454151	0.0375951826070747	-0.267565943847076
0.191803367887803	1730.87707557339	0.338944769451317	0.0495344331858605	-0.289410336265457
0.220580115817796	2308.6158135239	0.374892883368025	0.0514542941994505	-0.323438589168575
0.269027389996814	2789.78394068865	0.383746556363315	0.0499319425123547	-0.333814613850961
0.208172486223885	2174.01107858619	0.242011936805072	0.035621831425349	-0.206390105379723
0.234984311210682	2298.17384780695	0.244831429211284	0.0318770477350296	-0.212954381476254
0.260708005791676	3332.46471058516	0.293611624634125	0.0604637976908589	-0.233147826943266
0.220897990461352	1953.66728979728	0.310798975823312	0.0358552894095726	-0.274943686413739
0.192331485469021	1882.06772166851	0.231272517281634	0.0311369964399865	-0.200135520841648
0.220929807007275	2413.24575578794	0.320912880959907	0.0474371327535659	-0.273475748206341
0.174116699119554	2053.81596198786	0.212039025990349	0.0381004109187472	-0.173938615071601
0.171289820714147	1971.92200662256	0.195777400454865	0.0302505969724635	-0.165526803482402
0.180951605975728	2411.26695442948	0.383499975453885	0.0806251517674582	-0.302874823686427
0.21342930850433	192.854688601784	0.282661137908508	0.00351559837093596	-0.279145539537572
0.227817694372644	2606.00898712416	0.523349475695605	0.0767138116625511	-0.446635664033054
0.209528715583445	515.933647650574	0.40732269594084	0.0352478371570245	-0.372074858783815
0.233337623005543	2433.1861141499	0.333720817413073	0.042689162219416	-0.291031655193657
0.27786576358985	3436.88020065333	0.468880851962042	0.0717530839571561	-0.397127768004885
0.370547764982276	3231.42447739848	0.435606530640635	0.044887216033843	-0.390719314606792
0.254196223723593	2626.35921236857	0.316041682135289	0.0536665990421987	-0.26237508309309
0.231350829501072	2397.42984441653	0.22817584415633	0.0306593337103117	-0.197516510446018
0.216597112559477	2095.90839484941	0.326808702367338	0.0455454462756212	-0.281263256091717
0.235953249820938	2897.07441679466	0.372747907210553	0.0608462584083205	-0.311901648802233
0.201501331592919	2791.35293296956	0.335055040993684	0.0748306182385838	-0.2602244227551
0.268513072204172	2368.61500300132	0.382339016347058	0.0418964631370757	-0.340442553209983
0.2848875578817	3154.11379082009	0.291753496388956	0.0465934866028425	-0.245160009786114
0.167702917474799	2110.6266628093	0.287421435152383	0.0537977877834717	-0.233623647368911
0.317224584788506	3596.40800429527	0.313583310691575	0.045633069900482	-0.267950240791093
0.187798072898109	2031.3672301478	0.35037866682321	0.0488188755182939	-0.301559791304916
0.236766121639222	2325.47201887917	0.404355707265516	0.0471713932241999	-0.357184314041316
0.240241001300595	2553.09072216637	0.38110273402321	0.0581045425558852	-0.322998191467325
0.148286541418604	1883.4093497611	0.21429183378069	0.0475389273399673	-0.166752906440723
0.208497497396907	2491.85459595466	0.271101271500811	0.0499361262642355	-0.221165145236576
0.165735765729584	2414.08615364194	0.153522277707635	0.0475497665877518	-0.105972511119884
0.181862733909716	1943.66508850833	0.225327032142349	0.0301948156610886	-0.195132216481261
0.181797344434375	2225.82760615879	0.28422162030221	0.0480840079322396	-0.23613761236997
0.210489143022873	2284.8610256272	0.371647265177847	0.0591856261984239	-0.312461638979423
