Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_wetland_other_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_wetland_other_R	Univariate_LR_delta_R2_wetland_other_R
0.34639660261548	0.34677944162687	0.387718135533337	0.387642358189502	-0.0000757773438351816
0.359748207175915	0.359047342729447	0.422808190547482	0.420131485648478	-0.00267670489900423
0.529668199950621	0.528008369991804	0.393083571618718	0.391509562643486	-0.00157400897523208
0.503836443891332	0.504883988638261	0.349344634254206	0.351094206273602	0.00174957201939663
0.445307776366745	0.444386039724722	0.357470915775356	0.357892826198575	0.000421910423219041
0.50884391058068	0.506106377193	0.523446213188807	0.522780111249163	-0.000666101939644115
0.67850646384122	0.678994360597821	0.378321932931629	0.377365294510283	-0.000956638421346301
0.334359137556116	0.333182836550448	0.360191090554627	0.357550043528188	-0.0026410470264388
0.472803191465967	0.47222132188883	0.441837458465318	0.441061746112374	-0.000775712352944602
0.50236130566053	0.502141126525809	0.603832337228195	0.60317175590993	-0.000660581318264963
0.460086833679272	0.461503000080417	0.551333522374054	0.551025764678532	-0.000307757695522715
0.391380053180398	0.39077502394262	0.428815700396346	0.425440750999988	-0.0033749493963583
0.342679472505684	0.341883898173514	0.334598880793557	0.332714681783568	-0.00188419900998887
0.5275852124373	0.526858398397457	0.417158343587525	0.415387620941035	-0.00177072264648936
0.455251986664696	0.455687464842064	0.285588959479963	0.284216295291237	-0.00137266418872639
0.584060532421462	0.582027150183884	0.355745791257498	0.353954680610752	-0.00179111064674559
0.389236929323781	0.390677534500475	0.420850774510451	0.42336554039307	0.00251476588261856
0.420039594786873	0.419934496054503	0.47948357380304	0.479253118304398	-0.000230455498641868
0.488550608495617	0.488462587113245	0.466594559314174	0.467862734750579	0.00126817543640517
0.453982331995129	0.452976240384501	0.441314082723752	0.440321009134856	-0.000993073588896332
0.462943053530376	0.460110883967061	0.328487144577526	0.326297064175878	-0.00219008040164814
0.567516528937125	0.566782698002204	0.406199501875677	0.404938158244298	-0.00126134363137892
0.42945382695097	0.429665905503084	0.528035352090369	0.52855345299048	0.000518100900110063
0.714851037671424	0.712519333100254	0.453218623797789	0.451085139296772	-0.00213348450101697
0.435837006556497	0.435509684951427	0.364510317224136	0.362748498420754	-0.00176181880338205
0.582217382621851	0.580792930952686	0.495971217759493	0.495420992666947	-0.000550225092546319
0.468916651913795	0.466921915949692	0.516147330898754	0.513433389438877	-0.00271394145987713
0.52092728559492	0.519430108239885	0.410231074621023	0.407637143662571	-0.00259393095845201
0.583621869673265	0.589683643664382	0.406204166113235	0.418397571681437	0.0121934055682013
0.426030950138804	0.425538721570094	0.361963134362904	0.36149741721203	-0.000465717150873679
0.54210649647442	0.541808144171504	0.526602714433551	0.526408625039134	-0.000194089394417229
0.541082605889998	0.539653400253709	0.494019073613403	0.492142404841099	-0.00187666877230397
0.596424577729177	0.59956723953316	0.430618977366973	0.434151397364812	0.00353241999783876
0.369138984006783	0.367057946150313	0.462742872421341	0.459730126661178	-0.00301274576016269
0.361349041988196	0.359982519699296	0.433871380690419	0.433827726851633	-0.0000436538387855734
