Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_open_water_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_open_water_R	Univariate_LR_delta_R2_open_water_R
0.500384782454601	0.00330109025424263	0.529724608852601	0.00399421735344911	-0.525730391499152
0.598734101977677	0.00292596245452766	0.310465847319546	0.000703978871107777	-0.309761868448438
0.397733803848193	0.00554797630485464	0.362807603232674	0.0057013987338005	-0.357106204498873
0.379702274638744	0.00533866310656	0.39258871916929	0.0109182620065152	-0.381670457162775
0.475676014185618	0.00454249654114678	0.475778044516905	0.00471862938705279	-0.471059415129852
0.481567273429568	0.00621065519650607	0.362777139823593	0.00307541463655453	-0.359701725187038
0.426731519872568	0.0109758774447146	0.456431413562904	0.0324628777174157	-0.423968535845489
0.402994589428909	0.00288984795022974	0.375760211549618	0.00278716268407318	-0.372973048865545
0.556105674539595	0.0144974998505535	0.543590561639994	0.0287098501885747	-0.514880711451419
0.485652799017552	0.00376173000269646	0.532394677901439	0.00260880915407131	-0.529785868747368
0.389239481185579	0.0111414205407867	0.420633095893462	0.0180634992266522	-0.40256959666681
0.406869850896763	0.0103429689670321	0.523663905674913	0.0267568804636254	-0.496907025211288
0.724099687231873	0.0349596205667036	0.439337421967761	0.0367358608043729	-0.402601561163388
0.69184430446921	0.0106894033658681	0.441242287796801	0.0138481113888647	-0.427394176407937
0.406754153301763	0.0116854670230207	0.338779133681712	0.00543117971344909	-0.333347953968263
0.622013404250828	0.00323798278592074	0.386967759624676	0.000904771822098506	-0.386062987802577
0.4644906836007	0.00749025773459982	0.616330709938815	0.0151861328302655	-0.601144577108549
0.474161031452312	0.00905987238828764	0.365748978641581	0.0160158706339243	-0.349733108007657
0.484134689476405	0.00525811470162407	0.404365580607366	0.00396104309450683	-0.400404537512859
0.406192443450864	0.00757286118540606	0.410402333426672	0.0314803945219981	-0.378921938904674
0.431673433897665	0.014414178786206	0.481153094265713	0.0412487481378767	-0.439904346127836
0.435906408808703	0.00367082580064143	0.578256834263428	0.00357179918426966	-0.574685035079158
0.482186160281811	0.00464179711346023	0.463957806884237	0.00319607856238199	-0.460761728321855
0.35047244626973	0.00979974247231597	0.450195550687902	0.0188815494819804	-0.431314001205922
0.456026497921207	0.0044962025761163	0.411078775608758	0.00826798809634262	-0.402810787512415
0.498496156873473	0.00986354403795083	0.368703749461164	0.0197769204181724	-0.348926829042992
0.429520856533532	0.0104749613050859	0.469670388365547	0.0148947314134005	-0.454775656952146
0.549097979092012	0.00868153761209556	0.458935834449754	0.00605160983178581	-0.452884224617968
0.393824641263865	0.0619886466068605	0.336190937411826	0.0662875320344826	-0.269903405377344
0.363273053838869	0.00312954414946706	0.432840580789488	0.00372131323224869	-0.42911926755724
0.40823964259397	0.0162194654644323	0.421260825303892	0.0335128706868969	-0.387747954616995
0.362557138031507	0.00859442664947216	0.39535641686789	0.0224825462831639	-0.372873870584726
0.350429342803703	0.00498044725744058	0.408250401668753	0.00990791819477588	-0.398342483473977
0.38654895135973	0.0105213743086837	0.468821021312595	0.0318058916172642	-0.437015129695331
0.350262757682986	0.0036704044110484	0.426564492835173	0.00639903821066357	-0.42016545462451
0.384003525015585	0.00814390707882318	0.460603493204345	0.0300728508577722	-0.430530642346573
0.782976204893794	0.0580347930716793	0.517983684916841	0.217403126181831	-0.30058055873501
0.429921587824571	0.00258716992235826	0.42763785839022	0.00215216553924996	-0.42548569285097
0.601550419709332	0.0106706501747283	0.271673010477295	0.00521730087365156	-0.266455709603644
0.437938487407643	0.0227183230164134	0.350973545675491	0.105227445079738	-0.245746100595753
0.463057526076243	0.00451665785385329	0.49810171486629	0.0045110553637101	-0.49359065950258
0.570633711838618	0.0122185684311164	0.367523319253551	0.0176450500133479	-0.349878269240203
0.471344825821115	0.0160214281830632	0.504167203690353	0.025176245740666	-0.478990957949687
0.291484590419602	0.00388084232803492	0.278041608887947	0.00553479838729733	-0.27250681050065
0.349076385844539	0.0216158995859165	0.328629981761808	0.0697293038984848	-0.258900677863323
0.352169866054658	0.0105474778553198	0.423838106044178	0.0533717532251341	-0.370466352819044
0.637857495274072	0.000346475799911219	0.306167313362339	0.0000120063821121143	-0.306155306980227
0.518247310515415	0.0058304536000187	0.408857281480034	0.00306645626614148	-0.405790825213893
