Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_gflcu_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_gflcu_C	Univariate_LR_delta_R2_gflcu_C
0.509348634063282	0.509465427880813	0.501592752472326	0.501538516531281	-5.42359410456994e-05
0.161277939848129	0.161320034236238	0.128795083744666	0.128825377623548	3.02938788813711e-05
0.315069315823578	0.315160861212816	0.171460156214606	0.17149821206392	3.80558493139893e-05
0.181228010384823	0.181277248112849	0.194462916269028	0.194487086447019	2.41701779908343e-05
0.0807262044704342	0.0807507491405647	0.0155085973033488	0.0155148362714458	6.23896809704046e-06
0.264527871520785	0.264564333712181	0.335467567228521	0.335490611476459	2.30442479373649e-05
0.351783052979205	0.35183702931407	0.392980579391446	0.393013613238292	3.30338468462199e-05
0.266439706225198	0.266486191098617	0.307177978213235	0.307133373296698	-4.46049165376827e-05
0.200535996575834	0.20056067342346	0.129583487887477	0.129594685942066	1.11980545894896e-05
0.285993986073786	0.286078442890454	0.414382956180605	0.414430434368741	4.74781881357189e-05
0.389843653990515	0.389942908255831	0.233513714640596	0.233545827465119	3.21128245232283e-05
0.28978942822516	0.289842732605663	0.0860889049763043	0.0860945537031058	5.64872680151873e-06
0.203299055438912	0.203346751649148	0.160772201373582	0.1607911175157	1.89161421182971e-05
0.246282500717424	0.246341318257131	0.213465450274872	0.213491561421845	2.61111469732067e-05
0.228643762567207	0.228676905532465	0.156573133785999	0.15658519486907	1.2061083070336e-05
0.0951818943085608	0.0951932416099781	0.0173173966451589	0.0173164852009226	-9.11444236369185e-07
0.325869211709431	0.325909906540185	0.477480433085215	0.477453072735654	-2.73603495611341e-05
0.329931354673836	0.330000876525534	0.263121542323268	0.263141634542597	2.0092219329082e-05
0.357355679266791	0.357420731394809	0.72968425213064	0.729637924968652	-4.63271619873806e-05
0.0595397877392208	0.0595640656022236	0.0182528021468278	0.0182594551823713	6.653035543501e-06
0.258026002031862	0.258075565551168	0.144083455553165	0.144092758762665	9.30320949951713e-06
0.287675192226792	0.287715151910129	0.570973876532829	0.571001961077465	2.80845446363198e-05
0.458449070804559	0.45853726814257	0.548233437375058	0.548158509681203	-7.49276938549759e-05
0.216714014042273	0.216783008521157	0.159776713300561	0.159822728972601	4.60156720402116e-05
0.543467409014854	0.543650877404099	0.353862621749971	0.35387254487787	9.92312789871441e-06
0.532350643706609	0.532426318592975	0.474401068708889	0.474411513778918	1.04450700295633e-05
0.0956356568589826	0.0956567759300321	0.0352525975724388	0.0352535857951219	9.8822268312232e-07
0.410587611235948	0.410695554685168	0.460330754989065	0.460399729410189	6.89744211230803e-05
0.45643201535401	0.45649439742072	0.347806990861149	0.347835540500343	2.85496391939088e-05
0.2267030072019	0.226757619620559	0.152422384347048	0.152447362864311	2.4978517262797e-05
0.272262424192691	0.27231681314597	0.179146411499781	0.179164887765602	1.84762658207993e-05
0.169519492866542	0.169587367003047	0.0629110608516909	0.0629350291243221	2.39682726312501e-05
0.205512425829247	0.205538553327603	0.0271402170780602	0.0271420232650982	1.80618703805868e-06
0.411730807170089	0.411816019362862	0.573260957959234	0.573319814656227	5.88566969927928e-05
0.742662107165122	0.742783767807386	0.632117567918354	0.632166670827852	4.91029094973339e-05
0.253939159458204	0.25399806157652	0.0630191665679134	0.0630286383387221	9.47177080874717e-06
0.205016294734511	0.205087388930733	0.112754797957632	0.112775873306819	2.10753491874799e-05
0.288165709335759	0.288213271040069	0.179372333072955	0.179390361770606	1.80286976511346e-05
0.318677493092491	0.318793429029225	0.345777667103719	0.345840185958945	6.25188552257905e-05
0.337823212762906	0.337894079006068	0.194656666488565	0.194666475783054	9.80929448954337e-06
0.512546259455603	0.512710558302641	0.236034445797476	0.236085325419652	5.08796221756203e-05
0.465287785152358	0.465367302037102	0.474044921078902	0.474080661492797	3.57404138945916e-05
0.179382993457596	0.17942410022259	0.0586173811693954	0.0586293457356791	1.19645662837176e-05
0.527047809155911	0.527098110659313	0.366630750289874	0.366631317652526	5.67362651804348e-07
0.257420569318673	0.257461568475074	0.297651367200353	0.297676923741156	2.55565408039393e-05
0.288293723783326	0.288351269375387	0.0828206745148953	0.082828251223632	7.57670873673122e-06
0.28465415537388	0.284721682924559	0.11248343066316	0.112500791400597	1.73607374377299e-05
0.125700427714017	0.125738021264556	0.065873302570368	0.0658828379246204	9.53535425242402e-06
0.292531297135728	0.292590695045704	0.389610179216604	0.389636761392589	2.65821759854457e-05
0.459422156617499	0.459495661840149	0.43399152296117	0.433988624007426	-2.89895374344651e-06
0.250925461615483	0.250956153250011	0.274639844389712	0.274639636183745	-2.08205967133779e-07
0.218539362889769	0.218578465220722	0.11329977928515	0.113301881135353	2.1018502024267e-06
0.379183007871704	0.379250502085723	0.45503270320628	0.455090345770189	5.76425639084999e-05
0.312295425742977	0.312372996905436	0.278578059648626	0.278596869664423	1.88100157975657e-05
0.187279851952955	0.187316976644915	0.248456006330683	0.248471380167264	1.53738365811784e-05
0.386742593527444	0.386783224856798	0.559847042504585	0.559832239156547	-1.48033480376064e-05
0.0816354334142884	0.0816606337615159	0.0372522299117817	0.0372604744412837	8.24452950196758e-06
0.205162809255206	0.205228754645523	0.127003939374187	0.127023113784319	1.91744101328273e-05
0.534877697540481	0.534929073204394	0.475234948018741	0.475204287831994	-3.06601867468559e-05
0.524443344329959	0.524571980364386	0.315890628503158	0.315933083923816	4.24554206581718e-05
0.182624165442694	0.182665252401532	0.293236689272095	0.293254294098218	1.76048261231743e-05
0.46536389790376	0.465482689454497	0.704730259953136	0.704701030401544	-2.92295515924579e-05
0.21080898835795	0.210840676519072	0.117591289382853	0.117598737154815	7.44777196233504e-06
0.351155648161095	0.351223305995046	0.286401072327671	0.286424455899658	2.33835719872233e-05
0.327571675694138	0.327616250003879	0.533307636713373	0.533319977019358	1.23403059851812e-05
0.233200568765292	0.233256279179865	0.133963699615823	0.133986740244419	2.3040628595844e-05
0.482422767048615	0.482524007035599	0.534947914747182	0.534992692153845	4.477740666331e-05
0.116453351562414	0.116470062100525	0.0207045032528459	0.0207068855108676	2.38225802164441e-06
0.315935447005173	0.315997528053373	0.169484117342249	0.169500686546436	1.65692041867171e-05
0.512148254079097	0.512319968127478	0.117654359147752	0.117689364985818	3.50058380658436e-05
0.38496430993838	0.385072188930745	0.158953400262828	0.158996424364785	4.30241019568067e-05
0.0745262257121674	0.0745384652871107	0.0336399952140643	0.0336415728398063	1.57762574198167e-06
0.208847155635344	0.208871138595738	0.450123714677371	0.450128239246391	4.52456902061416e-06
0.091711883034598	0.0917273888014817	0.0182531492605099	0.0182544229500235	1.27368951359508e-06
0.266412811878833	0.266479450622496	0.148019450137879	0.148047530363828	2.80802259489121e-05
0.150080250375363	0.150116410841849	0.0932652839737941	0.0932806020253427	1.53180515486129e-05
0.797757940743428	0.797858740782324	0.585990322100777	0.586039918832644	4.95967318672186e-05
0.179726118098721	0.179786793651115	0.162659229382207	0.162684100912266	2.48715300589231e-05
0.139250232655665	0.139278515667827	0.129568073407926	0.129581942244257	1.38688363318096e-05
0.349366857097869	0.349422386764726	0.43853509312949	0.438544892214503	9.79908501230753e-06
0.548151276506386	0.54828213664173	0.308077163963569	0.308114688218198	3.75242546282739e-05
0.205476477101373	0.205514127627967	0.0815720134127531	0.0815783956028253	6.38219007215168e-06
0.284496549234635	0.284565783462146	0.144164848573463	0.144189665909311	2.48173358482207e-05
0.444600130039371	0.444688594820161	0.105055517649688	0.105063147587953	7.6299382650441e-06
0.297562065011571	0.297634618658679	0.270657402677992	0.270706077360003	4.86746820113626e-05
0.185649911898132	0.185683471043177	0.227488978116421	0.22751512335451	2.61452380891924e-05
0.0695383293671997	0.0695648006862397	0.0108048581581946	0.0108102257281838	5.36756998917483e-06
0.272103874215064	0.272146179245222	0.245951519491312	0.24594963537107	-1.88412024171303e-06
0.179020812311324	0.179084866782546	0.0687441199386095	0.0687660769992202	2.19570606106723e-05
0.292483304093323	0.292549723784678	0.310364118465681	0.310401250759847	3.71322941664642e-05
0.0723397597188497	0.0723578048240042	0.023930926219807	0.0239343059088353	3.37968902829403e-06
0.452441005660505	0.452582484570975	0.11312837263029	0.113157104930987	2.87323006971374e-05
