Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_wetland_new_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_wetland_new_C	Univariate_LR_delta_R2_wetland_new_C
0.150294144888943	0.168816960792243	0.389521083695371	0.3931486987101	0.0036276150147298
0.143593909798947	0.151793190582623	0.423430126884949	0.400727019418187	-0.0227031074667621
0.15061894103494	0.16893803525639	0.331484844169957	0.307506758395692	-0.0239780857742654
0.148576166066141	0.162149400729705	0.390941318591431	0.386442031016626	-0.00449928757480528
0.136401569212955	0.147186251190861	0.357528677260502	0.37070815361299	0.013179476352488
0.134127674343893	0.146825495489801	0.32971238215861	0.315873273258709	-0.0138391088999005
0.155246281623498	0.162640015665588	0.307810920976839	0.301241212491482	-0.00656970848535787
0.118124156484011	0.123926447098956	0.395519150074584	0.370173507089593	-0.025345642984991
0.173663792507994	0.182767806892763	0.381067962919539	0.380736654771727	-0.000331308147811904
0.141717003654262	0.154630924718526	0.462994970921833	0.460711069004106	-0.00228390191772765
0.1248543618432	0.134637113859601	0.3023738236271	0.298745993520413	-0.00362783010668694
0.185951839082199	0.199605803737744	0.451731478046589	0.449078550825304	-0.0026529272212848
0.16827204482073	0.175297208906259	0.377446566741196	0.359450765384921	-0.0179958013562751
0.141007712121329	0.15462720117047	0.414322088181413	0.402883680215162	-0.0114384079662515
0.134285208095496	0.142064267658812	0.42126106600512	0.427442288037293	0.00618122203217281
0.130485065667798	0.141995199418575	0.397431450318772	0.375131067027879	-0.0223003832908928
0.122077020091902	0.132694609098365	0.351000756325241	0.354506426809415	0.0035056704841735
0.12256456536343	0.131840096354738	0.47115990825344	0.445046477423231	-0.026113430830209
0.130175000291867	0.142664688385133	0.376244120086942	0.366403264855976	-0.00984085523096595
0.0940123060316543	0.112518988275752	0.24100468566144	0.264843947152481	0.0238392614910413
0.148576611784257	0.167596419166072	0.445714019494216	0.462662014742275	0.0169479952480589
0.134391383250664	0.148870421397858	0.456806811127234	0.434760516700021	-0.022046294427213
0.142305594922317	0.150558467458211	0.330458400866036	0.321007473905861	-0.00945092696017524
0.0889051014579	0.0967601848465503	0.266434951177938	0.255593922463653	-0.0108410287142847
0.124472548285108	0.138965085274343	0.378826194901623	0.376011003348672	-0.00281519155295101
0.115314910707885	0.122460138653235	0.408539944472711	0.373142347988205	-0.0353975964845066
0.164212736618157	0.178303636804186	0.477516437650846	0.481350770711674	0.00383433306082775
0.13198902519245	0.139657877758917	0.313350476519462	0.295658877080372	-0.0176915994390897
0.16368540879387	0.173948645128769	0.398114360099934	0.384906549719088	-0.0132078103808456
0.128529485068277	0.138116927532028	0.308367486609988	0.306129088959399	-0.00223839765058931
0.109898781805898	0.114737657547997	0.258932771511624	0.245270956727503	-0.0136618147841204
0.138852734175035	0.151852308066649	0.392183428860997	0.376190312265879	-0.0159931165951187
0.147276902921486	0.158865506069133	0.431945154610262	0.413729234879823	-0.0182159197304383
0.129163515655302	0.136935062395481	0.372435567721388	0.360603540672716	-0.0118320270486717
0.12692172532029	0.132921911230051	0.415961494822651	0.355336272442572	-0.0606252223800784
0.135787786153781	0.143087398386709	0.476262426393731	0.454034259121029	-0.0222281672727015
0.140733327238492	0.151471615599979	0.556004129907417	0.518194656259775	-0.0378094736476428
0.129607834256173	0.138769592261074	0.409368574888041	0.393020063486402	-0.0163485114016381
0.135478336725239	0.148223036811505	0.410508198480178	0.389583373039584	-0.0209248254405943
0.104801394527245	0.113865209705752	0.287285254424253	0.282836371183095	-0.00444888324115783
0.184576429177755	0.209457725241517	0.347591748171556	0.346271571299416	-0.00132017687213981
0.125739103304071	0.140349958586586	0.325718230028139	0.332173433587594	0.00645520355945517
0.108173393362846	0.122071903991561	0.34286025262696	0.336290068258726	-0.00657018436823381
0.109772319157903	0.13014815361342	0.344956972434441	0.363692655016578	0.0187356825821368
0.101449090491779	0.117914083672108	0.303907473751925	0.312102633637665	0.00819515988574054
0.101335441074475	0.114042776712496	0.341886147598576	0.297870779532577	-0.044015368065999
0.160446051979963	0.167663584270935	0.392144250373267	0.392764612405637	0.00062036203236987
0.166515374013388	0.18517093615519	0.368209913590686	0.384987223121016	0.0167773095303305
0.11082735887724	0.123302307599131	0.275202527851895	0.297285607003436	0.0220830791515408
0.11413279946993	0.11982346442341	0.354463279699986	0.313039323436093	-0.0414239562638929
0.164042313377259	0.179279310171554	0.447953533953337	0.434088763418802	-0.0138647705345344
0.134538909177353	0.146269108118354	0.398434881653583	0.384593440577947	-0.0138414410756356
0.167864480969321	0.190699542139404	0.414063614380246	0.402538143652951	-0.0115254707272949
0.130142501566864	0.139169489100199	0.346182613443141	0.323913264910236	-0.0222693485329046
0.177004193142891	0.202540463500774	0.516668497917504	0.544311348425835	0.027642850508331
0.14142716250449	0.155414602526968	0.410096496882491	0.382117837235863	-0.0279786596466277
0.115175501740913	0.125502639583657	0.438280052686114	0.415712500393062	-0.0225675522930513
