Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_livestock_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_livestock_R	Univariate_LR_delta_R2_livestock_R
0.241330212227999	0.0000113150824057078	0.28626477225787	0.03439133875199	-0.25187343350588
0.392275411593017	0.0000147470035497955	0.315349571643929	0.02188217842151	-0.293467393222419
0.317017135446147	0.0000246534981955917	0.508513096204344	0.099810838478634	-0.40870225772571
0.246447346647676	0.0000139610180767975	0.372145068874721	0.0653539688216238	-0.306791100053098
0.32762703788153	0.0000125842431090237	0.432488412831521	0.0271270287367374	-0.405361384094784
0.260319066070212	0.000013258555812099	0.50053523171089	0.0683169083498049	-0.432218323361086
0.304188688711659	0.0000113553216046593	0.417799135857502	0.0292863500606882	-0.388512785796814
0.427990940828576	0.00001058695781119	0.562096200374921	0.0138353267084635	-0.548260873666457
0.333814659921271	0.0000225567094716327	0.418942553998355	0.0777017637254821	-0.341240790272873
0.326445431591441	0.0000108219506225058	0.364730845264282	0.0152065709884141	-0.349524274275868
0.255273422112727	0.0000106356612257033	0.366025985097625	0.0411838895430626	-0.324842095554562
0.219860567232042	0.00000528455404031288	0.413222096575586	0.012910354218498	-0.400311742357088
0.264395025367223	0.00000954136378799405	0.461387174968461	0.0399375770619378	-0.421449597906523
0.29796077901288	0.0000107080634823374	0.209439776586271	0.0114089722041918	-0.198030804382079
0.248182625557463	0.0000170346321334219	0.44531253785271	0.0804646633850148	-0.364847874467695
0.33273100112253	0.000011527033084201	0.433050295728047	0.0286958014164999	-0.404354494311547
0.248350455898396	0.00000821452628088677	0.405084931883164	0.0188198632701187	-0.386265068613045
0.243561493403858	0.00000896098900843746	0.262062356084384	0.0247809648482039	-0.23728139123618
0.319116573516755	0.00000936562557317427	0.353705662051301	0.0142587502617874	-0.339446911789514
0.272228407790277	0.0000130682528879799	0.421280085658292	0.0498911789869395	-0.371388906671353
0.270544386788434	0.00000639430274421168	0.419573296050226	0.012829292904316	-0.40674400314591
0.247303960225036	0.0000146010106860032	0.288765987735029	0.058369114309822	-0.230396873425207
0.282925598422292	0.0000124754944676598	0.559594878389238	0.0364422053716865	-0.523152673017552
0.206467733542681	0.0000165237400818123	0.208563177496035	0.0605454762397065	-0.148017701256328
0.356215727610473	0.0000189568786212063	0.47551183931837	0.0617169834285642	-0.413794855889806
0.281821917471742	0.00000846454983349114	0.244946805334514	0.0107387053756968	-0.234208099958817
0.31954128148161	0.00000627852734646907	0.334014943353616	0.0113307603762752	-0.32268418297734
0.350470461935343	0.00000350632823828295	0.356014617901295	0.00251254103406366	-0.353502076867231
0.341579765816753	0.00000908858784981323	0.482183473769256	0.0182062973176353	-0.46397717645162
0.334175815086477	0.0000133369404551992	0.344795773878849	0.0328130618977975	-0.311982711981051
0.251653277981516	0.00000928144411504568	0.306254218296909	0.0259849783682543	-0.280269239928655
0.217621064767193	0.0000225291675433121	0.388795643956773	0.108369000721473	-0.2804266432353
0.308037696677005	0.00000509023534331341	0.402084905003319	0.00620800153933806	-0.395876903463981
0.208184013442574	0.00000860279285944194	0.341206000478794	0.036613880300349	-0.304592120178445
0.402269197414636	0.00000871351734089756	0.524440709483866	0.0169803436759585	-0.507460365807908
0.257234122177265	0.0000149838131357911	0.351835719112593	0.071537684617859	-0.280298034494734
0.205264991927292	0.0000108116076203154	0.335571882426476	0.0377244493220988	-0.297847433104377
0.28016101895172	0.0000115819400475259	0.447322044476711	0.034437126081417	-0.412884918395294
0.323343452308513	0.0000135087098386096	0.452940604956397	0.0257324064116499	-0.427208198544747
0.322274235982815	0.00000713830023702767	0.347808461604294	0.0100166061094146	-0.337791855494879
0.286993515904114	0.00000750687568879346	0.295851692991343	0.0158910199740177	-0.279960673017325
0.317399324274047	0.0000153450429722264	0.321594205610873	0.0397520159809382	-0.281842189629935
0.29451053198508	0.00000799361640905269	0.382266657094635	0.0165398774307048	-0.36572677966393
0.259439415630615	0.0000159675568972149	0.282237309841741	0.0474044506054501	-0.234832859236291
0.301666560060906	0.00000924818142763063	0.40459679395138	0.0239325127696262	-0.380664281181754
0.221923002786531	0.00000680241964956464	0.241901701711606	0.0129679562415313	-0.228933745470075
0.19646654416225	0.00000178314780973624	0.217482915956766	0.00106224676850666	-0.21642066918826
0.228061886088476	0.0000103189030206327	0.475454763345483	0.0366669514609094	-0.438787811884574
0.293252775736248	0.00000691359735458075	0.348713745483492	0.0193387997609236	-0.329374945722568
0.25816859542006	0.0000116332958669831	0.568481718176481	0.0531037845160572	-0.515377933660424
0.278263722643126	0.00000957465248659786	0.483551432255109	0.0442468483459571	-0.439304583909152
0.300775700219077	0.00000740355161140599	0.402741924210627	0.0145216271248446	-0.388220297085782
0.353337436505324	0.0000135222764154357	0.575753492581436	0.0372086402291133	-0.538544852352322
0.490632142260483	0.0000124505963516052	0.557319574131128	0.0202417153845937	-0.537077858746534
0.335540484136621	0.0000101384412817955	0.377038415873686	0.025540112972108	-0.351498302901578
0.289797781856722	0.00000254136314537128	0.277144154946472	0.00207725420950502	-0.275066900736967
0.28258002814216	0.000010418552983065	0.387550567121028	0.0310961616217703	-0.356454405499258
0.296488252168844	0.0000154242674889752	0.446582078863516	0.0381783062649104	-0.408403772598605
0.220035350864712	0.0000115257517046593	0.348737270561333	0.0259982338325709	-0.322739036728762
0.370583383331205	0.0000150622714079193	0.492671925735092	0.0362727409079403	-0.456399184827152
0.374679608491469	0.0000124453672521503	0.361570316604604	0.0226724112920893	-0.338897905312514
0.227839527404477	0.00000667197411777522	0.350982595804733	0.0135860677280118	-0.337396528076721
0.390421906859324	0.00000581019992761872	0.377719342738918	0.00402657621243946	-0.373692766526478
0.259775213111452	0.0000135828141116056	0.439090434104651	0.0464144812027953	-0.392675952901856
0.32257505974686	0.0000131832668830957	0.518116594185747	0.0305176390613035	-0.487598955124444
0.335587816980179	0.0000188492416642026	0.490591769498141	0.0756045660916186	-0.414987203406523
0.169899501241423	0.0000153478755989749	0.216420291801539	0.0617219271675431	-0.154698364633996
0.295054438368233	0.00000688400156045071	0.354167184407905	0.011596500061911	-0.342570684345994
0.199685301315589	0.00000967809287677245	0.159694473118965	0.0203520872222858	-0.139342385896679
0.262272176086973	0.0000107472129450259	0.294015737141783	0.0397631326671446	-0.254252604474639
0.236723032838554	0.00000875660640299608	0.3444980099343	0.0217897638641591	-0.322708246070141
0.236697037867545	0.0000041442695984976	0.39211274130143	0.0083057119894024	-0.383807029312027
0.390009397991189	0.0000111328372328495	0.34217951167755	0.0193595956768351	-0.322819916000715
0.302771138073608	0.0000112833934421203	0.368910256246756	0.026864519503726	-0.34204573674303
0.300414250372792	0.00000852246455920481	0.442892328168427	0.0241005786056362	-0.418791749562791
0.271903317819964	0.0000161445339217879	0.440747011475739	0.0770508064852645	-0.363696204990474
0.34473672357443	0.0000112120372477325	0.514915208949656	0.0250924569699109	-0.489822751979745
0.284195446813108	0.00000864737474169974	0.381526536914698	0.0165892597099025	-0.364937277204795
0.256914785963217	0.00000923166433072521	0.574460251493357	0.0236074204697531	-0.550852831023604
0.298040900854754	0.00000835642551460026	0.443355298795225	0.0269296856384468	-0.416425613156778
0.258225479121192	0.0000101517186178924	0.371725586237891	0.0376353397575036	-0.334090246480388
