Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Evergreen_broad_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_Evergreen_broad_C	Univariate_LR_delta_R2_Evergreen_broad_C
0.509348634063282	0.509348634063282	0.501592752472326	0.501592752472326	0
0.161277939848129	0.161277939848129	0.128795083744666	0.128795083744666	0
0.315069315823578	0.315069315823578	0.171460156214606	0.171460156214606	0
0.181228010384823	0.181228010384823	0.194462916269028	0.194462916269028	0
0.0807262044704342	0.0807262044704342	0.0155085973033488	0.0155085973033488	0
0.264527871520785	0.264527871520785	0.335467567228521	0.335467567228521	0
0.351783052979205	0.351783052979205	0.392980579391446	0.392980579391446	0
0.266439706225198	0.266439706225198	0.307177978213235	0.307177978213235	0
0.200535996575834	0.200535996575834	0.129583487887477	0.129583487887477	0
0.285993986073786	0.285993986073786	0.414382956180605	0.414382956180605	0
0.389843653990515	0.389843653990515	0.233513714640596	0.233513714640596	0
0.28978942822516	0.28978942822516	0.0860889049763043	0.0860889049763043	0
0.203299055438912	0.203299055438912	0.160772201373582	0.160772201373582	0
0.246282500717424	0.246282500717424	0.213465450274872	0.213465450274872	0
0.228643762567207	0.228643762567207	0.156573133785999	0.156573133785999	0
0.0951818943085608	0.0951818943085608	0.0173173966451589	0.0173173966451589	0
0.325869211709431	0.323437257295467	0.477480433085215	0.463930728106503	-0.0135497049787124
0.329931354673836	0.329931354673836	0.263121542323268	0.263121542323268	0
0.357355679266791	0.357355679266791	0.72968425213064	0.72968425213064	0
0.0595397877392208	0.0595397877392208	0.0182528021468278	0.0182528021468278	0
0.258026002031862	0.258026002031862	0.144083455553165	0.144083455553165	0
0.287675192226792	0.287675192226792	0.570973876532829	0.570973876532829	0
0.458449070804559	0.458449070804559	0.548233437375058	0.548233437375058	0
0.216714014042273	0.225825712878499	0.159776713300561	0.169971923817466	0.0101952105169056
0.543467409014854	0.543467409014854	0.353862621749971	0.353862621749971	0
0.532350643706609	0.532350643706609	0.474401068708889	0.474401068708889	0
0.0956356568589826	0.0956356568589826	0.0352525975724388	0.0352525975724388	0
0.410587611235948	0.410587611235948	0.460330754989065	0.460330754989065	0
0.45643201535401	0.45643201535401	0.347806990861149	0.347806990861149	0
0.2267030072019	0.2267030072019	0.152422384347048	0.152422384347048	0
0.272262424192691	0.272262424192691	0.179146411499781	0.179146411499781	0
0.169519492866542	0.169519492866542	0.0629110608516909	0.0629110608516909	0
0.205512425829247	0.205512425829247	0.0271402170780602	0.0271402170780602	0
0.411730807170089	0.411730807170089	0.573260957959234	0.573260957959234	0
0.742662107165122	0.742662107165122	0.632117567918354	0.632117567918354	0
0.253939159458204	0.253939159458204	0.0630191665679134	0.0630191665679134	0
0.205016294734511	0.205016294734511	0.112754797957632	0.112754797957632	0
0.288165709335759	0.288165709335759	0.179372333072955	0.179372333072955	0
0.318677493092491	0.318677493092491	0.345777667103719	0.345777667103719	0
0.337823212762906	0.337823212762906	0.194656666488565	0.194656666488565	0
0.512546259455603	0.512546259455603	0.236034445797476	0.236034445797476	0
0.465287785152358	0.465287785152358	0.474044921078902	0.474044921078902	0
0.179382993457596	0.179382993457596	0.0586173811693954	0.0586173811693954	0
0.527047809155911	0.527047809155911	0.366630750289874	0.366630750289874	0
0.257420569318673	0.257420569318673	0.297651367200353	0.297651367200353	0
0.288293723783326	0.288293723783326	0.0828206745148953	0.0828206745148953	0
0.28465415537388	0.28465415537388	0.11248343066316	0.11248343066316	0
0.125700427714017	0.125700427714017	0.065873302570368	0.065873302570368	0
0.292531297135728	0.292686614953361	0.389610179216604	0.389540222738046	-6.99564785582862e-05
0.459422156617499	0.459422156617499	0.43399152296117	0.43399152296117	0
0.250925461615483	0.250881861772232	0.274639844389712	0.275661973913679	0.00102212952396713
0.218539362889769	0.218539362889769	0.11329977928515	0.11329977928515	0
0.379183007871704	0.379183007871704	0.45503270320628	0.45503270320628	0
0.312295425742977	0.312295425742977	0.278578059648626	0.278578059648626	0
0.187279851952955	0.187279851952955	0.248456006330683	0.248456006330683	0
0.386742593527444	0.386742593527444	0.559847042504585	0.559847042504585	0
0.0816354334142884	0.0816354334142884	0.0372522299117817	0.0372522299117817	0
0.205162809255206	0.205162809255206	0.127003939374187	0.127003939374187	0
0.534877697540481	0.534877697540481	0.475234948018741	0.475234948018741	0
0.524443344329959	0.524443344329959	0.315890628503158	0.315890628503158	0
0.182624165442694	0.182624165442694	0.293236689272095	0.293236689272095	0
0.46536389790376	0.46536389790376	0.704730259953136	0.704730259953136	0
0.21080898835795	0.21080898835795	0.117591289382853	0.117591289382853	0
0.351155648161095	0.351155648161095	0.286401072327671	0.286401072327671	0
0.327571675694138	0.327571675694138	0.533307636713373	0.533307636713373	0
0.233200568765292	0.233200568765292	0.133963699615823	0.133963699615823	0
0.482422767048615	0.482422767048615	0.534947914747182	0.534947914747182	0
0.116453351562414	0.116453351562414	0.0207045032528459	0.0207045032528459	0
0.315935447005173	0.315935447005173	0.169484117342249	0.169484117342249	0
0.512148254079097	0.512148254079097	0.117654359147752	0.117654359147752	0
0.38496430993838	0.38496430993838	0.158953400262828	0.158953400262828	0
0.0745262257121674	0.0745262257121674	0.0336399952140643	0.0336399952140643	0
0.208847155635344	0.208847155635344	0.450123714677371	0.450123714677371	0
0.091711883034598	0.091711883034598	0.0182531492605099	0.0182531492605099	0
0.266412811878833	0.266412811878833	0.148019450137879	0.148019450137879	0
0.150080250375363	0.150080250375363	0.0932652839737941	0.0932652839737941	0
0.797757940743428	0.797757940743428	0.585990322100777	0.585990322100777	0
0.179726118098721	0.180632653976571	0.162659229382207	0.162961763232795	0.00030253385058801
0.139250232655665	0.139250232655665	0.129568073407926	0.129568073407926	0
0.349366857097869	0.349366857097869	0.43853509312949	0.43853509312949	0
0.548151276506386	0.548151276506386	0.308077163963569	0.308077163963569	0
0.205476477101373	0.205476477101373	0.0815720134127531	0.0815720134127531	0
0.284496549234635	0.284496549234635	0.144164848573463	0.144164848573463	0
0.444600130039371	0.444600130039371	0.105055517649688	0.105055517649688	0
0.297562065011571	0.297562065011571	0.270657402677992	0.270657402677992	0
0.185649911898132	0.185649911898132	0.227488978116421	0.227488978116421	0
0.0695383293671997	0.0695383293671997	0.0108048581581946	0.0108048581581946	0
0.272103874215064	0.272103874215064	0.245951519491312	0.245951519491312	0
0.179020812311324	0.179020812311324	0.0687441199386095	0.0687441199386095	0
0.292483304093323	0.292483304093323	0.310364118465681	0.310364118465681	0
