Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Evergreen_broad_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_Evergreen_broad_C	Univariate_LR_delta_R2_Evergreen_broad_C
0.0723397597188497	0.0723397597188497	0.023930926219807	0.023930926219807	0
0.452441005660505	0.452441005660505	0.11312837263029	0.11312837263029	0
0.200560304435114	0.200560304435114	0.208301946091325	0.208301946091325	0
0.256869819384707	0.256869819384707	0.11461938815483	0.11461938815483	0
0.207897321498185	0.207897321498185	0.13102481403694	0.13102481403694	0
0.33624397018646	0.33624397018646	0.401306824480411	0.401306824480411	0
0.589060614184412	0.589060614184412	0.448338841216864	0.448338841216864	0
0.146729605269791	0.146729605269791	0.0438009509916143	0.0438009509916143	0
0.291677921082665	0.291677921082665	0.217103056643822	0.217103056643822	0
0.257026795131185	0.257026795131185	0.155204793592837	0.155204793592837	0
