Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_meat_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_meat_R	Univariate_LR_delta_R2_meat_R
0.523866843359762	0.027416119690894	0.576800035311346	0.55822695245136	-0.0185730828599857
0.610398065456487	0.0320899711276816	0.312278629928643	0.301283533053646	-0.0109950968749964
0.406152147555811	0.0213154151586565	0.360411520524923	0.358015109891312	-0.00239641063361035
0.297449003086239	0.016103481982929	0.360680716535235	0.359860908003244	-0.000819808531990207
0.489916713457406	0.026433884106313	0.487976436345846	0.486885241581739	-0.00109119476410657
0.481132628397731	0.0251900707351979	0.375523886393192	0.394409506252452	0.0188856198592602
0.340992087707438	0.0189145284262947	0.403534296203828	0.432643096617798	0.02910880041397
0.403042614468725	0.0224372613024885	0.380791222597618	0.393278506389698	0.01248728379208
0.568069777757853	0.0294223245889353	0.553669264140432	0.546145099012748	-0.00752416512768417
0.490875215276455	0.02684089030588	0.532782820355598	0.541834663898051	0.00905184354245359
0.392656809197001	0.0214876501365842	0.448504791377236	0.438676560345601	-0.00982823103163516
0.396810217084879	0.0225784231592141	0.537514987001297	0.574445602765503	0.0369306157642056
0.741584785730894	0.0391070618036604	0.449671727655546	0.437741171599557	-0.0119305560559894
0.710268465362988	0.0376152620242777	0.452917356872182	0.447169693734576	-0.00574766313760627
0.390604235136213	0.0207510484612816	0.32342050868567	0.315280156919137	-0.00814035176653255
0.670484433521075	0.0372644412597837	0.421744769093524	0.433587254851972	0.011842485758448
0.467553775076422	0.0266134860447758	0.623948944847527	0.59705322489347	-0.0268957199540568
0.517826331083057	0.0287182707966992	0.367503469941273	0.387849223790717	0.0203457538494439
0.340247426871091	0.0181440516131928	0.382985963930856	0.380362310278887	-0.00262365365196854
0.407869991634145	0.0209729899217107	0.424597125393164	0.393834689575635	-0.0307624358175297
0.357474771409528	0.0199875679383273	0.449264506940915	0.46918034063437	0.0199158336934552
0.453517681511596	0.0245364262860516	0.646797484367299	0.643494437927952	-0.0033030464393472
0.485215585378097	0.0264141740454838	0.477797999592489	0.49253170199594	0.0147337024034512
0.358724098471235	0.0200406376381928	0.483771724953252	0.524059338434053	0.0402876134808003
0.483746495017687	0.0256891138521686	0.415365445012727	0.396993639294566	-0.0183718057181605
0.520793309734275	0.0274541292372953	0.404509907245265	0.403902309619845	-0.000607597625419565
0.45183039300785	0.0236946445719534	0.512863513611415	0.502135071203512	-0.0107284424079022
0.56417906994051	0.0308034516856731	0.474210823212361	0.472972244798487	-0.00123857841387465
0.408123599311237	0.0233247395329408	0.354364493109461	0.373061371141204	0.0186968780317434
0.362714800520333	0.0194956388122896	0.445918894383504	0.46307771353946	0.0171588191559552
0.419035744444499	0.022999597564556	0.454131654946115	0.482402118042216	0.0282704630961007
0.359015270927335	0.0192709698617762	0.381349289511717	0.387524544567216	0.00617525505549832
0.357680783849487	0.0193502598674421	0.455882494225836	0.461178994826646	0.00529650060081011
0.389452548069023	0.0211092215039086	0.504205796333089	0.52821867687331	0.0240128805402214
0.316996298358771	0.0170420674094254	0.39247414940963	0.411860985767017	0.0193868363573868
0.347325701668582	0.0205134415431055	0.456687674392455	0.505802407295438	0.0491147329029837
0.330355641879934	0.0173631534547086	0.361184681361578	0.35645864349151	-0.00472603787006748
0.459236616627789	0.0236138689932306	0.472249119370104	0.466907074957848	-0.00534204441225622
0.632259136450608	0.0327845172326023	0.285426312863392	0.282087708217225	-0.00333860464616709
0.373036061611696	0.0195594048885615	0.465273478254546	0.439765372877148	-0.0255081053773984
0.484294712325833	0.0258281415381656	0.53364378074767	0.535800160722212	0.00215637997454143
0.600989471944039	0.0319934199241481	0.359906032826788	0.351842280879183	-0.00806375194760528
0.479630868362915	0.0260682313310666	0.51556781061645	0.526960779137678	0.0113929685212278
0.285599272288948	0.0153956879916554	0.277577520387085	0.293766278964366	0.0161887585772809
0.357067264793633	0.0188105272871451	0.425224823114799	0.409922278082901	-0.0153025450318987
0.310575021926048	0.0174472836481001	0.360623440246769	0.383877383886772	0.0232539436400035
0.664769618883591	0.0357906601399972	0.313869990022393	0.309013839054796	-0.00485615096759634
0.52544212725019	0.029294193629716	0.42043040888634	0.426765143811699	0.00633473492535935
0.457684218466317	0.0246046360927567	0.350371527953353	0.339212588594312	-0.0111589393590414
0.632623902205153	0.0333268596786052	0.497325909995636	0.49067537415986	-0.00665053583577546
0.403875736967642	0.0238316571326861	0.515487543930144	0.559650538055539	0.0441629941253955
0.379537938515196	0.0196990814626402	0.489424979434017	0.46989544155053	-0.0195295378834869
0.527394983952359	0.0290687997508852	0.373884921949398	0.379352301986059	0.00546738003666108
0.3744436287783	0.0188667355903792	0.510651825820272	0.485275922433501	-0.0253759033867704
0.463874240485588	0.0247674602918182	0.325959683750991	0.345783256662808	0.0198235729118171
0.436399820477419	0.0222979263000783	0.559157408967141	0.530385514747286	-0.0287718942198552
0.432803091483502	0.02392275784492	0.329850812947865	0.331173841313797	0.00132302836593279
0.525267468128568	0.0280049709793766	0.45009532478032	0.448631675202035	-0.00146364957828499
0.660273337016724	0.0347343072053885	0.464210625533596	0.450514041393897	-0.0136965841396992
0.650430647843408	0.0347915451436608	0.349727197363345	0.353072143535888	0.00334494617254283
0.487682040684014	0.0255457164447129	0.552226705462273	0.549582579920841	-0.0026441255414319
0.671701306004086	0.0361560448480924	0.477633587931608	0.480413285811448	0.00277969787984012
0.31605749007267	0.0167265309611256	0.305081660188761	0.319482602754164	0.0144009425654026
0.416288534119731	0.0217913685091886	0.228447614445118	0.218786641526886	-0.0096609729182319
0.55311471143266	0.0300573833486986	0.529331369168796	0.525452150395765	-0.00387921877303066
0.358183307866215	0.0191621725925411	0.39445058482537	0.399460165539315	0.00500958071394458
0.319713098534534	0.0182927707564621	0.362857327083023	0.391235473846337	0.0283781467633138
0.53807249181272	0.0291667123842586	0.397564794669254	0.412926545913216	0.0153617512439619
0.521897986738447	0.0264152186083653	0.353894216909753	0.343071712891373	-0.0108225040183793
0.46156044649657	0.0238761858056487	0.376374669862621	0.354101770266835	-0.022272899595786
0.533217523455312	0.0286270632775648	0.568644698841075	0.561101721971661	-0.00754297686941419
0.724754499882364	0.0393639479233983	0.406131086609079	0.405538128407881	-0.000592958201197535
0.33581078936183	0.0187143515311668	0.378156708324905	0.383229167988279	0.00507245966337388
0.480398288465526	0.0263070776454881	0.441767075532597	0.445312031904348	0.0035449563717504
0.379454247334639	0.0200661665693348	0.417251067995723	0.432740113286855	0.0154890452911316
0.468175484847811	0.0249062101818012	0.57446621105114	0.586130768313094	0.0116645572619534
0.406259674368905	0.0215301056283879	0.465209172350094	0.466588792722015	0.00137962037192069
0.348069877029838	0.0198360772275634	0.42123638866743	0.454314084813392	0.0330776961459626
0.531420674437969	0.0283881393245399	0.40657113813954	0.389857789272083	-0.0167133488674576
0.471237230865517	0.0261725435585809	0.295951135556481	0.30402873918731	0.00807760363082916
0.610978298834389	0.0346878137953568	0.367741494601205	0.384176830669379	0.0164353360681743
0.401647512841987	0.0208981748261493	0.444392108546617	0.445387303291524	0.00099519474490678
0.437162079879415	0.0239701645964441	0.509868840385509	0.525194868304176	0.0153260279186676
0.493158763514416	0.0269579389711363	0.480730619223641	0.484641511934782	0.00391089271114098
0.488266455831924	0.0257066170471064	0.488203572688581	0.462294435371511	-0.0259091373170701
0.497160104873893	0.0264821180692513	0.347457066204509	0.341984297108089	-0.00547276909642019
0.618791441545841	0.0329014933892689	0.452118540738455	0.467733126405436	0.0156145856669812
0.459579304561739	0.024181274835475	0.573427769021176	0.569699488914387	-0.00372828010678883
0.739258085631346	0.0404368937671928	0.4711496956813	0.537894058470605	0.0667443627893048
0.44374438952193	0.024959481480537	0.382958053602397	0.386296888524601	0.00333883492220433
0.355917916738313	0.0196259782919681	0.421217690555724	0.453346071283471	0.0321283807277471
0.470103551247736	0.0267520025997602	0.53766560327901	0.577505555563072	0.0398399522840623
0.544772339356515	0.0295806667558427	0.436706042776808	0.449039701682764	0.0123336589059558
0.604756101637326	0.0316458604089626	0.414236042844975	0.412400588540134	-0.001835454304841
0.422885412182273	0.021737632780317	0.364226642011392	0.352282400694483	-0.0119442413169097
0.527074217781182	0.0292812219592033	0.518670762530107	0.538036557075098	0.0193657945449911
0.538368048710423	0.0290070794147742	0.501900923951107	0.489791998620505	-0.0121089253306017
0.600017354717289	0.0331819895660087	0.424615341393275	0.496049625417177	0.0714342840239029
0.376017633937195	0.0195361497689226	0.443607966587487	0.434351463376759	-0.00925650321072818
0.413172420201578	0.021095414394388	0.539283160868407	0.536007178499397	-0.00327598236901028
