Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_flood_veg_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_flood_veg_R	Univariate_LR_delta_R2_flood_veg_R
0.222819522244156	0.222682490215846	0.225790609005007	0.225604881858637	-0.000185727146370662
0.30323869358435	0.30323869358435	0.251825580364646	0.251825580364646	0
0.205667273279815	0.205462940346881	0.348586858615999	0.348575672200221	-0.0000111864157786856
0.198107318385253	0.198107318385253	0.343317142018877	0.343317142018877	0
0.266017256220056	0.210207696037547	0.373164257482372	0.285071017217556	-0.088093240264816
0.223004802734047	0.223004802734047	0.452085105192932	0.452085105192932	0
0.325693178625149	0.325693178625149	0.469895501528423	0.469895501528423	0
0.312788566151232	0.312788566151232	0.400137607691373	0.400137607691373	0
0.263360018296483	0.250803399143045	0.388001255005143	0.400385811984714	0.0123845569795707
0.253337589858094	0.250872367956358	0.305782178200249	0.304456840113757	-0.00132533808649216
0.276411448712494	0.276411448712494	0.300161468778702	0.300161468778702	0
0.163793104152798	0.163793104152798	0.340544575615153	0.340544575615153	0
0.21068708672015	0.167479825807617	0.382997249662793	0.313238514207606	-0.0697587354551866
0.205096837255184	0.205096837255184	0.161117493075028	0.161117493075028	0
0.201199870827006	0.201199870827006	0.394514784874963	0.394514784874963	0
0.260538936296584	0.260538936296584	0.353927097924863	0.353927097924863	0
0.190867574689895	0.187828028180474	0.333128451153511	0.323724869055414	-0.00940358209809644
0.180410147012328	0.180410147012328	0.219906921992264	0.219906921992264	0
0.255426355962294	0.255426355962294	0.298627472054518	0.298627472054518	0
0.197287392065138	0.196869567537943	0.225581198976633	0.225499814797448	-0.0000813841791850456
0.201639024924044	0.201639024924044	0.338053924833599	0.338053924833599	0
0.180680129653145	0.180680129653145	0.222518713436317	0.222518713436317	0
0.246080598351616	0.243723014646678	0.472562044388236	0.469842876381274	-0.00271916800696176
0.200178833629194	0.200178833629194	0.235506045078312	0.235506045078312	0
0.269880938946026	0.263420464450828	0.383265300094942	0.375757702715244	-0.00750759737969797
0.180139242829934	0.180139242829934	0.171586484100425	0.171586484100425	0
0.243953345727508	0.243953345727508	0.291358036734729	0.291358036734729	0
0.247983374684704	0.244159360102193	0.271182892971096	0.268138880378143	-0.003044012592953
0.25902912312164	0.25902912312164	0.385862743673191	0.385862743673191	0
0.258190676386045	0.258190676386045	0.303776104195299	0.303776104195299	0
0.209824007476643	0.20985261647089	0.279499323142856	0.279247231560126	-0.000252091582730596
0.211241343695487	0.211241343695487	0.383919859059414	0.383919859059414	0
0.244995465934506	0.244995465934506	0.342221800463975	0.342221800463975	0
0.212406899088952	0.212406899088952	0.324653368016391	0.324653368016391	0
0.296152762230786	0.296152762230786	0.412730472893574	0.412730472893574	0
0.206031280547657	0.205192857094695	0.286827253460397	0.299591820966668	0.0127645675062707
0.192919142990522	0.187599528035857	0.340349651115775	0.336881836275046	-0.003467814840729
0.217268529894743	0.178482414310793	0.368799706554374	0.294884879274231	-0.0739148272801431
0.268961936374793	0.268961936374793	0.364476340200711	0.364476340200711	0
0.202543594000953	0.201998888440268	0.236151733613559	0.233741999466248	-0.00240973414731066
0.232028090770477	0.232028090770477	0.24092683226158	0.24092683226158	0
0.256829553013413	0.256830906485731	0.279460861486918	0.27925833373378	-0.000202527753137782
