Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Flyway_Apod_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_Flyway_Apod_C	Univariate_LR_delta_R2_Flyway_Apod_C
0.222819522244156	0.218378998145269	0.225790609005007	0.209707264928815	-0.0160833440761922
0.30323869358435	0.29992419638153	0.251825580364646	0.240375600679164	-0.011449979685482
0.205667273279815	0.205313966972255	0.348586858615999	0.335036794682532	-0.0135500639334669
0.198107318385253	0.201275789722246	0.343317142018877	0.328737741297764	-0.0145794007211132
0.266017256220056	0.270043755826347	0.373164257482372	0.359023213796833	-0.0141410436855384
0.223004802734047	0.226540784691167	0.452085105192932	0.439563169624731	-0.0125219355682007
0.325693178625149	0.330280284835509	0.469895501528423	0.446091224274971	-0.0238042772534523
0.312788566151232	0.318356572536793	0.400137607691373	0.391204657944519	-0.00893294974685366
0.263360018296483	0.269629876458872	0.388001255005143	0.383711186306168	-0.00429006869897475
0.253337589858094	0.253301151871694	0.305782178200249	0.292573561825307	-0.0132086163749414
0.276411448712494	0.279524143096379	0.300161468778702	0.286519867543536	-0.0136416012351658
0.163793104152798	0.165629405054977	0.340544575615153	0.3251540739987	-0.0153905016164526
0.21068708672015	0.21245056474136	0.382997249662793	0.377475342335735	-0.00552190732705815
0.205096837255184	0.20401503656171	0.161117493075028	0.154151110329368	-0.00696638274566014
0.201199870827006	0.202361167929339	0.394514784874963	0.372277533687214	-0.0222372511877496
0.260538936296584	0.264177925167768	0.353927097924863	0.346479083025603	-0.00744801489926006
0.190867574689895	0.190122181802121	0.333128451153511	0.322395448475162	-0.0107330026783487
0.180410147012328	0.180232286844657	0.219906921992264	0.210084713107695	-0.00982220888456858
0.255426355962294	0.258967236821598	0.298627472054518	0.28792501677368	-0.0107024552808378
0.197287392065138	0.195986536463701	0.225581198976633	0.214298403550561	-0.0112827954260727
0.201639024924044	0.202188389583707	0.338053924833599	0.332655987019029	-0.00539793781456938
0.180680129653145	0.176950827679596	0.222518713436317	0.205002715150242	-0.0175159982860748
0.246080598351616	0.250354126719701	0.472562044388236	0.465121038210095	-0.00744100617814109
0.200178833629194	0.200401881946729	0.235506045078312	0.225397053998871	-0.010108991079441
