Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Mixed_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_Mixed_R	Univariate_LR_delta_R2_Mixed_R
0.500384782454601	0.0426849715562951	0.529724608852601	0.081193397009619	-0.448531211842982
0.598734101977677	0.0479230968075469	0.310465847319546	0.0374826844661949	-0.272983162853351
0.397733803848193	0.0354812575501192	0.362807603232674	0.0659305715453175	-0.296877031687356
0.379702274638744	0.0353539242172434	0.39258871916929	0.0664868307936396	-0.32610188837565
0.475676014185618	0.0289541412819254	0.475778044516905	0.0465032200321328	-0.429274824484772
0.481567273429568	0.0445830519346157	0.362777139823593	0.0628901844736509	-0.299886955349942
0.426731519872568	0.0302007564965308	0.456431413562904	0.0426449732543787	-0.413786440308526
0.402994589428909	0.0177656527609625	0.375760211549618	0.021360433167835	-0.354399778381783
0.556105674539595	0.0252075497619052	0.543590561639994	0.0354943027350895	-0.508096258904905
0.485652799017552	0.0355143309559017	0.532394677901439	0.070325839034762	-0.462068838866677
0.389239481185579	0.0167080718428977	0.420633095893462	0.0230602021347508	-0.397572893758711
0.406869850896763	0.0451982723519701	0.523663905674913	0.139088488918512	-0.384575416756402
0.724099687231873	0.0834186267247845	0.439337421967761	0.168303968326205	-0.271033453641556
0.69184430446921	0.0770200644867179	0.441242287796801	0.11462012117971	-0.326622166617091
0.406754153301763	0.040884795954179	0.338779133681712	0.0961513337504823	-0.24262779993123
0.622013404250828	0.0378940949444736	0.386967759624676	0.022016943101044	-0.364950816523631
0.4644906836007	0.0363575382019632	0.616330709938815	0.063033856310337	-0.553296853628478
0.474161031452312	0.0608042001652464	0.365748978641581	0.0844696817006235	-0.281279296940957
0.484134689476405	0.0498232054959211	0.404365580607366	0.0940158139633478	-0.310349766644018
0.406192443450864	0.0309095896138332	0.410402333426672	0.0638944888451576	-0.346507844581515
0.431673433897665	0.0318440534950101	0.481153094265713	0.0565140611645869	-0.424639033101126
0.435906408808703	0.0478425059053934	0.578256834263428	0.118354367529953	-0.459902466733475
0.482186160281811	0.0690411502640726	0.463957806884237	0.179194698191446	-0.284763108692791
0.35047244626973	0.0450535031184563	0.450195550687902	0.0987471926905288	-0.351448357997373
0.456026497921207	0.0590762395169979	0.411078775608758	0.106087065321489	-0.304991710287269
0.498496156873473	0.0286583880351936	0.368703749461164	0.027981498509551	-0.340722250951613
0.429520856533532	0.0321006925124008	0.469670388365547	0.0668914312959874	-0.402778957069559
0.549097979092012	0.0549699279503173	0.458935834449754	0.0908310423167289	-0.368104792133025
0.393824641263865	0.0312509972082739	0.336190937411826	0.0360657752395134	-0.300125162172313
0.363273053838869	0.0201384076562432	0.432840580789488	0.0372566724513397	-0.395583908338149
0.40823964259397	0.0298877957717534	0.421260825303892	0.0645167634498625	-0.35674406185403
0.362557138031507	0.021944048293332	0.39535641686789	0.0383189262039816	-0.357037490663908
0.350429342803703	0.0372499693008844	0.408250401668753	0.0819434293462138	-0.326306972322539
0.38654895135973	0.0335841713004731	0.468821021312595	0.0696712640099156	-0.399149757302679
0.350262757682986	0.0273798156483194	0.426564492835173	0.0427605619369282	-0.383803930898245
0.384003525015585	0.032194876504266	0.460603493204345	0.0823509584059758	-0.37825253479837
0.782976204893794	0.05153464190732	0.517983684916841	0.0484472347519289	-0.469536450164912
0.429921587824571	0.0373085852783238	0.42763785839022	0.0515278716029655	-0.376109986787255
0.601550419709332	0.0332668996678122	0.271673010477295	0.0165303908433903	-0.255142619633905
0.437938487407643	0.0227494068443277	0.350973545675491	0.0186308964260305	-0.332342649249461
0.463057526076243	0.0376623220056873	0.49810171486629	0.0732386509243949	-0.424863063941895
0.570633711838618	0.0343230366075026	0.367523319253551	0.0305949436179838	-0.336928375635567
0.471344825821115	0.0271328247767924	0.504167203690353	0.04104320434416	-0.463123999346193
0.291484590419602	0.0156567527670044	0.278041608887947	0.0150698488961677	-0.262971759991779
0.349076385844539	0.0212363694144078	0.328629981761808	0.0234867806409559	-0.305143201120852
0.352169866054658	0.0324055420881459	0.423838106044178	0.0762360452499901	-0.347602060794188
0.637857495274072	0.0242269861842509	0.306167313362339	0.0174040597629973	-0.288763253599342
0.518247310515415	0.0460794416968928	0.408857281480034	0.0711333432569658	-0.337723938223069
