Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_gflpu_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_gflpu_C	Univariate_LR_delta_R2_gflpu_C
0.500384782454601	0.500415041346254	0.529724608852601	0.529709062137503	-1.55467150985134e-05
0.598734101977677	0.59875170221409	0.310465847319546	0.310441423072324	-2.44242472214884e-05
0.397733803848193	0.397748751926044	0.362807603232674	0.362794957331256	-1.26459014175295e-05
0.379702274638744	0.379713952938558	0.39258871916929	0.392572878973133	-1.58401961570243e-05
0.475676014185618	0.475693208793858	0.475778044516905	0.475761286905198	-1.67576117069967e-05
0.481567273429568	0.481592014416018	0.362777139823593	0.362781709232789	4.5694091969084e-06
0.426731519872568	0.426754280351554	0.456431413562904	0.456433690434783	2.27687187831505e-06
0.402994589428909	0.403012383064	0.375760211549618	0.375748243196303	-1.19683533146842e-05
0.556105674539595	0.556134423361863	0.543590561639994	0.543580824974166	-9.73666582826382e-06
0.485652799017552	0.485679833284141	0.532394677901439	0.532390904664068	-3.77323737055235e-06
0.389239481185579	0.389260551242463	0.420633095893462	0.420618981980444	-1.41139130180323e-05
0.406869850896763	0.40689675137402	0.523663905674913	0.523658773571595	-5.13210331898328e-06
0.724099687231873	0.724134931768038	0.439337421967761	0.439318325584959	-1.9096382801731e-05
0.69184430446921	0.691868952498567	0.441242287796801	0.441220647604215	-2.16401925866583e-05
0.406754153301763	0.406771421394328	0.338779133681712	0.338772284768369	-6.84891334279403e-06
0.622013404250828	0.622031101430152	0.386967759624676	0.386945775639138	-2.19839855374881e-05
0.4644906836007	0.464520609373501	0.616330709938815	0.616320034044534	-1.06758942803875e-05
0.474161031452312	0.474194726552414	0.365748978641581	0.365756460260919	7.48161933800118e-06
0.484134689476405	0.484148871313302	0.404365580607366	0.404338255899637	-2.73247077285377e-05
0.406192443450864	0.406209408057662	0.410402333426672	0.410390363939728	-1.19694869437637e-05
0.431673433897665	0.431697589858613	0.481153094265713	0.481158745155818	5.65089010523545e-06
0.435906408808703	0.435934002840801	0.578256834263428	0.578247748766456	-9.0854969722054e-06
0.482186160281811	0.482210608090988	0.463957806884237	0.4639457615609	-1.20453233365958e-05
0.35047244626973	0.350491713687893	0.450195550687902	0.450199344488966	3.79380106368954e-06
0.456026497921207	0.456046666277229	0.411078775608758	0.4110674482614	-1.13273473576481e-05
0.498496156873473	0.498519154323967	0.368703749461164	0.368706199432373	2.44997120885104e-06
0.429520856533532	0.429542806085221	0.469670388365547	0.469665537465171	-4.85090037610769e-06
0.549097979092012	0.549127157186102	0.458935834449754	0.458936257174974	4.22725219439979e-07
0.393824641263865	0.393841329523485	0.336190937411826	0.336177577190636	-1.33602211908057e-05
0.363273053838869	0.363291073265171	0.432840580789488	0.432834994022885	-5.58676660339374e-06
0.40823964259397	0.408260694297271	0.421260825303892	0.421265675912552	4.85060865995646e-06
0.362557138031507	0.36257524397859	0.39535641686789	0.395362639818089	6.22295019897523e-06
0.350429342803703	0.350443912870424	0.408250401668753	0.408252149586609	1.74791785628736e-06
0.38654895135973	0.386568314659492	0.468821021312595	0.468827496972686	6.47566009065459e-06
0.350262757682986	0.350285835247221	0.426564492835173	0.426572612339457	8.1195042836435e-06
0.384003525015585	0.384031660218437	0.460603493204345	0.460616294673109	1.28014687638678e-05
0.782976204893794	0.783017655145464	0.517983684916841	0.51796864479807	-1.50401187709592e-05
0.429921587824571	0.429938268802343	0.42763785839022	0.427620221966867	-1.76364233532289e-05
0.601550419709332	0.60155709682409	0.271673010477295	0.271648199986718	-2.48104905775648e-05
0.437938487407643	0.437949619341163	0.350973545675491	0.350957287022127	-1.62586533641318e-05
0.463057526076243	0.463080697458394	0.49810171486629	0.498093877310487	-7.83755580280321e-06
0.570633711838618	0.570659462646975	0.367523319253551	0.367510272441249	-1.304681230202e-05
0.471344825821115	0.471375506426103	0.504167203690353	0.504158128726976	-9.07496337620994e-06
0.291484590419602	0.291504047656093	0.278041608887947	0.27804650831055	4.89942260295528e-06
0.349076385844539	0.349095538354519	0.328629981761808	0.32862849978393	-1.48197787730453e-06
0.352169866054658	0.352190608370698	0.423838106044178	0.423830460872284	-7.6451718939996e-06
0.637857495274072	0.637888832441655	0.306167313362339	0.306169554963429	2.24160108974747e-06
0.518247310515415	0.518273511076214	0.408857281480034	0.408842544389475	-1.47370905589361e-05
0.458480056801202	0.458497809541514	0.344433985112679	0.344411901595476	-2.20835172031197e-05
0.595715418574304	0.595744928295576	0.466525849208692	0.466529373387548	3.52417885568501e-06
0.425908958064217	0.425933309343018	0.492623525085882	0.492614153718241	-9.37136764167512e-06
0.365895239883394	0.365912776221979	0.436113431006194	0.436103827596445	-9.6034097496478e-06
0.523599875767326	0.52361816656675	0.371771529138599	0.37176424971389	-7.27942470946097e-06
0.592195918894034	0.592217605839029	0.48605633152856	0.486049232003751	-7.0995248087069e-06
0.433339764031122	0.433361013442584	0.295232197681011	0.295231045909013	-1.15177199866423e-06
0.41790951774112	0.417927270101929	0.528077663948426	0.528064176782966	-1.34871654603463e-05
0.425658940868453	0.425674501056679	0.32385053316737	0.323836413597192	-1.41195701778285e-05
0.5183700882234	0.51838218678167	0.443814065198077	0.443791480332526	-2.25848655516225e-05
0.614880193416137	0.614899882992707	0.431971863847771	0.431948267203563	-2.35966442078128e-05
0.624781515668878	0.624796010868702	0.328097817182146	0.328079055922712	-1.87612594342856e-05
0.492453529719684	0.492476792577345	0.544958969249247	0.544944479495752	-1.44897534950506e-05
0.638426167714997	0.638455469809787	0.464959786668546	0.464955026735074	-4.75993347193171e-06
0.513830948050231	0.513860698652272	0.544148933071556	0.544138958003968	-9.97506758848576e-06
0.421179212400409	0.421188348572134	0.234546411804383	0.23453015198788	-1.62598165031336e-05
0.539746120624576	0.53976909272992	0.503260395367419	0.503239575745488	-2.08196219310119e-05
0.34639660261548	0.346417726104327	0.387718135533337	0.387714218368313	-3.91716502412542e-06
0.359748207175915	0.359773718773337	0.422808190547482	0.422806891987137	-1.2985603451976e-06
0.529668199950621	0.529692742934524	0.393083571618718	0.393079161314745	-4.410303972191e-06
0.503836443891332	0.503852998868633	0.349344634254206	0.349324242930787	-2.03913234185782e-05
0.445307776366745	0.445318052870384	0.357470915775356	0.357446390866896	-2.45249084607768e-05
0.50884391058068	0.508872305274024	0.523446213188807	0.52343765191918	-8.56126962744952e-06
0.67850646384122	0.678519431669558	0.378321932931629	0.378293271573664	-2.86613579645878e-05
0.334359137556116	0.334374734329805	0.360191090554627	0.360185071386754	-6.01916787285051e-06
0.472803191465967	0.472822518467539	0.441837458465318	0.44182404168168	-1.34167836384758e-05
0.50236130566053	0.502386295976203	0.603832337228195	0.603820681615759	-1.16556124359901e-05
0.460086833679272	0.460110667681477	0.551333522374054	0.551318745348148	-1.47770259061319e-05
0.391380053180398	0.391399140818615	0.428815700396346	0.428812579920401	-3.12047594552833e-06
0.342679472505684	0.342698108793266	0.334598880793557	0.334601810221187	2.92942762919468e-06
0.5275852124373	0.527607532212907	0.417158343587525	0.417139247118941	-1.90964685836126e-05
0.455251986664696	0.455264531392822	0.285588959479963	0.285571773220722	-1.71862592409644e-05
0.584060532421462	0.58409966028531	0.355745791257498	0.355753003138731	7.21188123314898e-06
0.389236929323781	0.389253081503024	0.420850774510451	0.420838771400059	-1.20031103925111e-05
0.420039594786873	0.420067718077324	0.47948357380304	0.479482298737117	-1.27506592378923e-06
0.488550608495617	0.488569064621304	0.466594559314174	0.466579580055974	-1.49792581997099e-05
0.453982331995129	0.453998774838875	0.441314082723752	0.441299060566285	-1.50221574672926e-05
0.462943053530376	0.462952927473744	0.328487144577526	0.328470191467811	-1.69531097152786e-05
0.567516528937125	0.567546918126706	0.406199501875677	0.406206987016873	7.48514119586208e-06
0.42945382695097	0.429479405649384	0.528035352090369	0.528027952892122	-7.39919824732649e-06
0.714851037671424	0.71488376778217	0.453218623797789	0.453222385406395	3.76160860593444e-06
0.435837006556497	0.435854966137454	0.364510317224136	0.364501958867914	-8.35835622181591e-06
0.582217382621851	0.58224608390278	0.495971217759493	0.495967960255779	-3.25750371393818e-06
0.468916651913795	0.468948299405538	0.516147330898754	0.51614523501586	-2.09588289379337e-06
0.52092728559492	0.520945092589529	0.410231074621023	0.410203668921664	-2.7405699359051e-05
0.583621869673265	0.58364312175037	0.406204166113235	0.406178131263792	-2.60348494429685e-05
0.426030950138804	0.426044627489793	0.361963134362904	0.361944074993268	-1.90593696356989e-05
0.54210649647442	0.54213180370009	0.526602714433551	0.526594151904469	-8.56252908143507e-06
0.541082605889998	0.541106561085354	0.494019073613403	0.493995060643125	-2.40129702777092e-05
0.596424577729177	0.596460843716809	0.430618977366973	0.430631853356969	1.28759899962194e-05
