Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Flyway_Apod_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_Flyway_Apod_C	Univariate_LR_delta_R2_Flyway_Apod_C
0.151037596253434	0.166810023503117	0.388325426211782	0.357973921965605	-0.0303515042461768
0.142351138918963	0.150287008018737	0.436539917974483	0.407061789395212	-0.0294781285792708
0.15061894103494	0.156796621222447	0.331484844169957	0.276701615790077	-0.0547832283798803
0.149109501396845	0.160802291686931	0.391100929521009	0.357270275959547	-0.0338306535614625
0.138266030192787	0.149725859323985	0.356658123281561	0.318135729429221	-0.0385223938523401
0.134413272461843	0.138670231338223	0.330923808029505	0.286784636330625	-0.0441391716988804
0.155307271787103	0.164689034730838	0.310004758301913	0.287854187499397	-0.0221505708025163
0.119355114818103	0.129160521805037	0.400810233416745	0.373255833150985	-0.0275544002657593
0.174478796573689	0.182062740687075	0.381230953168027	0.347865783615935	-0.0333651695520917
0.141288382665203	0.152092798461204	0.460137053713518	0.429428568351218	-0.0307084853622996
0.124977933278092	0.135753990490589	0.312145938476485	0.296899450812451	-0.0152464876640341
0.185951839082199	0.212096919938098	0.451731478046589	0.448396111922484	-0.00333536612410534
0.168564799701209	0.178636490143464	0.377600859698911	0.333814841245098	-0.0437860184538129
0.14135447652732	0.154204384847703	0.413702606823832	0.391172406897631	-0.0225301999262014
0.134935570076318	0.155029184347436	0.419738184440104	0.410313845936666	-0.00942433850343799
0.130515677604834	0.146700976971289	0.397665040346926	0.366931310543423	-0.0307337298035031
0.118385804491202	0.128986387929244	0.339165400049451	0.324115104516364	-0.0150502955330868
0.127284746478565	0.143515227524291	0.476114711898614	0.452822134950643	-0.0232925769479709
0.131660802094227	0.153888856909101	0.384057067358761	0.389892981905545	0.00583591454678339
0.111963322227191	0.130322555836902	0.3062869797441	0.297132926877272	-0.00915405286682858
0.149408681848003	0.164978667275503	0.447118584520673	0.41182649703552	-0.0352920874851536
0.13640914292868	0.149846018493155	0.456014578378146	0.435568577735833	-0.0204460006423127
0.143259365536412	0.152220221264586	0.33308702249657	0.290233071866908	-0.0428539506296624
0.0889051014579	0.0931327014710123	0.266434951177938	0.251345938255173	-0.0150890129227649
0.131796710628302	0.146485316002727	0.412682574149289	0.385236326979098	-0.0274462471701912
0.115786231625102	0.126545618561055	0.410285761144215	0.388149958325359	-0.0221358028188557
0.163143613161208	0.179151803171399	0.473531814679412	0.436707528704509	-0.0368242859749035
0.13198902519245	0.144103393981989	0.313350476519462	0.300728084813721	-0.0126223917057404
0.164516550807871	0.179149419821196	0.398229545449678	0.39069658532917	-0.00753296012050847
