Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_gflsu_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_gflsu_C	Univariate_LR_delta_R2_gflsu_C
0.509348634063282	0.509525465427987	0.501592752472326	0.501363280912181	-0.000229471560145078
0.161277939848129	0.161333832049053	0.128795083744666	0.128820431314282	2.53475696155026e-05
0.315069315823578	0.315186415780294	0.171460156214606	0.17149855103581	3.83948212038521e-05
0.181228010384823	0.181367203804558	0.194462916269028	0.194539070943529	7.61546745010055e-05
0.0807262044704342	0.080757546909711	0.0155085973033488	0.015514612308609	6.01500526016367e-06
0.264527871520785	0.264582092297564	0.335467567228521	0.33546855736591	9.90137388467982e-07
0.351783052979205	0.351890509443705	0.392980579391446	0.393007732175356	2.71527839105223e-05
0.266439706225198	0.266509043276154	0.307177978213235	0.307024855340294	-0.000153122872940892
0.200535996575834	0.200574641682717	0.129583487887477	0.129594509513893	1.10216264165297e-05
0.285993986073786	0.286179822578465	0.414382956180605	0.414472738275897	8.97820952922568e-05
0.389843653990515	0.390089250835048	0.233513714640596	0.233578664344725	6.4949704129541e-05
0.28978942822516	0.289876236222227	0.0860889049763043	0.0860980202375762	9.11526127199414e-06
0.203299055438912	0.203374723579321	0.160772201373582	0.160779018889189	6.8175156075212e-06
0.246282500717424	0.246376189540755	0.213465450274872	0.213486751266738	2.13009918664242e-05
0.228643762567207	0.228684002152959	0.156573133785999	0.156573967300065	8.33514065406993e-07
0.0951818943085608	0.0952286371431821	0.0173173966451589	0.0173253013852162	7.90474005725808e-06
0.325869211709431	0.32595167674023	0.477480433085215	0.477481707295804	1.27421058904176e-06
0.329931354673836	0.330042567854805	0.263121542323268	0.263115539563745	-6.00275952328255e-06
0.357355679266791	0.357485952513762	0.72968425213064	0.729630071857684	-5.41802729553398e-05
0.0595397877392208	0.0595909957074964	0.0182528021468278	0.0182659846794572	1.31825326294098e-05
0.258026002031862	0.258091892388816	0.144083455553165	0.144086438182729	2.98262956444084e-06
0.287675192226792	0.287745524833282	0.570973876532829	0.570976536180272	2.6596474431706e-06
0.458449070804559	0.458665159270395	0.548233437375058	0.548002767266866	-0.000230670108192887
0.216714014042273	0.216825135040363	0.159776713300561	0.159818447008767	4.17337082060376e-05
0.543467409014854	0.543885839387516	0.353862621749971	0.353870466422358	7.84467238668096e-06
0.532350643706609	0.532480730759941	0.474401068708889	0.474367796781671	-3.32719272174153e-05
0.0956356568589826	0.0956530795863246	0.0352525975724388	0.0352444518921055	-8.14568033333241e-06
0.410587611235948	0.410763989048656	0.460330754989065	0.46044146668353	0.000110711694464249
0.45643201535401	0.456522994651702	0.347806990861149	0.347830420702355	2.3429841205902e-05
0.2267030072019	0.226797234793322	0.152422384347048	0.152457240833403	3.4856486355539e-05
0.272262424192691	0.272331156692424	0.179146411499781	0.17915052766533	4.1161655490729e-06
0.169519492866542	0.169610491221837	0.0629110608516909	0.0629411908935028	3.01300418119321e-05
0.205512425829247	0.205514360522076	0.0271402170780602	0.0271326303712318	-7.58670682833931e-06
0.411730807170089	0.411871540738977	0.573260957959234	0.573313983814334	5.30258550993645e-05
0.742662107165122	0.742885150390556	0.632117567918354	0.632212888783744	9.53208653899917e-05
0.253939159458204	0.254035674135662	0.0630191665679134	0.0630284166625838	9.25009467039883e-06
0.205016294734511	0.205148005740822	0.112754797957632	0.112785404590536	3.06066329043286e-05
0.288165709335759	0.288221874657382	0.179372333072955	0.17936073452377	-1.15985491843384e-05
0.318677493092491	0.31893159501745	0.345777667103719	0.345920790922379	0.000143123818659607
0.337823212762906	0.337948996689477	0.194656666488565	0.19465993194511	3.26545654585897e-06
0.512546259455603	0.512735904160726	0.236034445797476	0.236071436701928	3.69909044521388e-05
0.465287785152358	0.465403539567377	0.474044921078902	0.474048991912102	4.07083319964308e-06
0.179382993457596	0.179422424668381	0.0586173811693954	0.0586240841939025	6.70302450715698e-06
0.527047809155911	0.527178919135425	0.366630750289874	0.366622470615442	-8.27967443189914e-06
0.257420569318673	0.2574909833756	0.297651367200353	0.29768206986867	3.07026683174505e-05
0.288293723783326	0.28836170732602	0.0828206745148953	0.0828208183591205	1.43844225239387e-07
0.28465415537388	0.284773227812878	0.11248343066316	0.112508295529081	2.48648659212369e-05
0.125700427714017	0.125744533266929	0.065873302570368	0.0658805656962401	7.26312587216726e-06
0.292531297135728	0.292640288008138	0.389610179216604	0.389626508644998	1.63294283940796e-05
0.459422156617499	0.459514168873819	0.43399152296117	0.433948410327452	-4.31126337179233e-05
0.250925461615483	0.250968984426462	0.274639844389712	0.274587766793673	-5.20775960396458e-05
0.218539362889769	0.218597260973428	0.11329977928515	0.113304434353064	4.65506791395842e-06
0.379183007871704	0.379280180763064	0.45503270320628	0.455086631122796	5.39279165156503e-05
0.312295425742977	0.312451218900955	0.278578059648626	0.278601932272243	2.38726236166942e-05
0.187279851952955	0.187343449926339	0.248456006330683	0.248492709975916	3.67036452324221e-05
0.386742593527444	0.386810581293514	0.559847042504585	0.559763039611459	-8.40028931261561e-05
0.0816354334142884	0.081663505830352	0.0372522299117817	0.0372581970837748	5.96717199313063e-06
0.205162809255206	0.205299966266818	0.127003939374187	0.127036420467695	3.24810935083131e-05
0.534877697540481	0.534982510161658	0.475234948018741	0.475136642838407	-9.83051803340462e-05
0.524443344329959	0.524621656119432	0.315890628503158	0.315942314225545	5.16857223865075e-05
0.182624165442694	0.182691958346792	0.293236689272095	0.293247211412192	1.05221400972799e-05
0.46536389790376	0.465617487282011	0.704730259953136	0.704543382193585	-0.000186877759551174
0.21080898835795	0.210859639691183	0.117591289382853	0.117589891357252	-1.39802560086832e-06
0.351155648161095	0.351250568183771	0.286401072327671	0.286450557353269	4.9485025598428e-05
0.327571675694138	0.327664094289494	0.533307636713373	0.533384272889236	7.66361758633982e-05
0.233200568765292	0.233266545668237	0.133963699615823	0.133981162963286	1.74633474632757e-05
0.482422767048615	0.482541910737951	0.534947914747182	0.534911289842085	-3.66249050961498e-05
0.116453351562414	0.116470573188011	0.0207045032528459	0.0207041500218658	-3.53230980108116e-07
0.315935447005173	0.316037058033686	0.169484117342249	0.169507793541571	2.36761993222256e-05
0.512148254079097	0.512358495476939	0.117654359147752	0.117680971798197	2.66126504457342e-05
0.38496430993838	0.385122419215733	0.158953400262828	0.159012679024291	5.92787614629164e-05
