Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_elevation_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_elevation_C	Univariate_LR_delta_R2_elevation_C
0.500384782454601	0.379906472249055	0.529724608852601	0.0038491313814014	-0.5258754774712
0.598734101977677	-0.265325842872681	0.310465847319546	0.00063547518158321	-0.309830372137962
0.397733803848193	0.325018924380202	0.362807603232674	0.00341597298645225	-0.359391630246222
0.379702274638744	0.448453397679336	0.39258871916929	0.00428136191400894	-0.388307357255281
0.475676014185618	0.0469409938328427	0.475778044516905	5.46328275480447e-05	-0.475723411689357
0.481567273429568	-0.104749254844822	0.362777139823593	0.000185029389126504	-0.362592110434466
0.426731519872568	0.178090079101895	0.456431413562904	0.00130271234354988	-0.455128701219354
0.402994589428909	-0.224207425213593	0.375760211549618	0.00124236083499216	-0.374517850714626
0.556105674539595	0.603688311429739	0.543590561639994	0.0080011445598818	-0.535589417080112
0.485652799017552	0.708221580675188	0.532394677901439	0.00849955658441006	-0.523895121317029
0.389239481185579	0.11947131091182	0.420633095893462	0.000153006838042497	-0.42048008905542
0.406869850896763	0.715197561639707	0.523663905674913	0.011619811152984	-0.512044094521929
0.724099687231873	0.654189447068418	0.439337421967761	0.000926858039802605	-0.438410563927958
0.69184430446921	0.539084232657958	0.441242287796801	0.00539019173073529	-0.435852096066066
0.406754153301763	0.186632502747147	0.338779133681712	0.000476557020330939	-0.338302576661381
0.622013404250828	-0.152737723573913	0.386967759624676	0.000272210798287225	-0.386695548826388
0.4644906836007	0.393339268106022	0.616330709938815	0.00386834297990946	-0.612462366958905
0.474161031452312	0.681893429708078	0.365748978641581	0.0085878578574046	-0.357161120784176
0.484134689476405	0.13186810073952	0.404365580607366	0.000342048140496979	-0.404023532466869
0.406192443450864	0.570570165933393	0.410402333426672	0.0178742286937726	-0.3925281047329
0.431673433897665	1.18878773982823	0.481153094265713	0.0282481575363716	-0.452904936729341
0.435906408808703	0.121974376525692	0.578256834263428	0.000408605917770169	-0.577848228345658
0.482186160281811	-0.175223768658393	0.463957806884237	0.000626888501060783	-0.463330918383176
0.35047244626973	0.430843591632321	0.450195550687902	0.00682322762414481	-0.443372323063757
0.456026497921207	0.217989391313747	0.411078775608758	0.00209652020543323	-0.408982255403325
0.498496156873473	0.62080617870539	0.368703749461164	0.00757094302568862	-0.361132806435476
0.429520856533532	0.204917549364961	0.469670388365547	0.000970241780097563	-0.468700146585449
0.549097979092012	0.231313573612602	0.458935834449754	0.000849095561674251	-0.45808673888808
0.393824641263865	0.359117246302742	0.336190937411826	0.00189838513690739	-0.334292552274919
0.363273053838869	-0.137167985814256	0.432840580789488	0.00101447599768258	-0.431826104791806
0.40823964259397	0.463022546137508	0.421260825303892	0.00696142127080839	-0.414299404033084
0.362557138031507	0.333615766354052	0.39535641686789	0.00387117604194162	-0.391485240825948
