Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Flyway_Pas_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_Flyway_Pas_R	Univariate_LR_delta_R2_Flyway_Pas_R
0.151037596253434	0.124718142381774	0.388325426211782	0.345134811532492	-0.0431906146792895
0.142351138918963	0.117030048139778	0.436539917974483	0.418262404757234	-0.0182775132172484
0.15061894103494	0.117136762782021	0.331484844169957	0.277437481041355	-0.0540473631286024
0.149109501396845	0.124199409047571	0.391100929521009	0.357428686864834	-0.0336722426561756
0.138266030192787	0.111822387556093	0.356658123281561	0.313070231085138	-0.0435878921964236
0.134413272461843	0.102699703493145	0.330923808029505	0.283078639510435	-0.0478451685190698
0.155307271787103	0.124517354319101	0.310004758301913	0.270783854756814	-0.0392209035450995
0.119355114818103	0.101267266701493	0.400810233416745	0.377378011833761	-0.0234322215829839
0.174478796573689	0.13348943160032	0.381230953168027	0.32454290922977	-0.0566880439382568
0.141288382665203	0.119600717552857	0.460137053713518	0.419331950927042	-0.0408051027864762
0.124977933278092	0.0994633402850478	0.312145938476485	0.25972715773127	-0.0524187807452146
0.185951839082199	0.156098004739113	0.451731478046589	0.413066471462679	-0.0386650065839102
0.168564799701209	0.140772726993672	0.377600859698911	0.344452645838363	-0.033148213860548
0.14135447652732	0.11059485035394	0.413702606823832	0.349374583248831	-0.0643280235750012
0.134935570076318	0.112953191825771	0.419738184440104	0.375598157114856	-0.0441400273252484
0.130515677604834	0.111220269385519	0.397665040346926	0.370524805960075	-0.0271402343868512
0.118385804491202	0.0911015987312627	0.339165400049451	0.283432564992002	-0.0557328350574492
0.127284746478565	0.108282048495935	0.476114711898614	0.425823112190504	-0.0502915997081098
0.131660802094227	0.117685728182507	0.384057067358761	0.35939093076679	-0.0246661365919716
0.111963322227191	0.091343751177878	0.3062869797441	0.264237582906063	-0.0420493968380373
0.149408681848003	0.12392954917562	0.447118584520673	0.407260402184284	-0.0398581823363888
0.13640914292868	0.118328140545959	0.456014578378146	0.44344039155864	-0.0125741868195064
0.143259365536412	0.118566693265513	0.33308702249657	0.310979647709044	-0.0221073747875255
0.0889051014579	0.0743484970078206	0.266434951177938	0.243404826831335	-0.0230301243466023
0.131796710628302	0.105473655422367	0.412682574149289	0.347206149631687	-0.0654764245176028
0.115786231625102	0.100309894054845	0.410285761144215	0.383713315471852	-0.0265724456723633
0.163143613161208	0.131501457174683	0.473531814679412	0.403080579366776	-0.0704512353126359
0.13198902519245	0.103940076109808	0.313350476519462	0.270320281234183	-0.0430301952852786
0.164516550807871	0.133666027382987	0.398229545449678	0.358583550463752	-0.0396459949859264
0.128529485068277	0.108435888540092	0.308367486609988	0.288177677105746	-0.0201898095042424
0.116678355444994	0.0999995362293032	0.24522814058283	0.24683031856991	0.00160217798708009
0.138825719796921	0.114644160019437	0.389492704390551	0.368251365291472	-0.021241339099079
0.147276902921486	0.116040581815483	0.431945154610262	0.37217901038041	-0.0597661442298515
0.130123660943006	0.107363361741237	0.377802715056061	0.33274970439319	-0.0450530106628709
0.128381053985146	0.105516963240525	0.418256084433854	0.378746247646984	-0.0395098367868704
0.129341129764886	0.10877037146566	0.443109278248909	0.421775552482361	-0.0213337257665479
0.140733327238492	0.119644244291785	0.556004129907417	0.499098913490636	-0.0569052164167809
0.129607834256173	0.108012447159107	0.409368574888041	0.3707764754983	-0.0385920993897402
0.137703504654396	0.104992491071077	0.410167750547781	0.354165097024723	-0.0560026535230586
0.104801394527245	0.0907047045722114	0.287285254424253	0.278894744270529	-0.00839051015372444
0.167174317588601	0.117735402733719	0.341025919299594	0.27300215816828	-0.0680237611313143
0.12730027966483	0.109156656383822	0.334713137238643	0.334818275353688	0.000105138115045145
0.1081132237092	0.0897179126093163	0.340713748996775	0.30639877495027	-0.0343149740465049
0.109772319157903	0.0931918225707425	0.344956972434441	0.339584664628349	-0.00537230780609227
0.10200738123783	0.0789325261045996	0.303232283563617	0.243394771709496	-0.0598375118541213
0.115063078355839	0.0968856947483585	0.325618866620299	0.346550342069831	0.0209314754495327
0.16098771583314	0.132165941068519	0.3925870828435	0.356941982413023	-0.0356451004304768
0.168508375632228	0.136522859886637	0.369860938295555	0.317251323261056	-0.0526096150344987
0.115524921683664	0.0913794413310475	0.283221313477317	0.232855267602415	-0.0503660458749023
0.113222392683958	0.09588669576624	0.363338257183709	0.338204499062795	-0.0251337581209139
0.160074317167777	0.128114249323443	0.446458916200413	0.41251771534086	-0.0339412008595528
0.134538909177353	0.113381630063102	0.398434881653583	0.359233552191492	-0.0392013294620904
0.154685758255744	0.126527873328472	0.407572357341492	0.35913632462636	-0.0484360327151326
0.131499871809474	0.111163755248003	0.350865285964987	0.325583401019373	-0.025281884945614
0.179245833509231	0.134597772868845	0.523698251731677	0.462314397354363	-0.0613838543773135
0.1416152926257	0.124463158044704	0.408746925156795	0.396373905164113	-0.0123730199926811
0.115175501740913	0.0974343304154083	0.438280052686114	0.389859287804418	-0.0484207648816953
0.117677233389475	0.102464827381523	0.404352475520988	0.388778592049431	-0.0155738834715575
0.0871678636773959	0.0709144077924665	0.256518043789323	0.212839731913701	-0.0436783118756218
