Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_popcount_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_popcount_R	Univariate_LR_delta_R2_popcount_R
0.502615625353224	0.00000544064729431744	0.495414540530478	0.101223695551156	-0.394190844979322
0.157329486545172	0.00000124451435501819	0.116260839895008	0.0227693756661146	-0.0934914642288937
0.315069315823578	0.00000303987079055046	0.171460156214606	0.0184079703429608	-0.153052185871645
0.181228010384823	0.00000167709178061079	0.194462916269028	0.0396018477932344	-0.154861068475794
0.0807262044704342	0.00000057947774985006	0.0155085973033488	0.00265719085875106	-0.0128514064445977
0.154742346315225	0.00000043455781503477	0.185737290701835	0.00803368119529149	-0.177703609506543
0.350386822325526	0.00000295548304911626	0.393018419479825	0.0904164058897677	-0.302602013590058
0.264818063279024	0.00000264102356481088	0.306466938366273	0.0778144937410225	-0.228652444625251
0.200535996575834	0.0000010647368224797	0.129583487887477	0.00971440498896083	-0.119869082898516
0.285993986073786	0.00000180901564700041	0.414382956180605	0.0341215073481046	-0.3802614488325
0.366780845373359	0.00000448632464754424	0.622652883242863	0.228948251708095	-0.393704631534768
0.285485590746529	0.000000927989744173714	0.0851632923233976	0.00240498560413287	-0.0827583067192647
0.199802355224424	0.00000130086363896271	0.15796096300898	0.0237249709225042	-0.134235992086475
0.246282500717424	0.00000146258904072321	0.213465450274872	0.0204137053639118	-0.19305174491096
0.228643762567207	0.00000141387807344977	0.156573133785999	0.0153817387782332	-0.141191395007766
0.0324646383289867	-0.000000883585013186673	0.00220636834254407	0.00356834007488166	0.00136197173233759
0.325869211709431	0.00000265207612020814	0.477480433085215	0.0605350065069056	-0.416945426578309
0.277750269891254	0.0000040422538753945	0.852012470688883	0.431305492128285	-0.420706978560598
0.35658881271521	0.00000220315669455115	0.728633580263212	0.0729707834846891	-0.655662796778523
0.0595397877392208	0.000000369119063136945	0.0182528021468278	0.00113432562131565	-0.0171184765255122
0.30832923890903	0.00000391003555004235	0.348068486905019	0.14831317612314	-0.19975531078188
0.287675192226792	0.00000204919438755135	0.570973876532829	0.0675515332817611	-0.503422343251068
0.420261832380724	0.00000489089318394834	0.490256400178781	0.0958650851711838	-0.394391315007597
0.149132497013601	0.00000206864904302578	0.277103170308525	0.122137150046773	-0.154966020261752
0.541792300146225	0.0000063575555844836	0.353795426865937	0.0738487021891378	-0.279946724676799
0.532350643706609	0.00000347254897271183	0.474401068708889	0.0553683888454876	-0.419032679863401
0.0956356568589826	0.000000089934972157779	0.0352525975724388	0.0000684431597362083	-0.0351841544127026
0.410587611235948	0.00000287105666016526	0.460330754989065	0.0682879593573976	-0.392042795631668
0.449636862389753	0.00000220422607466292	0.344109334183891	0.0256591770260195	-0.318450157157872
0.2267030072019	0.00000160810921674128	0.152422384347048	0.020934273823775	-0.131488110523273
0.272262424192691	0.00000262060426208487	0.179146411499781	0.039192354145114	-0.139954057354667
0.169125564850087	0.000000965225835969471	0.0628971086323283	0.00317093977422471	-0.0597261688581036
0.232163032672515	0.00000107731323843687	0.0384154554853648	0.00514033058453155	-0.0332751249008332
0.406953939900317	0.00000426618432373048	0.568599561634985	0.146769296080764	-0.421830265554222
0.337089331473337	0.00000332303647497745	0.415938471639318	0.134834961562126	-0.281103510077193
0.250150185334312	0.00000157658590172828	0.0625533002044267	0.00952246247283676	-0.05303083773159
0.202830817776919	0.000000594760840566141	0.109845456484572	0.00165547672195727	-0.108189979762615
0.284155006076386	0.000000783610303168401	0.177210891296207	0.00581411489419946	-0.171396776402007
0.317637021015228	0.00000340477835280498	0.345891871856241	0.0699060697904364	-0.275985802065805
0.33695001409723	0.00000534233831457478	0.195707554606502	0.108650026852344	-0.0870575277541587
0.524896620694632	0.00000370660177573588	0.253626730777584	0.0607256002710443	-0.192901130506539
0.465287785152358	0.00000234614581195301	0.474044921078902	0.0353097100098942	-0.438735211069008
0.18772525074897	0.00000142419050225717	0.0657697600598868	0.0152544446534702	-0.0505153154064166
0.574142153865466	0.00000778293697756671	0.515919150649204	0.312336526559137	-0.203582624090067
0.257420569318673	0.000000555111590929527	0.297651367200353	0.00766893574419576	-0.289982431456157
0.238379672564856	0.0000027249324500517	0.0545208451450963	0.0428889870840617	-0.0116318580610346
0.335142575849845	0.00000268109188086307	0.167094094551386	0.0430983224205629	-0.123995772130823
0.153367370637199	0.00000103428759480699	0.391032535200327	0.0853561925368751	-0.305676342663452
0.289894739849803	0.00000396100945778732	0.365660757140382	0.0678226234504434	-0.297838133689939
0.459422156617499	0.00000289517090316981	0.43399152296117	0.0460286503620729	-0.387962872599097
0.250925461615483	0.000000892890157877507	0.274639844389712	0.0105117429056448	-0.264128101484067
0.217632475534593	0.00000238447205301255	0.126798328864118	0.0531140063813715	-0.0736843224827469
0.393190424082084	0.00000391573497873969	0.509900576968159	0.0419206481677018	-0.467979928800457
0.312295425742977	0.0000056981466207295	0.278578059648626	0.16601441260153	-0.112563647047095
0.187279851952955	0.000000997318195498295	0.248456006330683	0.0205851418721989	-0.227870864458484
0.386742593527444	0.00000453635394975013	0.559847042504585	0.107995586318252	-0.451851456186333
0.0903473957934924	0.00000107467393645268	0.0885795513186558	0.0494518418267166	-0.0391277094919392
0.205651369541394	0.00000202783161081794	0.127633393982663	0.0207825324560312	-0.106850861526632
0.518815002228753	0.00000331534247222172	0.466276548065556	0.0438229653484581	-0.422453582717098
0.520944929567821	0.00000235482750581239	0.314306475992547	0.0293464259477477	-0.284960050044799
0.181064506706852	0.00000211283036720664	0.293399133174725	0.0833676542543374	-0.210031478920388
0.377270517090785	0.00000225791658482291	0.534857010667098	0.0587766450943762	-0.476080365572721
0.210292749899526	0.000000914043180354545	0.117306370504001	0.0102627298521157	-0.107043640651885
