Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_mamms_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_mamms_R	Univariate_LR_delta_R2_mamms_R
0.151037596253434	0.00315291802172667	0.388325426211782	0.419160005771448	0.0308345795596662
0.142351138918963	0.00271665189990537	0.436539917974483	0.392739075492272	-0.0438008424822108
0.15061894103494	0.0031492922788275	0.331484844169957	0.310548956904367	-0.0209358872655908
0.149109501396845	0.00288314436712696	0.391100929521009	0.330950990790608	-0.0601499387304016
0.138266030192787	0.00257022115716626	0.356658123281561	0.348234502343157	-0.00842362093840482
0.134413272461843	0.0025536872833347	0.330923808029505	0.294517052533949	-0.0364067554955566
0.155307271787103	0.00289683619443595	0.310004758301913	0.315277760025889	0.00527300172397627
0.119355114818103	0.00206821170645722	0.400810233416745	0.328791330330125	-0.0720189030866197
0.174478796573689	0.0031427773831017	0.381230953168027	0.361198599983685	-0.0200323531843415
0.141288382665203	0.00267324426478859	0.460137053713518	0.434937813212928	-0.0251992405005894
0.124977933278092	0.00259905271823327	0.312145938476485	0.309512104368024	-0.00263383410846069
0.185951839082199	0.00374842724318939	0.451731478046589	0.455857816962863	0.0041263389162734
0.168564799701209	0.00308357810724899	0.377600859698911	0.333885935906492	-0.0437149237924184
0.14135447652732	0.00278082154434852	0.413702606823832	0.384985143593335	-0.0287174632304973
0.134935570076318	0.0026603172807301	0.419738184440104	0.40253231231905	-0.0172058721210547
0.130515677604834	0.00249975756715833	0.397665040346926	0.372442126630466	-0.0252229137164594
0.118385804491202	0.00233204670921207	0.339165400049451	0.343980295104585	0.00481489505513377
0.127284746478565	0.00231132671560602	0.476114711898614	0.379478195629616	-0.0966365162689983
0.131660802094227	0.00257813267434849	0.384057067358761	0.357998943558372	-0.0260581238003894
0.111963322227191	0.00218575376484543	0.3062869797441	0.275502675440612	-0.0307843043034882
0.149408681848003	0.00295436084126005	0.447118584520673	0.443951904372306	-0.00316668014836707
0.13640914292868	0.00258314055062981	0.456014578378146	0.387183649353675	-0.0688309290244712
0.143259365536412	0.00258928628969723	0.33308702249657	0.307781682263671	-0.0253053402328991
0.0889051014579	0.00165047236599567	0.266434951177938	0.230318988158329	-0.0361159630196085
0.131796710628302	0.0025285147266242	0.412682574149289	0.391570216554554	-0.0211123575947353
0.115786231625102	0.00221501517603302	0.410285761144215	0.376209030597696	-0.0340767305465192
0.163143613161208	0.00336387072854959	0.473531814679412	0.488781432290568	0.015249617611156
0.13198902519245	0.00248449581679347	0.313350476519462	0.308253680955922	-0.00509679556354004
0.164516550807871	0.0031651909305411	0.398229545449678	0.386054552198039	-0.0121749932516392
0.128529485068277	0.00244289196057162	0.308367486609988	0.299273115682766	-0.00909437092722182
0.116678355444994	0.00218451171230712	0.24522814058283	0.218910193972281	-0.0263179466105488
0.138825719796921	0.0027165264523231	0.389492704390551	0.353694281908384	-0.035798422482167
0.147276902921486	0.00281711875011411	0.431945154610262	0.384573901308596	-0.0473712533016661
0.130123660943006	0.00242042682725308	0.377802715056061	0.35720371759682	-0.0205989974592408
0.128381053985146	0.00243411606927177	0.418256084433854	0.369397456036242	-0.0488586283976117
0.129341129764886	0.00248710161668422	0.443109278248909	0.438431765024564	-0.00467751322434451
0.140733327238492	0.00290450163635742	0.556004129907417	0.512624193781969	-0.0433799361254482
0.129607834256173	0.00242340794280736	0.409368574888041	0.391865957863021	-0.0175026170250196
0.137703504654396	0.00265162437271703	0.410167750547781	0.397103743642743	-0.0130640069050381
0.104801394527245	0.00202582149881842	0.287285254424253	0.27124628692973	-0.0160389674945237
0.167174317588601	0.00323048969154944	0.341025919299594	0.334328316472485	-0.00669760282710952
0.12730027966483	0.00256762129500671	0.334713137238643	0.315021783791557	-0.0196913534470867
0.1081132237092	0.0021820553095381	0.340713748996775	0.304651092368703	-0.0360626566280713
0.109772319157903	0.00237056460211611	0.344956972434441	0.353483089833255	0.00852611739881404
0.10200738123783	0.00225517497799534	0.303232283563617	0.315668995201649	0.0124367116380319
0.115063078355839	0.00225403391087216	0.325618866620299	0.29235077488769	-0.0332680917326081
0.16098771583314	0.00298931158872422	0.3925870828435	0.365831890767934	-0.0267551920755657
0.168508375632228	0.00318529221630424	0.369860938295555	0.361950579922141	-0.0079103583734132
0.115524921683664	0.00250373354986868	0.283221313477317	0.329247752766957	0.0460264392896397
0.113222392683958	0.0023629113392987	0.363338257183709	0.335430748627591	-0.0279075085561185
0.160074317167777	0.00311644282388499	0.446458916200413	0.426658290160841	-0.019800626039572
0.134538909177353	0.00247539497893519	0.398434881653583	0.376892123688975	-0.0215427579646081
0.154685758255744	0.00301578296670598	0.407572357341492	0.35958386062674	-0.0479884967147521
0.131499871809474	0.00255844719829559	0.350865285964987	0.350554336828165	-0.000310949136821226
0.179245833509231	0.00361530940393485	0.523698251731677	0.488640886792568	-0.0350573649391089
0.1416152926257	0.00290299526723407	0.408746925156795	0.382434127965052	-0.0263127971917425
0.115175501740913	0.0023198763982528	0.438280052686114	0.374442283715453	-0.0638377689706602
0.117677233389475	0.00261884130665847	0.404352475520988	0.419084536942007	0.0147320614210184
0.0871678636773959	0.0017950411791329	0.256518043789323	0.266651513880399	0.0101334700910764
0.132578063690766	0.00258822340431137	0.393876286843974	0.357447947790754	-0.0364283390532206
0.148361908571459	0.00276826477937846	0.442696501892419	0.398116757415453	-0.0445797444769661
0.133059345339793	0.00229101726333844	0.381137641209691	0.327226333026375	-0.0539113081833167
0.115280887922619	0.00236730861108871	0.351437997110314	0.349569858710738	-0.00186813839957656
0.183696425724865	0.00338364700647115	0.499796538519041	0.470058423601216	-0.0297381149178249
0.16586862579374	0.00307980208089768	0.430358054294178	0.406705425212754	-0.0236526290814235
0.113283955565216	0.00232869177963692	0.410592867716501	0.396183096540846	-0.0144097711756553
0.15224562042628	0.00270890086138301	0.345274607851177	0.307075603418691	-0.0381990044324853
0.137794486054924	0.00289181782083205	0.352482759955608	0.372011735549865	0.0195289755942575
0.123095216636265	0.00240502184254618	0.331659504291989	0.310799719123029	-0.0208597851689596
0.133637220100116	0.00231701873121663	0.332481498990924	0.270316214663912	-0.0621652843270125
0.122242128033875	0.00232420555621225	0.318689215192691	0.314010367506265	-0.00467884768642662
0.120496163244956	0.00264187972849864	0.335753214759489	0.379759147179271	0.0440059324197824
0.13722257444532	0.00274239498302589	0.452798218821597	0.384449030899484	-0.0683491879221139
0.178711881713771	0.00337946081575014	0.475542436232579	0.449456265062151	-0.0260861711704281
0.123322246070839	0.00259388935814946	0.346661925621143	0.344169599862873	-0.00249232575827008
0.124279681786005	0.00299074202738856	0.406775454353056	0.436911236922221	0.0301357825691651
0.135830654159284	0.00262232329925705	0.425985651287653	0.335305899568597	-0.0906797517190561
0.131345193517456	0.0026118983668988	0.52595737351059	0.450849924798432	-0.0751074487121584
0.112318909188853	0.00226134123775199	0.330360925357459	0.313540528641315	-0.016820396716144
0.121992474558882	0.00249338695841009	0.381669225304199	0.388711773072708	0.00704254776850943
0.138838712084905	0.00259423526688168	0.397113191528455	0.358179488700434	-0.0389337028280213
0.13149849526972	0.00261187501696101	0.33125081696619	0.335941213008805	0.00469039604261551
0.110580113107625	0.00213209007418317	0.327437118781315	0.314047824437909	-0.0133892943434065
0.125707223790639	0.00241594920755439	0.410386671888949	0.393847008256595	-0.0165396636323545
0.139297485914638	0.00292220463446034	0.442613717073891	0.448689857048999	0.00607613997510831
0.128207177271483	0.00246655071312147	0.386081536053489	0.353632153797608	-0.0324493822558808
0.138352393681899	0.00246309638705045	0.437551084124623	0.391608543469286	-0.0459425406553373
0.156306206832949	0.00310537706498426	0.496619678050381	0.460885356338877	-0.0357343217115039
0.152830980422082	0.00286541937965663	0.493925520665032	0.454860826038909	-0.0390646946261223
0.117340594295432	0.00231357243757615	0.413595109744601	0.389890669892209	-0.023704439852392
0.134922878221597	0.00274298905110893	0.408494849188798	0.393035333462975	-0.0154595157258231
0.11333203008771	0.0020461903678365	0.42794490438022	0.3797620184856	-0.04818288589462
0.133849213473766	0.00250021188098065	0.372434416577617	0.389989840998309	0.0175554244206917
0.129178672334723	0.00262898316277642	0.4537475173009	0.367582469101781	-0.086165048199119
0.130917784590757	0.00271835148333796	0.338579693797105	0.374046226275796	0.0354665324786909
0.126325944070198	0.00230499572697891	0.409724282244662	0.334969062157669	-0.0747552200869929
0.14417257915046	0.00275164159240297	0.332801844040762	0.319839343905299	-0.0129625001354635
0.139695654442077	0.00283417526320059	0.375935626385541	0.377590864833149	0.00165523844760773
0.136832968951474	0.00279627061305253	0.410132866658084	0.372861020615553	-0.0372718460425311
0.142736534443259	0.00266047554662867	0.438231626330301	0.452522700343206	0.0142910740129048
