Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_gsecd_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_gsecd_C	Univariate_LR_delta_R2_gsecd_C
0.222819522244156	0.30112858612441	0.225790609005007	0.201560470139488	-0.0242301388655191
0.30323869358435	0.420684997488995	0.251825580364646	0.226458720356971	-0.0253668600076746
0.205667273279815	0.289392222282207	0.348586858615999	0.303877483105112	-0.0447093755108876
0.198107318385253	0.285989607948521	0.343317142018877	0.326803434947101	-0.016513707071776
0.266017256220056	0.371794936806436	0.373164257482372	0.327134969125867	-0.0460292883565047
0.223004802734047	0.321274084782245	0.452085105192932	0.424938701030576	-0.0271464041623551
0.325693178625149	0.465275262731239	0.469895501528423	0.435129520665434	-0.034765980862989
0.312788566151232	0.453597460701586	0.400137607691373	0.403110940222358	0.0029733325309852
0.263360018296483	0.360644023083394	0.388001255005143	0.338787855368914	-0.0492133996362287
0.253337589858094	0.333014919367068	0.305782178200249	0.247790848637871	-0.0579913295623772
0.276411448712494	0.406037430191475	0.300161468778702	0.297034243573893	-0.0031272252048084
0.163793104152798	0.234454108145571	0.340544575615153	0.306233492397442	-0.0343110832177106
0.21068708672015	0.289300214909098	0.382997249662793	0.337402829983862	-0.0455944196789311
0.205096837255184	0.283436989992714	0.161117493075028	0.145269223795381	-0.0158482692796469
0.201199870827006	0.28767908140862	0.394514784874963	0.363171698175809	-0.0313430866991545
0.260538936296584	0.356052709036299	0.353927097924863	0.315905703634986	-0.0380213942898763
0.190867574689895	0.263811569989014	0.333128451153511	0.284251475811667	-0.0488769753418437
0.180410147012328	0.256969572342082	0.219906921992264	0.202592361286071	-0.017314560706193
0.255426355962294	0.351699960214682	0.298627472054518	0.256258037269534	-0.0423694347849838
0.197287392065138	0.291014136012691	0.225581198976633	0.227850865236777	0.00226966626014327
0.201639024924044	0.286996600174894	0.338053924833599	0.310488866671379	-0.0275650581622194
0.180680129653145	0.254099747718693	0.222518713436317	0.202876545347209	-0.0196421680891083
0.246080598351616	0.353348873241828	0.472562044388236	0.42944252303197	-0.0431195213562663
0.200178833629194	0.274353796093268	0.235506045078312	0.204341014622569	-0.0311650304557438
0.269880938946026	0.372904332559991	0.383265300094942	0.343842252672269	-0.0394230474226728
0.180139242829934	0.245527360322103	0.171586484100425	0.146689949768147	-0.0248965343322774
0.243953345727508	0.327563969286044	0.291358036734729	0.247389035242821	-0.0439690014919086
0.247983374684704	0.333663433416602	0.271182892971096	0.232936716424227	-0.0382461765468693
0.25902912312164	0.352348643391705	0.385862743673191	0.328025074841799	-0.0578376688313914
0.258190676386045	0.372570341677085	0.303776104195299	0.285483322783908	-0.018292781411391
0.209824007476643	0.287982338939303	0.279499323142856	0.233937381680566	-0.0455619414622905
0.211241343695487	0.328722584109326	0.383919859059414	0.374483521882154	-0.00943633717725967
0.244995465934506	0.328898623514454	0.342221800463975	0.275380657118582	-0.0668411433453933
0.212406899088952	0.29527426021733	0.324653368016391	0.293308274026805	-0.0313450939895858
0.296152762230786	0.397614239402444	0.412730472893574	0.356693535772884	-0.05603693712069
0.206031280547657	0.287445643536092	0.286827253460397	0.260455830027126	-0.0263714234332712
0.192919142990522	0.261413918544885	0.340349651115775	0.300712982180208	-0.0396366689355669
0.217268529894743	0.301871702805447	0.368799706554374	0.318967213063603	-0.0498324934907712
0.268961936374793	0.386625463784469	0.364476340200711	0.326337861037926	-0.0381384791627851
0.202543594000953	0.270841117515603	0.236151733613559	0.211050523213517	-0.025101210400042
0.232028090770477	0.321899622432386	0.24092683226158	0.21192253889456	-0.0290042933670205
0.256829553013413	0.363232274473386	0.279460861486918	0.258298115177829	-0.0211627463090889
0.211465873314549	0.274517263645695	0.307188606072213	0.243746739758947	-0.0634418663132665
0.193986060572579	0.273338316506763	0.233934824560764	0.209593087112552	-0.0243417374482115
0.217372388602555	0.305705289946803	0.315237320301329	0.283512545092953	-0.0317247752083753
0.179934712193924	0.26120780834146	0.224288964474718	0.212990495989781	-0.0112984684849362
0.166129126384747	0.239072838103845	0.177367080306322	0.166836046277613	-0.0105310340287088
0.183414410032738	0.257632573986788	0.357109990525493	0.345423823401568	-0.0116861671239256
0.214642925419474	0.279115969876799	0.284415416435326	0.228786465886322	-0.0556289505490038
0.235765476889799	0.334915699641927	0.538974373576413	0.470560224614595	-0.068414148961818
0.209944538291596	0.286158504205316	0.406956290819143	0.352996153207089	-0.0539601376120536
0.233337623005543	0.327418570633246	0.333720817413073	0.285345639966415	-0.0483751774466571
0.281084677191373	0.40275005595698	0.46488923643515	0.414510660872939	-0.0503785755622113
0.37487579716325	0.510139068534608	0.429879352186057	0.373494216856806	-0.0563851353292514
0.263748099475411	0.356391392252458	0.339247272064378	0.29645265540173	-0.0427946166626487
0.220981228671124	0.301833788633265	0.216842294720352	0.185572925455546	-0.0312693692648064
0.22024732656777	0.299438720407648	0.331950054504101	0.295362753522725	-0.0365873009813762
0.239251232648356	0.333305325095086	0.373276718942098	0.331734405250495	-0.0415423136916029
0.229548574240751	0.318549617958207	0.379035292163742	0.339240281604134	-0.0397950105596085
0.268206167264813	0.360360436678301	0.381251202024942	0.310881927340938	-0.0703692746840042
0.2848875578817	0.38310437578475	0.291753496388956	0.243833608700925	-0.0479198876880317
0.167877490337337	0.238729508599312	0.285655277571106	0.255656638419798	-0.0299986391513084
0.320386189329167	0.445707587974494	0.31513640709585	0.270250764667312	-0.0448856424285378
0.187798072898109	0.268244166730626	0.35037866682321	0.31228287075721	-0.0380957960659998
0.240182755564461	0.335070785029423	0.405881069958382	0.350481598311111	-0.0553994716472714
0.237115674083162	0.333549428452135	0.374696809338991	0.340137590908686	-0.0345592184303045
0.146454929562371	0.211724942329698	0.197883217055999	0.180991189318182	-0.0168920277378172
0.204459721141792	0.271481870100712	0.264640227175977	0.217666783498619	-0.0469734436773574
0.176855149231057	0.240257083155013	0.176388633541358	0.155517872606032	-0.0208707609353267
0.177930168023543	0.254114428885741	0.217822114114552	0.21154986427861	-0.00627224983594232
0.184740446488914	0.261423112199068	0.290424205338617	0.249848401161369	-0.0405758041772473
0.218383892309887	0.298052972847885	0.36905611801325	0.32246873803028	-0.0465873799829702
0.331058115474386	0.471641357873809	0.305403533804577	0.282668220420406	-0.0227353133841713
0.226509123719329	0.31393422815533	0.296148230478894	0.260876215232388	-0.035272015246506
0.256569911503551	0.356536479503353	0.400870862865342	0.346457528568708	-0.0544133342966336
0.215572864145086	0.305852758271457	0.375663066856621	0.346808445957184	-0.0288546208994373
0.265001766795531	0.362422902162848	0.416688327579464	0.358102468547967	-0.0585858590314975
0.212695326546727	0.30430753303453	0.30772664342743	0.274800098447841	-0.0329265449795891
0.223156575126236	0.328605123095491	0.510665076616354	0.448484236009567	-0.0621808406067872
0.217057209772791	0.308300407668513	0.335122734599639	0.312068916088712	-0.0230538185109277
0.218660779852592	0.303128251340472	0.322847896914338	0.29459083677436	-0.0282570601399781
0.275818064093814	0.377211184125052	0.240004119704913	0.199748547243312	-0.0402555724616009
0.244070408196603	0.323067462857503	0.279615339155121	0.232418227819147	-0.0471971113359746
0.182109855758879	0.265041331345771	0.307519095655317	0.273395133750242	-0.0341239619050745
0.181152648543087	0.255690099639331	0.286809759606973	0.271678978950637	-0.015130780656336
0.246498786766735	0.342704007592314	0.349650740465462	0.302084023870493	-0.0475667165949687
0.219743240129023	0.310272926427495	0.391451138493332	0.348223467164768	-0.0432276713285638
0.189692625288812	0.258617105378144	0.272504010882626	0.233266824439326	-0.0392371864432994
0.260599408411358	0.35639861576629	0.313878215861824	0.256444967826756	-0.0574332480350677
0.16906711314208	0.23638155108924	0.403680516064048	0.357291199323138	-0.0463893167409094
0.196138361639848	0.284255018781434	0.365216662922906	0.340446523498734	-0.0247701394241724
0.199510880302591	0.269019214670569	0.162701380267353	0.144389335981752	-0.0183120442856013
0.17108605712449	0.226677499849145	0.263788154726978	0.219324150948911	-0.0444640037780673
0.225725933895176	0.327936016166	0.315847562688074	0.303316508134289	-0.0125310545537853
0.222295271800955	0.301990013737113	0.331926744610458	0.288938124799354	-0.0429886198111041
0.261051242924666	0.372089749767324	0.41266284847157	0.362347129122796	-0.0503157193487731
0.228167162972808	0.310021349867411	0.405739620601347	0.343139014848875	-0.0626006057524721
0.236507440578315	0.321263198453187	0.381168339506244	0.32156670335261	-0.059601636153634
0.21021384109126	0.27987075955276	0.271693212493876	0.233798412969848	-0.0378947995240279
0.237234984589285	0.329210199400185	0.369376270419768	0.322623796971651	-0.0467524734481163
