Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_unifre_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_unifre_C	Univariate_LR_delta_R2_unifre_C
0.523056797399231	9.95487123323865	0.573013634431829	0.0914819136235796	-0.481531720808249
0.614135409886244	8.60712531352375	0.314439208692839	0.028574866388625	-0.285864342304214
0.407994035512902	17.4942564342437	0.363185136067721	0.150477431976045	-0.212707704091675
0.378580363601828	13.5671469527872	0.382182435871709	0.150655399437813	-0.231527036433896
0.492842317305539	9.84319541858602	0.490669237603767	0.0912069835124668	-0.399462254091301
0.487472331826155	7.23628584426133	0.36955572379174	0.0495307858660501	-0.32002493792569
0.344235963006782	16.196562087598	0.404871347400619	0.243628975451605	-0.161242371949014
0.415883622917847	6.82648941108531	0.394050711580859	0.0602596416218125	-0.333791069959046
0.568751297229448	15.8105181421601	0.536631753876203	0.159331311564595	-0.377300442311607
0.492721170729951	15.9988034516131	0.535170584250188	0.172784838439844	-0.362385745810344
0.389093598998732	13.8609290189517	0.430210860353346	0.197882185778891	-0.232328674574455
0.395254988929184	20.7492378200686	0.527869198931146	0.287468567716016	-0.240400631215129
0.731248151616535	14.2781051691069	0.44288635895731	0.0654461827817456	-0.377440176175564
0.711586567083135	25.248459458224	0.44928677338383	0.130682356436131	-0.318604416947699
0.418189747966895	3.13540874704185	0.354722856787544	0.0175634173949111	-0.337159439392633
0.65316471288205	12.3008262214476	0.407753318722585	0.0542491803198352	-0.35350413840275
0.465687473485205	25.0038134498696	0.618221172657413	0.40833254875698	-0.209888623900433
0.510222115023883	14.2882379162782	0.392260811786471	0.15746384695093	-0.234796964835541
0.483361271585074	8.98751473906873	0.399639573991871	0.0711577640173049	-0.328481809974566
0.416167969643307	9.70772498158499	0.426936017979262	0.114577537527949	-0.312358480451313
0.364946760365957	7.21330695721753	0.427416150291631	0.110799463584717	-0.316616686706914
0.443643225896471	10.0662157637084	0.596059768633837	0.146883549700195	-0.449176218933641
