Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_elevation_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_elevation_R	Univariate_LR_delta_R2_elevation_R
0.222819522244156	0.000497531109700364	0.225790609005007	0.169895407468697	-0.0558952015363107
0.30323869358435	0.000746920881170606	0.251825580364646	0.236549577897281	-0.0152760024673644
0.205667273279815	0.000816582082920642	0.348586858615999	0.446486819085415	0.0978999604694156
0.198107318385253	0.000472553905445943	0.343317142018877	0.145236628533266	-0.198080513485611
0.266017256220056	0.00104429653002568	0.373164257482372	0.309385312612627	-0.0637789448697442
0.223004802734047	0.000462985696353782	0.452085105192932	0.186901943631948	-0.265183161560983
0.325693178625149	0.000926474013745405	0.469895501528423	0.324963315317517	-0.144932186210906
0.312788566151232	0.00102254147331321	0.400137607691373	0.319466326654285	-0.0806712810370879
0.263360018296483	0.000648353316776596	0.388001255005143	0.312720579514293	-0.07528067549085
0.253337589858094	0.000461284097546595	0.305782178200249	0.10697641294525	-0.198805765254998
0.276411448712494	0.000318066817442951	0.300161468778702	0.0365934852763081	-0.263567983502394
0.163793104152798	0.000381775064446875	0.340544575615153	0.212006377329718	-0.128538198285434
0.21068708672015	0.000514004759263417	0.382997249662793	0.195721155267562	-0.18727609439523
0.205096837255184	0.000590149692609525	0.161117493075028	0.151203334962306	-0.00991415811272217
0.201199870827006	0.00059542566300415	0.394514784874963	0.249825410082418	-0.144689374792546
0.260538936296584	0.000767410540015495	0.353927097924863	0.295005068581436	-0.0589220293434267
0.190867574689895	0.000527863256392218	0.333128451153511	0.321487179018044	-0.0116412721354668
0.180410147012328	0.000374191207051179	0.219906921992264	0.0814527908857978	-0.138454131106466
0.255426355962294	0.00108120400518563	0.298627472054518	0.515796461033348	0.21716898897883
0.197287392065138	0.000530885851641745	0.225581198976633	0.0884680482138112	-0.137113150762822
0.201639024924044	0.000453511698939072	0.338053924833599	0.186027168195733	-0.152026756637866
0.180680129653145	0.000503828786556412	0.222518713436317	0.0861116775875983	-0.136407035848719
0.246080598351616	0.000517861448919142	0.472562044388236	0.153411582351578	-0.319150462036658
0.200178833629194	0.000509979760396662	0.235506045078312	0.157921161182563	-0.0775848838957497
