Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Needle_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_Needle_R	Univariate_LR_delta_R2_Needle_R
0.500384782454601	0.100879608551053	0.529724608852601	0.189104265523762	-0.340620343328839
0.598734101977677	0.107237918060332	0.310465847319546	0.0752633474317915	-0.235202499887754
0.397733803848193	0.0420956654263503	0.362807603232674	0.0362518341908958	-0.326555769041778
0.379702274638744	0.0499330702499247	0.39258871916929	0.0587087621588137	-0.333879957010476
0.475676014185618	0.0868751302981119	0.475778044516905	0.125785663141932	-0.349992381374973
0.481567273429568	0.0899774032137399	0.362777139823593	0.0880904136366803	-0.274686726186912
0.426731519872568	0.0849487327522529	0.456431413562904	0.114516450126502	-0.341914963436402
0.402994589428909	0.0690144419735619	0.375760211549618	0.0777213958934542	-0.298038815656164
0.556105674539595	0.096360850809885	0.543590561639994	0.105182565484081	-0.438407996155913
0.485652799017552	0.0951562191794867	0.532394677901439	0.173448168318084	-0.358946509583355
0.389239481185579	0.0390774608588325	0.420633095893462	0.0636942661391767	-0.356938829754285
0.406869850896763	0.0808122065624323	0.523663905674913	0.146821177458241	-0.376842728216673
0.724099687231873	0.153690957359356	0.439337421967761	0.121140071879206	-0.318197350088554
0.69184430446921	0.173252957763009	0.441242287796801	0.156672494917432	-0.284569792879369
0.406754153301763	0.0910161541957967	0.338779133681712	0.104779047735593	-0.234000085946119
0.622013404250828	0.0980880247040831	0.386967759624676	0.0724215264769449	-0.314546233147731
0.4644906836007	0.120240526809125	0.616330709938815	0.196334984255566	-0.419995725683249
0.474161031452312	0.150485494817065	0.365748978641581	0.156880141121653	-0.208868837519928
0.484134689476405	0.133328491801455	0.404365580607366	0.1478539041387	-0.256511676468666
0.406192443450864	0.0670980982990896	0.410402333426672	0.0885270715512527	-0.32187526187542
0.431673433897665	0.0818809854736953	0.481153094265713	0.115722924609204	-0.365430169656509
0.435906408808703	0.128200823111912	0.578256834263428	0.260948609308482	-0.317308224954945
0.482186160281811	0.134708477156221	0.463957806884237	0.156619177896049	-0.307338628988188
0.35047244626973	0.0665586978091883	0.450195550687902	0.116375493844762	-0.33382005684314
0.456026497921207	0.135283574369215	0.411078775608758	0.192699910692028	-0.21837886491673
0.498496156873473	0.134877203549672	0.368703749461164	0.0982819220626976	-0.270421827398467
0.429520856533532	0.0592265589353679	0.469670388365547	0.084144342097442	-0.385526046268105
0.549097979092012	0.0897849859349128	0.458935834449754	0.0885064451554621	-0.370429389294292
0.393824641263865	0.0687482068916546	0.336190937411826	0.0451167702654922	-0.291074167146334
0.363273053838869	0.0566640222944868	0.432840580789488	0.0662891521327326	-0.366551428656756
