Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_gcrop_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_gcrop_C	Univariate_LR_delta_R2_gcrop_C
0.509348634063282	0.664290358118814	0.501592752472326	0.497816232863514	-0.00377651960881209
0.161277939848129	0.221331131942658	0.128795083744666	0.147506133480351	0.0187110497356847
0.315069315823578	0.44738476063623	0.171460156214606	0.187853443585543	0.0163932873709366
0.181228010384823	0.252870626642916	0.194462916269028	0.216937261133642	0.022474344864614
0.0807262044704342	0.129293650911398	0.0155085973033488	0.0231141740635714	0.00760557676022257
0.264527871520785	0.342851167764543	0.335467567228521	0.396928314300985	0.0614607470724632
0.351783052979205	0.4506587524777	0.392980579391446	0.440652438765908	0.0476718593744627
0.266439706225198	0.363470927068949	0.307177978213235	0.329827276064475	0.0226492978512393
0.200535996575834	0.28210545022685	0.129583487887477	0.144141220337427	0.0145577324499507
0.285993986073786	0.394258109246012	0.414382956180605	0.442588556309057	0.028205600128452
0.389843653990515	0.536320628351566	0.233513714640596	0.293496774984941	0.0599830603443453
0.28978942822516	0.385474414661772	0.0860889049763043	0.0951262983613646	0.00903739338506039
0.203299055438912	0.287373573260744	0.160772201373582	0.191165414242679	0.0303932128690976
0.246282500717424	0.355492366116083	0.213465450274872	0.257057886691444	0.0435924364165715
0.228643762567207	0.330492900638013	0.156573133785999	0.182218987209641	0.0256458534236421
0.0951818943085608	0.160606137237748	0.0173173966451589	0.0298719132531846	0.0125545166080256
0.325869211709431	0.429699927067847	0.477480433085215	0.48030565195426	0.00282521886904502
0.329931354673836	0.467731348177014	0.263121542323268	0.303631882739221	0.040510340415953
0.357355679266791	0.451476057961321	0.72968425213064	0.73136703468587	0.00168278255523069
0.0595397877392208	0.0890061587044769	0.0182528021468278	0.0232199316833888	0.00496712953656096
0.258026002031862	0.361248409622573	0.144083455553165	0.161992536348486	0.0179090807953206
0.287675192226792	0.384919212860226	0.570973876532829	0.616319875892813	0.0453459993599838
0.458449070804559	0.583753872803669	0.548233437375058	0.572284581652789	0.02405114427773
0.216714014042273	0.307960460123021	0.159776713300561	0.208019832799484	0.0482431194989238
0.543467409014854	0.766842304750537	0.353862621749971	0.393510702509557	0.0396480807595853
0.532350643706609	0.725957151799285	0.474401068708889	0.530882692339893	0.0564816236310047
0.0956356568589826	0.152857571050183	0.0352525975724388	0.0498731904410558	0.0146205928686169
0.410587611235948	0.577632692282329	0.460330754989065	0.473184148067476	0.0128533930784104
0.45643201535401	0.550849324227516	0.347806990861149	0.345031260168523	-0.00277573069262671
0.2267030072019	0.314457290268155	0.152422384347048	0.171620539022683	0.0191981546756349
0.272262424192691	0.397958409461525	0.179146411499781	0.216426602198835	0.0372801906990538
0.169519492866542	0.261458551681197	0.0629110608516909	0.0839326292477472	0.0210215683960563
0.205512425829247	0.292979475613971	0.0271402170780602	0.0374727363635758	0.0103325192855156
0.411730807170089	0.517504358095352	0.573260957959234	0.605785404861793	0.0325244469025587
0.742662107165122	0.952806002877603	0.632117567918354	0.61506716906149	-0.0170503988568643
0.253939159458204	0.350130097221741	0.0630191665679134	0.0807665049092748	0.0177473383413614
0.205016294734511	0.281586211960461	0.112754797957632	0.127976623780763	0.0152218258231309
0.288165709335759	0.409236591233466	0.179372333072955	0.229801742073059	0.050429409000104
0.318677493092491	0.424691869051779	0.345777667103719	0.368773869362799	0.0229962022590797
0.337823212762906	0.459561925145973	0.194656666488565	0.224253035889014	0.0295963694004498
0.512546259455603	0.725661402873256	0.236034445797476	0.308606673629974	0.0725722278324981
0.465287785152358	0.623626536132451	0.474044921078902	0.538498428270326	0.0644535071914233
0.179382993457596	0.297980823095369	0.0586173811693954	0.0971211988425775	0.0385038176731822
0.527047809155911	0.654727696110074	0.366630750289874	0.405085355092594	0.0384546048027197
0.257420569318673	0.343757244736002	0.297651367200353	0.312018997205483	0.0143676300051305
0.288293723783326	0.398699994817644	0.0828206745148953	0.105835628574221	0.0230149540593252
0.28465415537388	0.380748032776152	0.11248343066316	0.126976910727573	0.0144934800644136
0.125700427714017	0.186675763897663	0.065873302570368	0.0910756389781049	0.0252023364077369
0.292531297135728	0.408038657723637	0.389610179216604	0.408659530930169	0.0190493517135653
0.459422156617499	0.611843018278683	0.43399152296117	0.499963803567903	0.0659722806067334
0.250925461615483	0.32704917010972	0.274639844389712	0.289246375801894	0.014606531412182
0.218539362889769	0.312891701320089	0.11329977928515	0.130403412154072	0.0171036328689215
0.379183007871704	0.473749124837979	0.45503270320628	0.491338838722739	0.0363061355164585
0.312295425742977	0.445920592379866	0.278578059648626	0.311724518943631	0.0331464592950048
0.187279851952955	0.26439338357652	0.248456006330683	0.26469219660811	0.0162361902774263
0.386742593527444	0.512951903781353	0.559847042504585	0.607554989125881	0.0477079466212956
0.0816354334142884	0.131824723172324	0.0372522299117817	0.0569903482506542	0.0197381183388724
0.205162809255206	0.273705289888616	0.127003939374187	0.13279748384315	0.00579354446896302
0.534877697540481	0.627669788742501	0.475234948018741	0.463501014201937	-0.0117339338168036
0.524443344329959	0.65120181270632	0.315890628503158	0.309654259593598	-0.00623636890956064
0.182624165442694	0.244793719808085	0.293236689272095	0.31990982086079	0.026673131588695
0.46536389790376	0.600636505092094	0.704730259953136	0.733887006489193	0.0291567465360575
0.21080898835795	0.282485830062456	0.117591289382853	0.140526974785543	0.0229356854026903
0.351155648161095	0.485622943593463	0.286401072327671	0.292890339409097	0.006489267081426
0.327571675694138	0.437044793658167	0.533307636713373	0.552042766305596	0.0187351295922232
0.233200568765292	0.33262976151945	0.133963699615823	0.168804185427045	0.0348404858112223
0.482422767048615	0.628752875936556	0.534947914747182	0.587011308547881	0.0520633938006997
0.116453351562414	0.187225898311988	0.0207045032528459	0.033179628473972	0.0124751252211261
0.315935447005173	0.426492182831293	0.169484117342249	0.176127529665263	0.00664341232301402
0.512148254079097	0.75798864616999	0.117654359147752	0.159071873998945	0.0414175148511935
0.38496430993838	0.552703243391535	0.158953400262828	0.17662717146398	0.0176737712011518
0.0745262257121674	0.114821260931915	0.0336399952140643	0.0519766129597264	0.0183366177456621
0.208847155635344	0.281012921348497	0.450123714677371	0.482927599210999	0.0328038845336286
0.091711883034598	0.142024190279094	0.0182531492605099	0.0235843729125166	0.0053312236520067
0.266412811878833	0.35021168655799	0.148019450137879	0.171334175211399	0.0233147250735204
0.150080250375363	0.22536814509214	0.0932652839737941	0.111176161109967	0.0179108771361732
0.797757940743428	1.05276908753661	0.585990322100777	0.646135568610695	0.0601452465099178
0.179726118098721	0.249821445515436	0.162659229382207	0.18457393505679	0.0219147056745832
0.139250232655665	0.19801097095303	0.129568073407926	0.152687935185651	0.0231198617777253
0.349366857097869	0.472123657038005	0.43853509312949	0.489959858981003	0.0514247658515125
0.548151276506386	0.717562818368663	0.308077163963569	0.314832069877333	0.00675490591376349
0.205476477101373	0.283237125893153	0.0815720134127531	0.1049647756509	0.0233927622381471
0.284496549234635	0.422826641996007	0.144164848573463	0.191367987960668	0.0472031393872049
0.444600130039371	0.598945184868605	0.105055517649688	0.118858634866779	0.0138031172170908
0.297562065011571	0.410081672152315	0.270657402677992	0.306244070154491	0.0355866674764987
0.185649911898132	0.245894930418962	0.227488978116421	0.236950077775167	0.00946109965874684
0.0695383293671997	0.110080100374483	0.0108048581581946	0.0150391090353704	0.00423425087717578
0.272103874215064	0.383373203071012	0.245951519491312	0.304712069977738	0.0587605504864268
0.179020812311324	0.287692608700337	0.0687441199386095	0.0992170442705012	0.0304729243318917
0.292483304093323	0.373519323815845	0.310364118465681	0.348486001954886	0.038121883489205
0.0723397597188497	0.115274251876587	0.023930926219807	0.0344408215268587	0.0105098953070517
0.452441005660505	0.62223445559393	0.11312837263029	0.136535486775291	0.0234071141450011
0.200560304435114	0.262519027344481	0.208301946091325	0.200722261664365	-0.00757968442695986
0.256869819384707	0.359565795071246	0.11461938815483	0.137899497351339	0.0232801091965098
0.207897321498185	0.313651243592295	0.13102481403694	0.166803309071967	0.0357784950350269
0.33624397018646	0.417470908747887	0.401306824480411	0.366760127027938	-0.0345466974524721
0.589060614184412	0.731490407919377	0.448338841216864	0.452030361416322	0.00369152019945834
0.146729605269791	0.228831892199746	0.0438009509916143	0.0658744163672254	0.0220734653756111
0.291677921082665	0.423033035842319	0.217103056643822	0.271020023730506	0.0539169670866834
0.257026795131185	0.4035755035198	0.155204793592837	0.213110139666301	0.0579053460734638
