Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_wetland_new_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_wetland_new_R	Univariate_LR_delta_R2_wetland_new_R
0.150294144888943	0.0914018587793398	0.389521083695371	0.2515828307568	-0.137938252938571
0.143593909798947	0.116338525940578	0.423430126884949	0.378885438521293	-0.044544688363656
0.15061894103494	0.125818094138965	0.331484844169957	0.316681786826702	-0.0148030573432558
0.148576166066141	0.125654675233269	0.390941318591431	0.354335589783035	-0.0366057288083958
0.136401569212955	0.054807477031599	0.357528677260502	0.155647094063436	-0.201881583197066
0.134127674343893	0.105134740652901	0.32971238215861	0.294861997937787	-0.0348503842208234
0.155246281623498	0.0808371457211771	0.307810920976839	0.191562821807021	-0.116248099169818
0.118124156484011	0.100243294213924	0.395519150074584	0.368617899066709	-0.0269012510078745
0.173663792507994	0.152102483709562	0.381067962919539	0.383818921502011	0.00275095858247204
0.141717003654262	0.112018516922432	0.462994970921833	0.38406131586929	-0.0789336550525429
0.1248543618432	0.106561097627743	0.3023738236271	0.266697066540875	-0.0356767570862249
0.185951839082199	0.14894559807716	0.451731478046589	0.384455637572485	-0.0672758404741042
0.16827204482073	0.0810881567065046	0.377446566741196	0.18224045154314	-0.195206115198056
0.141007712121329	0.119287316563246	0.414322088181413	0.371351157578953	-0.0429709306024603
0.134285208095496	0.11449859413677	0.42126106600512	0.410762083556641	-0.010498982448479
0.130485065667798	0.0996931632475654	0.397431450318772	0.341081490474726	-0.0563499598440461
0.122077020091902	0.113291408969087	0.351000756325241	0.345536297143174	-0.00546445918206778
0.12256456536343	0.10261811230172	0.47115990825344	0.401391622287071	-0.0697682859663689
0.130175000291867	0.107423482410193	0.376244120086942	0.321864127058601	-0.0543799930283406
0.0940123060316543	0.0654431154574153	0.24100468566144	0.162210284937184	-0.0787944007242565
0.148576611784257	0.128700827073083	0.445714019494216	0.403614047924166	-0.0420999715700505
0.134391383250664	0.120077130460578	0.456806811127234	0.450823773852812	-0.00598303727442179
0.142305594922317	0.109867794796467	0.330458400866036	0.285302993577848	-0.0451554072881879
0.0889051014579	0.0786393093611708	0.266434951177938	0.262093424428575	-0.00434152674936289
0.124472548285108	0.103151346595871	0.378826194901623	0.339648425633609	-0.0391777692680146
0.115314910707885	0.102605091969823	0.408539944472711	0.398168085913925	-0.0103718585587857
0.164212736618157	0.142910728086958	0.477516437650846	0.44567634345639	-0.0318400941944559
0.13198902519245	0.108972158636794	0.313350476519462	0.28382572789011	-0.0295247486293517
0.16368540879387	0.14528944733825	0.398114360099934	0.39194198654125	-0.00617237355868316
0.128529485068277	0.102916634240259	0.308367486609988	0.261022895571382	-0.0473445910386065
0.109898781805898	0.0988102186244267	0.258932771511624	0.25371100202806	-0.00522176948356401
0.138852734175035	0.0934213057495369	0.392183428860997	0.268693234293704	-0.123490194567294
0.147276902921486	0.122176261254333	0.431945154610262	0.385758895798132	-0.0461862588121293
0.129163515655302	0.107624812705139	0.372435567721388	0.331154836313103	-0.0412807314082845
0.12692172532029	0.0942525893747859	0.415961494822651	0.351975347613382	-0.0639861472092685
0.135787786153781	0.107600142992877	0.476262426393731	0.403466272733301	-0.0727961536604296
0.140733327238492	0.0733342027352368	0.556004129907417	0.289763610603234	-0.266240519304183
0.129607834256173	0.1116593330488	0.409368574888041	0.395044546607418	-0.0143240282806227
0.135478336725239	0.113369816880547	0.410508198480178	0.418219501515146	0.00771130303496731
0.104801394527245	0.0859627567154835	0.287285254424253	0.262269485043954	-0.0250157693802993
0.184576429177755	0.124583405878895	0.347591748171556	0.261021903071446	-0.0865698451001101
0.125739103304071	0.105431885089039	0.325718230028139	0.291672474868739	-0.0340457551593998
0.108173393362846	0.0963105368071753	0.34286025262696	0.339081947551414	-0.00377830507554566
0.109772319157903	0.0940630069305778	0.344956972434441	0.319146129416182	-0.0258108430182587
0.101449090491779	0.0863296579206703	0.303907473751925	0.270219204386264	-0.0336882693656605
0.101335441074475	0.0636220064881641	0.341886147598576	0.270284246075777	-0.0716019015227987
0.160446051979963	0.12233134598067	0.392144250373267	0.302952943815902	-0.0891913065573653
0.166515374013388	0.123717420740575	0.368209913590686	0.280786719252675	-0.0874231943380115
0.11082735887724	0.0832746657147013	0.275202527851895	0.20001396633901	-0.0751885615128857
0.11413279946993	0.100476531181812	0.354463279699986	0.355518473572054	0.00105519387206804
0.164042313377259	0.131793900950194	0.447953533953337	0.37896162112455	-0.0689919128287865
0.134538909177353	0.116701232602514	0.398434881653583	0.381466778393792	-0.0169681032597906
0.167864480969321	0.140593466514224	0.414063614380246	0.374853335473734	-0.0392102789065116
0.130142501566864	0.10954014233311	0.346182613443141	0.322298477990401	-0.0238841354527398
0.177004193142891	0.0701771434659765	0.516668497917504	0.22819909784375	-0.288469400073754
0.14142716250449	0.115570734161131	0.410096496882491	0.372064134570891	-0.0380323623116005
0.115175501740913	0.103027962275639	0.438280052686114	0.440274603370032	0.00199455068391818
0.11770775481523	0.0967108504347313	0.408112127208109	0.341740927701576	-0.0663711995065328
0.0867994449824022	0.0702769983633129	0.255926927831648	0.204252182502907	-0.0516747453287408
0.135108104602073	0.11285110233635	0.378987912988676	0.340041168853534	-0.0389467441351417
0.148361908571459	0.120006068093005	0.442696501892419	0.363047109481368	-0.0796493924110512
0.133059345339793	0.114439456515693	0.381137641209691	0.371463731053738	-0.00967391015595287
0.116685066227607	0.102955004443494	0.343897309403295	0.306766503591116	-0.0371308058121793
0.182348535868798	0.140721687048519	0.498443243812007	0.422246921290891	-0.0761963225211167
0.16586862579374	0.129541059016536	0.430358054294178	0.378256161404784	-0.0521018928893937
0.112778155627521	0.101184593362914	0.408372761941447	0.41246944679431	0.00409668485286224
0.150993107448069	0.130501171725135	0.337686203019005	0.318440472264387	-0.019245730754618
0.136403500858624	0.131500225632888	0.348641642649928	0.38729705484817	0.038655412198242
0.124280591984046	0.102235241138342	0.336235478912367	0.285818322516629	-0.0504171563957375
0.133658570275105	0.114393307012464	0.338975152182006	0.328181783842858	-0.0107933683391477
0.122242128033875	0.106978731573582	0.318689215192691	0.316823005789676	-0.00186620940301568
0.120496163244956	0.106288706578148	0.335753214759489	0.322317166999072	-0.0134360477604167
0.110004677090517	0.0894990987870597	0.325791873027249	0.272732891968485	-0.0530589810587641
0.181431125387418	0.150644272655867	0.474818025108958	0.414233761311351	-0.0605842637976072
0.126774545959099	0.109344820153981	0.343913615433409	0.337358772111795	-0.00655484332161427
0.124279681786005	0.105815796140082	0.406775454353056	0.359306034875617	-0.047469419477439
0.148586638167353	0.112705998624881	0.429899293760954	0.342226216790163	-0.0876730769707911
0.131345193517456	0.117928552212038	0.52595737351059	0.520937164588298	-0.0050202089222916
0.112252539404252	0.103135700523843	0.330747805809127	0.350998291754006	0.0202504859448791
0.121409244935771	0.102284753923894	0.381564647254169	0.349551876693433	-0.0320127705607363
0.138644211440203	0.127865932225116	0.396697409611064	0.407463321643946	0.0107659120328819
0.132024449623663	0.106545530161296	0.325445237787266	0.28890186648484	-0.036543371302426
0.111622361331469	0.0305543681566873	0.323083681223233	0.094541611737263	-0.22854206948597
0.125707223790639	0.106409854526812	0.410386671888949	0.376470627610151	-0.0339160442787985
0.139297485914638	0.13271962031581	0.442613717073891	0.482784734771808	0.0401710176979169
0.128207177271483	0.112309373128305	0.386081536053489	0.378046436399052	-0.00803509965443672
0.137800698400502	0.108609657400824	0.4375015323781	0.363809351172033	-0.073692181206067
0.155769560449483	0.143008403643007	0.498097476233209	0.529344422595064	0.031246946361855
0.152300879830569	0.12756092106315	0.491711267282355	0.437835803576711	-0.0538754637056447
0.116887617659909	0.111642157920642	0.416653969283347	0.453278153118636	0.0366241838352891
0.127958896704205	0.115200050167296	0.359036306361122	0.375264533794682	0.0162282274335604
0.112945335414097	0.0965702683718585	0.426600351554637	0.385011756028079	-0.0415885955265577
0.133479937822762	0.0425677071251792	0.370344023264464	0.12082243472637	-0.249521588538094
0.129178672334723	0.109530902314192	0.4537475173009	0.398495341593593	-0.0552521757073063
0.130636158972432	0.109659000926326	0.33828644581672	0.295042039844774	-0.0432444059719455
0.123233428047445	0.106074993195515	0.401808198790424	0.367060835417253	-0.0347473633731702
0.146437519152071	0.109612527263835	0.323240179001803	0.258802296954734	-0.0644378820470694
0.135778070287131	0.101977602130939	0.355080378786657	0.278741108367768	-0.0763392704188894
0.136832968951474	0.1129528600175	0.410132866658084	0.344656832505701	-0.0654760341523829
0.142945516926721	0.116187925677365	0.433650345184406	0.372924317655492	-0.0607260275289143
