Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Mixed_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_Mixed_C	Univariate_LR_delta_R2_Mixed_C
0.500384782454601	0.466939545345578	0.529724608852601	0.0308744343894496	-0.498850174463152
0.598734101977677	0.32700687205365	0.310465847319546	0.00563324701741678	-0.304832600302129
0.397733803848193	0.624902362622133	0.362807603232674	0.054229835634997	-0.308577767597677
0.379702274638744	0.523513622634007	0.39258871916929	0.0410459559451041	-0.351542763224186
0.475676014185618	0.456909911946647	0.475778044516905	0.0278712084156022	-0.447906836101303
0.481567273429568	0.523614776741966	0.362777139823593	0.0243655052566999	-0.338411634566893
0.426731519872568	0.592960043608728	0.456431413562904	0.0488529893273887	-0.407578424235516
0.402994589428909	0.413754193598925	0.375760211549618	0.0219283229408992	-0.353831888608719
0.556105674539595	0.661457191905726	0.543590561639994	0.0431329127539764	-0.500457648886018
0.485652799017552	0.702304293016367	0.532394677901439	0.0661900782537738	-0.466204599647665
0.389239481185579	0.426820035766991	0.420633095893462	0.0242630594988995	-0.396370036394563
0.406869850896763	0.610508293561834	0.523663905674913	0.0521499754324349	-0.471513930242479
0.724099687231873	0.613094736855215	0.439337421967761	0.0132914812597771	-0.426045940707983
0.69184430446921	0.715796656829883	0.441242287796801	0.0248620356058543	-0.416380252190947
0.406754153301763	0.508687506457232	0.338779133681712	0.0260681992785064	-0.312710934403206
0.622013404250828	0.429683971725343	0.386967759624676	0.0105652390495714	-0.376402520575104
0.4644906836007	0.665479830411483	0.616330709938815	0.0474513227094089	-0.568879387229406
0.474161031452312	0.755115584455473	0.365748978641581	0.0529984956138205	-0.31275048302776
0.484134689476405	0.456029021633171	0.404365580607366	0.0196584133682726	-0.384707167239093
0.406192443450864	0.509607701015554	0.410402333426672	0.0394996372978216	-0.370902696128851
0.431673433897665	0.643816268181661	0.481153094265713	0.0549062223821736	-0.426246871883539
0.435906408808703	0.546693443882954	0.578256834263428	0.0446586988229935	-0.533598135440434
0.482186160281811	0.479349609413568	0.463957806884237	0.0232602673921723	-0.440697539492065
0.35047244626973	0.519591752317836	0.450195550687902	0.0402700125619199	-0.409925538125982
0.456026497921207	0.529470698720738	0.411078775608758	0.0342355216614894	-0.376843253947269
0.498496156873473	0.709661670694849	0.368703749461164	0.0455254648242965	-0.323178284636868
0.429520856533532	0.50634215831544	0.469670388365547	0.0335969312677012	-0.436073457097846
0.549097979092012	0.626851801477673	0.458935834449754	0.0309115411042632	-0.428024293345491
0.393824641263865	0.713725929669301	0.336190937411826	0.0431771302306972	-0.293013807181129
0.363273053838869	0.463132910361992	0.432840580789488	0.046960254773147	-0.385880326016341
0.40823964259397	0.545087718927505	0.421260825303892	0.0433801792701095	-0.377880646033783
0.362557138031507	0.583467532833341	0.39535641686789	0.0468110902991458	-0.348545326568744
0.350429342803703	0.456221347578712	0.408250401668753	0.0428041164986254	-0.365446285170128
0.38654895135973	0.778298555973964	0.468821021312595	0.10914145704757	-0.359679564265025
0.350262757682986	0.437233006899441	0.426564492835173	0.0419379329722259	-0.384626559862947
0.384003525015585	0.61668884877045	0.460603493204345	0.0705907879564175	-0.390012705247928
0.782976204893794	0.75902789335136	0.517983684916841	0.0229990762360685	-0.494984608680773
0.429921587824571	0.479165809059747	0.42763785839022	0.0404442856151591	-0.387193572775061
0.601550419709332	0.789659852647789	0.271673010477295	0.0239606140525378	-0.247712396424757
0.437938487407643	1.00039758321657	0.350973545675491	0.0897711685295524	-0.261202377145939
0.463057526076243	0.405362480611552	0.49810171486629	0.0218100032563963	-0.476291711609893
0.570633711838618	0.720612960450912	0.367523319253551	0.0310421448750389	-0.336481174378512
0.471344825821115	0.749472104251477	0.504167203690353	0.0599305282258001	-0.444236675464552
0.291484590419602	0.441026841907463	0.278041608887947	0.042006538982015	-0.236035069905932
0.349076385844539	0.608638922068361	0.328629981761808	0.0581183008441741	-0.270511680917634
0.352169866054658	0.653161560833276	0.423838106044178	0.076887911807807	-0.346950194236371
0.637857495274072	0.320734014475044	0.306167313362339	0.00482204820905317	-0.301345265153286
0.518247310515415	0.543103187661073	0.408857281480034	0.0208883978185476	-0.387968883661487
0.458480056801202	0.407444290892029	0.344433985112679	0.0108372514196028	-0.333596733693076
0.595715418574304	0.662711688639239	0.466525849208692	0.0254099398812983	-0.441115909327394
0.425908958064217	0.902195232316832	0.492623525085882	0.0931422272992672	-0.399481297786615
0.365895239883394	0.705751785784035	0.436113431006194	0.0809733286908707	-0.355140102315324
