Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_GDP_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_GDP_C	Univariate_LR_delta_R2_GDP_C
0.149288391833737	13270925.0314725	0.38750095108383	0.230234807569808	-0.157266143514023
0.143565140668114	10658981.0899028	0.422990523752405	0.227709559526236	-0.195280964226169
0.150132237850019	11174387.2330615	0.330987636129849	0.148881345845987	-0.182106290283861
0.148278130952505	12644819.378306	0.390775510220833	0.212317034541082	-0.178458475679751
0.136401569212955	12035346.5928014	0.357528677260502	0.216935485253266	-0.140593192007236
0.142400007698675	11897524.672651	0.344323554655852	0.201066148942728	-0.143257405713124
0.154520460036645	12892695.8834636	0.294610580905592	0.154056317631576	-0.140554263274016
0.118731900775531	9068420.01214378	0.414342897458967	0.163132840079049	-0.251210057379917
0.173506319134088	15751039.6796898	0.381396564069904	0.250363498530224	-0.13103306553968
0.140972515347768	12757172.3518368	0.457758620280468	0.214060053638975	-0.243698566641494
0.121754163115788	8661111.22633231	0.290788365576295	0.120276122775622	-0.170512242800673
0.185293063068186	13855445.4439786	0.449509522926455	0.206483367839232	-0.243026155087222
0.16958563091414	13810953.2028348	0.380483125026662	0.205130011325128	-0.175353113701535
0.133179655123498	9898865.28266327	0.352158333743793	0.142601673821882	-0.209556659921911
0.133967017789341	11216325.7854564	0.420976909546387	0.223788426555784	-0.197188482990604
0.134100123371274	12146496.1308205	0.388420795493179	0.24399631536697	-0.144424480126209
0.121748830569631	11290664.5105858	0.35379141326986	0.151458768978379	-0.202332644291481
0.122420030009725	11543107.5848641	0.471212615187751	0.211019782380835	-0.260192832806917
0.129892247565494	9699782.85091831	0.374379865757091	0.123814513455467	-0.250565352301624
0.0930757512279394	6557646.44642617	0.237241136449585	0.0958915750753779	-0.141349561374207
0.14813790410505	14278665.9693892	0.444939079400201	0.273358440341735	-0.171580639058466
0.133802533498321	11715968.9837276	0.455815724520116	0.225171725900668	-0.230643998619448
0.142305594922317	12131252.9362362	0.330458400866036	0.18835988397623	-0.142098516889806
0.0887228017934336	8727606.54784139	0.266479568252722	0.14578678239929	-0.120692785853432
0.124371165186961	10533910.1910997	0.379994933594854	0.183391661290168	-0.196603272304686
0.115314910707885	10803666.9782673	0.408539944472711	0.201200652654902	-0.207339291817809
0.164480358950396	13558933.5233023	0.478409500929005	0.22810637344905	-0.250303127479955
0.131927606879239	10167162.9906737	0.312583252273957	0.139115146341201	-0.173468105932756
0.163364605779724	13937267.8563645	0.397965093440934	0.219550325678616	-0.178414767762318
0.128488066173242	12520792.5393526	0.308694803993136	0.229564878769642	-0.0791299252234942
0.109899884083127	9334694.6427105	0.261731792042296	0.12109726747066	-0.140634524571635
0.139782172883468	14870257.260052	0.399832542574561	0.289073224040242	-0.110759318534318
0.151917185130587	10254891.5243531	0.43489317554276	0.158701346355543	-0.276191829187218
0.127856798627124	9876626.58017088	0.365238887670024	0.185512783449361	-0.179726104220664
0.127385026029576	9057585.35765549	0.420539473938722	0.149792421663063	-0.270747052275659
0.135787786153781	12586134.5940983	0.476262426393731	0.269024400565159	-0.207238025828571
0.141633991420641	10642595.6827736	0.564210955983479	0.21348656789683	-0.350724388086649
0.129607834256173	9829582.87614122	0.409368574888041	0.18156935690292	-0.227799217985121
0.132944270932632	12743854.4264738	0.432055155531017	0.264668264581602	-0.167386890949415
0.104609805229639	7470064.65510882	0.28731324429355	0.0919986867832703	-0.195314557510279
0.194696156329604	24644794.3381638	0.347063920800137	0.241707141547612	-0.105356779252525
0.125582901738989	12299131.4286046	0.325810898955677	0.201409954205705	-0.124400944749972
0.108446766270481	8463498.24705759	0.345648221153302	0.160720349722934	-0.184927871430368
0.109533638910539	11996007.0721039	0.344919096770973	0.207427237378565	-0.137491859392409
0.101019909898652	6718490.22689262	0.304323978603936	0.0998789736157032	-0.204445004988233
0.101271374835581	9750942.70679949	0.342399613724819	0.126723123219797	-0.215676490505022
0.16167411389264	17413545.4480196	0.3885753279518	0.352683509054547	-0.035891818897253
0.165683645034129	14373002.6106865	0.367353503040451	0.211592946847225	-0.155760556193227
0.110942654879379	9013525.00799925	0.275471378068811	0.138352517906508	-0.137118860162303
0.11413279946993	8958292.52473669	0.354463279699986	0.174428840077167	-0.180034439622819
0.167150258214366	15797453.7459645	0.448748873696486	0.280048014220453	-0.168700859476034
0.134538909177353	12447575.2432118	0.398434881653583	0.247883956152646	-0.150550925500937
0.169519310061723	29280011.0640704	0.409593612986219	0.364870531626368	-0.044723081359851
0.129699280221307	12268307.68498	0.344560824373908	0.162311188632468	-0.18224963574144
0.178409181815698	15698010.1685509	0.509091357741673	0.325448195753546	-0.183643161988127
0.144389546158218	12095637.834555	0.426240087968681	0.174125821764039	-0.252114266204642
0.115092081599442	9640950.58892192	0.438469724867065	0.152346412017044	-0.286123312850021
0.117553718209342	11395357.3473416	0.408232609205974	0.252868563171036	-0.155364046034938
0.0867008690427266	5939514.69339069	0.255909997458965	0.0856891207694928	-0.170220876689472
0.135108104602073	10962971.9291621	0.378987912988676	0.144302807210978	-0.234685105777698
0.148353431941047	12579003.4968919	0.443471319751828	0.20929265715059	-0.234178662601238
0.133060636348565	11166910.0575616	0.382061752010204	0.188690055578664	-0.19337169643154
