Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_gflsu_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_gflsu_R	Univariate_LR_delta_R2_gflsu_R
0.509348634063282	0.509392433736566	0.501592752472326	0.501774855876059	0.000182103403732259
0.161277939848129	0.161278678724642	0.128795083744666	0.128803821474776	0.00000873773011009216
0.315069315823578	0.315065208872777	0.171460156214606	0.171461113376275	0.000000957161669035145
0.181228010384823	0.181228769257696	0.194462916269028	0.1944718808959	0.00000896462687147159
0.0807262044704342	0.0807261565626149	0.0155085973033488	0.0155089190411238	0.000000321737775005326
0.264527871520785	0.264522829310711	0.335467567228521	0.335474132060804	0.0000065648322821743
0.351783052979205	0.351776553130008	0.392980579391446	0.393005588785876	0.0000250093944305085
0.266439706225198	0.266439144429818	0.307177978213235	0.307205561711732	0.0000275834984970191
0.200535996575834	0.200529862357078	0.129583487887477	0.129579808712253	-0.00000367917522328676
0.285993986073786	0.285994667711158	0.414382956180605	0.414391206969922	0.00000825078931693257
0.389843653990515	0.389832915687401	0.233513714640596	0.233511459585914	-0.00000225505468123832
0.28978942822516	0.289792292656263	0.0860889049763043	0.0860936133491757	0.00000470837287148973
0.203299055438912	0.203282994074971	0.160772201373582	0.160763879495221	-0.00000832187836033449
0.246282500717424	0.246278965307506	0.213465450274872	0.213477142140262	0.0000116918653894904
0.228643762567207	0.228634133970228	0.156573133785999	0.156575435751659	0.00000230196565925711
0.0951818943085608	0.0951799052547263	0.0173173966451589	0.0173177907309741	0.000000394085815161316
0.325869211709431	0.325843721907388	0.477480433085215	0.477456548351336	-0.0000238847338792647
0.329931354673836	0.329933586812302	0.263121542323268	0.263134382064858	0.0000128397415892212
0.357355679266791	0.357342235160421	0.72968425213064	0.729679400800453	-0.00000485133018635064
0.0595397877392208	0.0595383108226259	0.0182528021468278	0.0182524022823104	-0.000000399864517396792
0.258026002031862	0.258025901037141	0.144083455553165	0.144087650991569	0.00000419543840399217
0.287675192226792	0.287679909388639	0.570973876532829	0.571001117348487	0.0000272408156576365
