Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Shrubs_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_Shrubs_C	Univariate_LR_delta_R2_Shrubs_C
0.151037596253434	0.148957340343571	0.388325426211782	0.238546199365603	-0.149779226846179
0.142351138918963	0.134035829415974	0.436539917974483	0.249888668776311	-0.186651249198172
0.15061894103494	0.153459437969767	0.331484844169957	0.19568057086051	-0.135804273309447
0.149109501396845	0.149147569922481	0.391100929521009	0.220356863440821	-0.170744066080188
0.138266030192787	0.170866506461599	0.356658123281561	0.258449675427167	-0.0982084478543945
0.134413272461843	0.131792583198911	0.330923808029505	0.184150519229054	-0.146773288800451
0.155307271787103	0.162035841618066	0.310004758301913	0.240619405925136	-0.0693853523767767
0.119355114818103	0.129341050277771	0.400810233416745	0.290632749017404	-0.11017748439934
0.174478796573689	0.194237039914044	0.381230953168027	0.290290942585459	-0.0909400105825671
0.141288382665203	0.164405777317359	0.460137053713518	0.368980913920307	-0.0911561397932112
0.124977933278092	0.148390585840913	0.312145938476485	0.245765259241852	-0.0663806792346334
0.185951839082199	0.224212387552696	0.451731478046589	0.347256399333112	-0.104475078713477
0.168564799701209	0.170135691962226	0.377600859698911	0.241620249857392	-0.135980609841519
0.14135447652732	0.14845850638607	0.413702606823832	0.292878994133115	-0.120823612690717
0.134935570076318	0.154263204719511	0.419738184440104	0.283443746902377	-0.136294437537728
0.130515677604834	0.145686573080526	0.397665040346926	0.267470917394441	-0.130194122952485
0.118385804491202	0.126210685262303	0.339165400049451	0.240147867986668	-0.0990175320627829
0.127284746478565	0.125957930312066	0.476114711898614	0.280137317680072	-0.195977394218541
0.131660802094227	0.183865497628501	0.384057067358761	0.371541001229727	-0.0125160661290344
0.111963322227191	0.123604354237703	0.3062869797441	0.20331581691319	-0.102971162830911
0.149408681848003	0.164230858065804	0.447118584520673	0.321894268416123	-0.12522431610455
0.13640914292868	0.164827688865187	0.456014578378146	0.35495465380602	-0.101059924572126
0.143259365536412	0.151273947660608	0.33308702249657	0.223379065770364	-0.109707956726206
0.0889051014579	0.0883312085088735	0.266434951177938	0.187139926780692	-0.0792950243972455
0.131796710628302	0.134090267152863	0.412682574149289	0.298083419022338	-0.114599155126952
0.115786231625102	0.138492080124182	0.410285761144215	0.345380479827649	-0.0649052813165656
0.163143613161208	0.197020294128849	0.473531814679412	0.368460125477186	-0.105071689202226
0.13198902519245	0.151698224251109	0.313350476519462	0.283482400849961	-0.0298680756695006
0.164516550807871	0.206870731099647	0.398229545449678	0.378267878167571	-0.019961667282107
0.128529485068277	0.122240514363107	0.308367486609988	0.157308708329556	-0.151058778280432
