Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Evergreen_broad_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_Evergreen_broad_C	Univariate_LR_delta_R2_Evergreen_broad_C
0.151037596253434	0.153614956500592	0.388325426211782	0.392381866037419	0.00405643982563758
0.142351138918963	0.142633723037022	0.436539917974483	0.424898126189535	-0.0116417917849476
0.15061894103494	0.1528042927433	0.331484844169957	0.334283049236752	0.00279820506679429
0.149109501396845	0.15157991179191	0.391100929521009	0.395968754815171	0.00486782529416208
0.138266030192787	0.140019480931814	0.356658123281561	0.355384289934973	-0.0012738333465882
0.134413272461843	0.136215620524921	0.330923808029505	0.333005399188205	0.00208159115869994
0.155307271787103	0.156275179917278	0.310004758301913	0.310728441477993	0.000723683176079792
0.119355114818103	0.120810112796968	0.400810233416745	0.402948534340638	0.00213830092389378
0.174478796573689	0.174620740195694	0.381230953168027	0.380862743845889	-0.000368209322137381
0.141288382665203	0.142948336959691	0.460137053713518	0.464286633993452	0.00414958027993462
0.124977933278092	0.12699492092572	0.312145938476485	0.315095009458519	0.00294907098203401
0.185951839082199	0.189821772904717	0.451731478046589	0.454058086074848	0.00232660802825929
0.168564799701209	0.170729194171105	0.377600859698911	0.379904567810182	0.00230370811127167
0.14135447652732	0.143127715335831	0.413702606823832	0.416040328566009	0.00233772174217678
0.134935570076318	0.136971239578989	0.419738184440104	0.423051994200883	0.003313809760779
0.130515677604834	0.13231803919331	0.397665040346926	0.399225561362199	0.00156052101527293
0.118385804491202	0.118843581254018	0.339165400049451	0.338661666013445	-0.000503734036005399
0.127284746478565	0.128252930545052	0.476114711898614	0.477237845312467	0.00112313341385328
0.131660802094227	0.133206096202811	0.384057067358761	0.387374718438711	0.00331765107994991
0.111963322227191	0.11432598918591	0.3062869797441	0.310348549208327	0.00406156946422659
0.149408681848003	0.151645464450813	0.447118584520673	0.449132076188405	0.00201349166773179
0.13640914292868	0.138312616005692	0.456014578378146	0.459834390081264	0.00381981170311818
0.143259365536412	0.143904975768708	0.33308702249657	0.324812273961695	-0.0082747485348747
0.0889051014579	0.0896478969985024	0.266434951177938	0.266430266075307	-4.68510263074151e-06
0.131796710628302	0.132334648354186	0.412682574149289	0.411059443877317	-0.00162313027197225
0.115786231625102	0.116516668256568	0.410285761144215	0.409541895458951	-0.000743865685264133
0.163143613161208	0.165920049399798	0.473531814679412	0.478246814059828	0.00471499938041586
0.13198902519245	0.133894884360202	0.313350476519462	0.315707394337878	0.00235691781841613
0.164516550807871	0.166303401748066	0.398229545449678	0.398521694710897	0.000292149261219232
0.128529485068277	0.130625056992944	0.308367486609988	0.310315513919547	0.00194802730955868
0.116678355444994	0.118126463855129	0.24522814058283	0.24678579114382	0.00155765056099033
0.138825719796921	0.140433367937175	0.389492704390551	0.382396404584439	-0.00709629980611121
0.147276902921486	0.148981874710482	0.431945154610262	0.435910424975554	0.00396527036529232
0.130123660943006	0.132162412584818	0.377802715056061	0.379018175369588	0.00121546031352671
0.128381053985146	0.130209971630952	0.418256084433854	0.421943005464997	0.00368692103114338
0.129341129764886	0.129678608813284	0.443109278248909	0.443093677787288	-1.56004616209682e-05
0.140733327238492	0.142717930949427	0.556004129907417	0.561024279328593	0.00502014942117579
0.129607834256173	0.131819468758042	0.409368574888041	0.413580160947653	0.0042115860596123
0.137703504654396	0.137697399725367	0.410167750547781	0.409952716404812	-0.000215034142969528
0.104801394527245	0.106341797941392	0.287285254424253	0.290449159504023	0.0031639050797701
0.167174317588601	0.167174317588601	0.341025919299594	0.341025919299594	0
0.12730027966483	0.127879522970007	0.334713137238643	0.327866171782064	-0.00684696545657909
0.1081132237092	0.110140476757913	0.340713748996775	0.344632925368436	0.00391917637166173
0.109772319157903	0.10965065117127	0.344956972434441	0.336441195962514	-0.00851577647192714
0.10200738123783	0.103533080057332	0.303232283563617	0.305685779376855	0.00245349581323839
0.115063078355839	0.115472053032304	0.325618866620299	0.325735873665507	0.000117007045208617
0.16098771583314	0.162360739290114	0.3925870828435	0.390872165453319	-0.0017149173901807
0.168508375632228	0.170979376230844	0.369860938295555	0.373681235314847	0.00382029701929226
0.115524921683664	0.117210218781816	0.283221313477317	0.284843534362167	0.0016222208848497
0.113222392683958	0.114564855214495	0.363338257183709	0.364798125967914	0.0014598687842054
0.160074317167777	0.161026617590097	0.446458916200413	0.43667536087455	-0.00978355532586311
0.134538909177353	0.136091820955363	0.398434881653583	0.399038029056653	0.000603147403070492
0.154685758255744	0.154685758255744	0.407572357341492	0.407572357341492	0
0.131499871809474	0.133196052600482	0.350865285964987	0.354027588729234	0.00316230276424734
0.179245833509231	0.179245833509231	0.523698251731677	0.523698251731677	0
0.1416152926257	0.142818198172151	0.408746925156795	0.403517574845259	-0.00522935031153576
0.115175501740913	0.116342938628309	0.438280052686114	0.441638900714106	0.00335884802799202
0.117677233389475	0.118667245333535	0.404352475520988	0.396976033876742	-0.00737644164424617
0.0871678636773959	0.0885141142525545	0.256518043789323	0.259119822914165	0.00260177912484189
0.132578063690766	0.133620721899267	0.393876286843974	0.395097120786606	0.00122083394263217
0.148361908571459	0.150219583321085	0.442696501892419	0.445794762813201	0.00309826092078141
0.133059345339793	0.134617288091624	0.381137641209691	0.377926717736233	-0.00321092347345792
0.115280887922619	0.116120965344434	0.351437997110314	0.351640609245304	0.000202612134990177
0.183696425724865	0.184327282349141	0.499796538519041	0.500290833209575	0.000494294690534025
0.16586862579374	0.168583360957741	0.430358054294178	0.433674452009576	0.00331639771539866
0.113283955565216	0.114445012641576	0.410592867716501	0.411638667481163	0.00104579976466196
0.15224562042628	0.153200371474692	0.345274607851177	0.346298787194808	0.00102417934363125
0.137794486054924	0.139590931026026	0.352482759955608	0.349232310623591	-0.00325044933201674
0.123095216636265	0.124603445976911	0.331659504291989	0.333220421597961	0.00156091730597235
0.133637220100116	0.135070893445393	0.332481498990924	0.334790691426563	0.00230919243563882
0.122242128033875	0.124179504116412	0.318689215192691	0.321516255378831	0.00282704018613983
0.120496163244956	0.122546527044822	0.335753214759489	0.339947955634119	0.0041947408746299
0.13722257444532	0.138837871742403	0.452798218821597	0.455989318947382	0.00319110012578422
0.178711881713771	0.180923731361889	0.475542436232579	0.479142193059768	0.00359975682718927
