Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_bird_richness_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_bird_richness_R	Univariate_LR_delta_R2_bird_richness_R
0.617798841296427	0.00396271527742682	0.537975740463284	0.520420593792347	-0.0175551466709369
0.39491780762969	0.00255530549170359	0.509016472028207	0.491789137459278	-0.0172273345689288
0.503861311265934	0.00305112499345003	0.284584787912831	0.251749564568723	-0.0328352233441078
0.313130176692773	0.0019722204544415	0.45043019336702	0.446683729370584	-0.00374646399643613
0.2960480136654	0.00191369454086889	0.291081477974757	0.297162293426061	0.00608081545130368
0.221811755858304	0.00146251255767024	0.358656709338944	0.380704519938296	0.0220478105993517
0.509616675866764	0.00321890267275991	0.49205264382865	0.492542077772541	0.000489433943891282
0.3858969221597	0.0023686245572395	0.516587722147803	0.506837070553366	-0.00975065159443789
0.216177382293736	0.00142566282005002	0.124792581466116	0.128353483993894	0.00356090252777791
0.195706959663436	0.00122924436422148	0.174934629869033	0.170221161714253	-0.00471346815478044
0.279597281225989	0.00190057965509404	0.178080781733211	0.193085431241776	0.0150046495085644
0.259835895944139	0.00164154760547236	0.479312743951603	0.479155316788666	-0.000157427162936874
0.246280361355244	0.00160975545798276	0.303178321703536	0.311857519405298	0.00867919770176162
0.307604747120565	0.00198884799483224	0.449842190186983	0.455123431850317	0.00528124166333416
0.273731239502281	0.00174801478404938	0.243991111625342	0.23169645103045	-0.0122946605948926
0.172530943703949	0.00111458931813407	0.14670094840778	0.153978723588516	0.00727777518073625
0.154127888557084	0.000987687595411968	0.0875582567122582	0.0884419981411386	0.000883741428880341
0.368510823722806	0.00227569399092532	0.343026055587084	0.347693889276942	0.00466783368985851
0.310972867719034	0.0019513499232463	0.465664085214074	0.449468485398593	-0.016195599815481
0.206973914350734	0.00136802233396604	0.396532760555535	0.400998103829496	0.0044653432739607
0.200683997424366	0.00135721656455262	0.107370131889094	0.117064396454041	0.00969426456494654
0.201679296693551	0.00129891653329935	0.158861528897056	0.161049500151901	0.00218797125484471
0.365504889903421	0.00231340063791338	0.541127062063415	0.542556327015346	0.00142926495193141
0.212858618691697	0.00136378648969608	0.414164038474564	0.421116895714846	0.00695285724028288
0.391948270976584	0.00240934772643322	0.476311752300222	0.453117131339928	-0.0231946209602948
0.535429202284842	0.00359316005129349	0.142248898609282	0.148920203334258	0.00667130472497535
0.296088406835977	0.00198564608703205	0.28646599418517	0.304930031765151	0.0184640375799807
0.22638509806183	0.00145008405851179	0.0960248815988756	0.100941794578903	0.00491691298002725
0.402873609188423	0.00252026449860529	0.368512217390647	0.346082644338285	-0.0224295730523619
0.487499303222733	0.00324763530385747	0.268624485749825	0.283080854596122	0.0144563688462965
0.261155292160832	0.00172031708701592	0.235662978247959	0.241642447368356	0.00597946912039643
0.539984339202642	0.00349890095752004	0.65949128431068	0.677206114470512	0.0177148301598313
0.454928406756094	0.00298887824009151	0.314386386294044	0.326438513108267	0.0120521268142229
0.134472932497261	0.00087953335948701	0.151794358698075	0.166088651209857	0.014294292511782
0.294183969557244	0.00194261350160954	0.278860320501059	0.298339756249994	0.0194794357489351
0.306127405305324	0.00197000770386362	0.37526964503558	0.383811760148775	0.00854211511319519
0.324359435493352	0.00197579691894823	0.500886836661445	0.464451074242232	-0.0364357624192128
0.48321074202989	0.0032303021422982	0.460465157005229	0.48140843550278	0.0209432784975511
0.3180012345704	0.0020728960490001	0.368152748001801	0.36879246014649	0.000639712144688442
0.497629254523881	0.00323805092642334	0.22203281296924	0.214294715275827	-0.00773809769341338
0.384420671978582	0.00241708710649362	0.201233187902622	0.189120045263487	-0.0121131426391344
0.322141563645542	0.00198392541477688	0.178045286199187	0.170256250259877	-0.00778903593930991
0.267494366354001	0.00173026898211372	0.267698237873384	0.281169447464663	0.0134712095912795
0.140157585485379	0.00089123971728221	0.105453088273363	0.104108835045655	-0.00134425322770808
0.180172236755134	0.00107169186169904	0.169238890976745	0.156402452287862	-0.012836438688884
0.194117112457513	0.0011929887781911	0.0577245620124772	0.0520075577037995	-0.00571700430867773
0.186453741298235	0.00120842064845605	0.158978516025439	0.163708096408132	0.00472958038269325
0.272352795109536	0.00166085118361476	0.351919090867727	0.347037757572337	-0.0048813332953902
0.373833007757716	0.0024362018697058	0.376735367821785	0.372040254668777	-0.00469511315300841
