Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_gurbn_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_gurbn_C	Univariate_LR_delta_R2_gurbn_C
0.501440255364829	0.517755080375976	0.536260814059169	0.527910532883213	-0.00835028117595649
0.608963056053445	0.618358004237682	0.313304769996292	0.303527942737574	-0.00977682725871737
0.399659416913668	0.41075365224037	0.368999657131079	0.363158244443342	-0.00584141268773664
0.355651465601476	0.363088211229296	0.358501146579691	0.352866754807317	-0.00563439177237379
0.479628375364755	0.491558365546645	0.467566072793139	0.45797599264309	-0.00959008015004864
0.469099487300989	0.484911422176256	0.336558788986999	0.334532670105097	-0.00202611888190146
0.335099167418833	0.344571553193485	0.403471608692178	0.396843910393846	-0.0066276982983316
0.381277190637725	0.389448709517735	0.371916031792041	0.362963666574002	-0.00895236521803955
0.542196422384732	0.559957768407691	0.520018280597193	0.5163114401682	-0.00370684042899305
0.510136954969929	0.527652806678322	0.564150154908538	0.560573529384053	-0.00357662552448523
0.384414941929163	0.395878505006508	0.425111322261476	0.419623523678989	-0.00548779858248694
0.438234987828107	0.45303582092132	0.537684949911531	0.53332674413686	-0.00435820577467105
0.7224109384193	0.742043754348088	0.436375844509399	0.425603282890671	-0.0107725616187278
0.692797375132313	0.711253175113779	0.42410047410217	0.411679664977738	-0.0124208091244312
0.406562168996288	0.411225484903429	0.343202294032134	0.332109059810333	-0.0110932342218009
0.653197542468117	0.662694145993538	0.403445341583084	0.387513220652895	-0.0159321209301889
0.464627640975047	0.482092055994845	0.619146711697472	0.616226458464168	-0.00292025323330403
0.487703353963209	0.504833367401854	0.383945326561799	0.381265993885608	-0.00267933267619147
0.49366541643943	0.505441101297612	0.4147191944687	0.407648754315502	-0.00707044015319841
0.408479856519822	0.422410397056197	0.411140547217998	0.407634343584166	-0.00350620363383214
0.378935855343949	0.390931118721795	0.429196370570951	0.428435143932034	-0.000761226638917423
0.44394132339122	0.46038560452104	0.589973822493757	0.584969684942354	-0.00500413755140316
0.488621983130039	0.501553615668235	0.47370308294744	0.468871102975794	-0.00483197997164569
0.34271881759751	0.354851866956645	0.451723320946193	0.450094343996627	-0.00162897694956665
0.465511460406996	0.477614719333485	0.404036233574102	0.397175572784284	-0.00686066078981806
0.483778716537795	0.495929562606614	0.381083359027294	0.375729409592671	-0.00535394943462342
0.426985276498891	0.439941018836846	0.48114149742497	0.476191284556391	-0.00495021286857972
0.536700066474258	0.552521042109603	0.454233363329821	0.452120967131224	-0.00211239619859649
0.405462033044333	0.414107972828924	0.35711102438878	0.350980798415371	-0.00613022597340879
0.354642867958865	0.364324816583482	0.450434326825047	0.445671309871514	-0.00476301695353304
0.394576350770769	0.405534776616061	0.430739218128374	0.426698928604633	-0.00404028952374125
0.344545897747689	0.353759356761892	0.368476203043985	0.364245542597307	-0.00423066044667797
0.324559800365604	0.335089076686984	0.390652071595505	0.389063444455809	-0.00158862713969637
0.369801768059347	0.383225514062244	0.485803743660549	0.488357306537433	0.00255356287688413
0.351867204073039	0.363612550317151	0.450060721510312	0.447309115021474	-0.00275160648883815
0.350177316392279	0.360785159197652	0.434824192822063	0.435676042761395	0.000851849939331628
0.325880836025038	0.33132174657586	0.338017219007897	0.331367799678264	-0.00664941932963359
0.444942846341603	0.459014606899703	0.451063457198572	0.446869503282021	-0.00419395391655125
0.561318566262861	0.570784634339092	0.250779108186766	0.246504496518345	-0.00427461166842102
