Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Flyway_Pas_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_Flyway_Pas_R	Univariate_LR_delta_R2_Flyway_Pas_R
0.509348634063282	0.446032113393078	0.501592752472326	0.420460692772121	-0.0811320597002055
0.161277939848129	0.106477927961098	0.128795083744666	0.0722483051074259	-0.0565467786372404
0.315069315823578	0.29284216663437	0.171460156214606	0.173773821461755	0.00231366524714835
0.181228010384823	0.155303531857902	0.194462916269028	0.157536257674162	-0.0369266585948667
0.0807262044704342	0.047713145967135	0.0155085973033488	0.00633891890904358	-0.00916967839430522
0.264527871520785	0.224668473472136	0.335467567228521	0.272293471506522	-0.0631740957219991
0.351783052979205	0.312026698214003	0.392980579391446	0.328768803267224	-0.0642117761242218
0.266439706225198	0.240203726355529	0.307177978213235	0.270569111312587	-0.0366088669006479
0.200535996575834	0.134048543009707	0.129583487887477	0.0899586996178782	-0.0396247882695986
0.285993986073786	0.252667242851174	0.414382956180605	0.365498875764858	-0.0488840804157475
0.389843653990515	0.343468687948451	0.233513714640596	0.178264129973159	-0.0552495846674365
0.28978942822516	0.233714239537737	0.0860889049763043	0.0635265223654118	-0.0225623826108924
0.203299055438912	0.139247205514943	0.160772201373582	0.10667728719025	-0.0540949141833313
0.246282500717424	0.193542883766947	0.213465450274872	0.162715453340599	-0.0507499969342728
0.228643762567207	0.164920502750982	0.156573133785999	0.111295268895063	-0.0452778648909367
0.0951818943085608	0.0723779705442081	0.0173173966451589	0.0120089525363619	-0.00530844410879701
0.325869211709431	0.289460966315867	0.477480433085215	0.467111188287722	-0.0103692447974933
0.329931354673836	0.288179118496542	0.263121542323268	0.224232526649293	-0.0388890156739753
0.357355679266791	0.341629311847014	0.72968425213064	0.670601778200236	-0.0590824739304037
0.0595397877392208	0.0450395520238934	0.0182528021468278	0.0119570456595339	-0.00629575648729396
0.258026002031862	0.216603652259007	0.144083455553165	0.116216665234023	-0.027866790319142
0.287675192226792	0.248224218463783	0.570973876532829	0.497895303377534	-0.0730785731552949
0.458449070804559	0.440623514789873	0.548233437375058	0.511853530432128	-0.0363799069429306
0.216714014042273	0.192404732542625	0.159776713300561	0.132061469555889	-0.0277152437446712
0.543467409014854	0.472510279205154	0.353862621749971	0.297210890235836	-0.0566517315141357
0.532350643706609	0.449856818791495	0.474401068708889	0.358694490786345	-0.115706577922543
0.0956356568589826	0.0572265836495179	0.0352525975724388	0.0157982815043983	-0.0194543160680405
0.410587611235948	0.370243961651871	0.460330754989065	0.495544168542892	0.0352134135538265
