Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_gflsu_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_gflsu_R	Univariate_LR_delta_R2_gflsu_R
0.151037596253434	0.15103366128685	0.388325426211782	0.388329098795729	0.00000367258394773362
0.142351138918963	0.142345312932341	0.436539917974483	0.436539929425464	0.0000000114509816073749
0.15061894103494	0.150618609606947	0.331484844169957	0.331494925064413	0.0000100808944559772
0.149109501396845	0.149108361409903	0.391100929521009	0.39110962007736	0.00000869055635099869
0.138266030192787	0.138262806120313	0.356658123281561	0.356650147484114	-0.00000797579744765686
0.134413272461843	0.134412761609064	0.330923808029505	0.330925227923829	0.00000141989432411727
0.155307271787103	0.155305869516516	0.310004758301913	0.310012815292707	0.00000805699079353683
0.119355114818103	0.119352787459584	0.400810233416745	0.400811377204514	0.00000114378776888691
0.174478796573689	0.174471084473268	0.381230953168027	0.381226285048091	-0.0000046681199353249
0.141288382665203	0.141282843527967	0.460137053713518	0.460135525954601	-0.00000152775891715251
0.124977933278092	0.124973373865491	0.312145938476485	0.312149255909431	0.00000331743294579301
0.185951839082199	0.185948693482457	0.451731478046589	0.451733809742718	0.00000233169612917639
0.168564799701209	0.168560572088791	0.377600859698911	0.37760240236394	0.00000154266502927491
0.14135447652732	0.141353994828986	0.413702606823832	0.4137128252156	0.0000102183917674026
0.134935570076318	0.134930921773277	0.419738184440104	0.419744512715435	0.00000632827533109115
0.130515677604834	0.13051228522414	0.397665040346926	0.39765772013175	-0.00000732021517585446
0.118385804491202	0.118380019685161	0.339165400049451	0.339155148257698	-0.0000102517917527911
0.127284746478565	0.127282182348129	0.476114711898614	0.476127085699936	0.0000123738013225183
0.131660802094227	0.131657599053887	0.384057067358761	0.384059441633047	0.00000237427428539938
0.111963322227191	0.111962946066714	0.3062869797441	0.306297560882822	0.0000105811387212662
0.149408681848003	0.149406304608588	0.447118584520673	0.447115716586404	-0.00000286793426890197
0.13640914292868	0.136407563632449	0.456014578378146	0.456032631779721	0.0000180534015744582
0.143259365536412	0.143255276461025	0.33308702249657	0.333085916544136	-0.00000110595243379974
0.0889051014579	0.0889069300639548	0.266434951177938	0.266456323112394	0.0000213719344563934
0.131796710628302	0.131793644299839	0.412682574149289	0.412678772173107	-0.00000380197618249367
0.115786231625102	0.115783366513429	0.410285761144215	0.410283387825615	-0.00000237331860042378
0.163143613161208	0.163138745951631	0.473531814679412	0.473531067362733	-0.000000747316679150511
0.13198902519245	0.131985485820067	0.313350476519462	0.313352277788914	0.00000180126945253933
0.164516550807871	0.164510499282065	0.398229545449678	0.398228397399481	-0.00000114805019657549
