Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_GDP_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_GDP_C	Univariate_LR_delta_R2_GDP_C
0.240689419384641	82619416.1291901	0.284869387417053	0.241231959303839	-0.0436374281132139
0.398870501642753	141329239.605302	0.319262959193912	0.247725567413533	-0.0715373917803791
0.316130235648724	100723722.416184	0.50633780616852	0.310014041919899	-0.196323764248621
0.245385842053492	56488148.834711	0.370050153990863	0.160046241172983	-0.21000391281788
0.325824054599033	118241767.538127	0.431188821272471	0.290586907245116	-0.140601914027355
0.263771632653906	85853611.1640486	0.507992469341984	0.322982581606529	-0.185009887735455
0.335009435940947	29584084.9413983	0.471451396924853	0.116764244725911	-0.354687152198942
0.447604795628998	22143066.1966996	0.588998799715609	0.64488261593923	0.0558838162236209
0.336149615494529	114627398.823726	0.410109595139257	0.34900685306622	-0.061102742073037
0.34092095537605	120072378.272262	0.388054566795338	0.229158896006428	-0.15889567078891
0.255645874218606	68469234.8698965	0.36662896105112	0.204719913380591	-0.161909047670529
0.219930831389602	67395356.0034231	0.414295995994158	0.217242280150281	-0.197053715843877
0.264852703338652	58883622.0042271	0.463821948672625	0.190624178296159	-0.273197770376466
0.273746334653074	48427064.1470966	0.209443512756601	0.103179849565857	-0.106263663190744
0.247973467507907	86598336.9677391	0.447325553488112	0.266967747549162	-0.180357805938951
0.34334238411912	79490132.3013769	0.430802649944768	0.22091772948279	-0.209884920461978
0.251017372127702	69910910.6273283	0.415566021935946	0.240118051237246	-0.175447970698701
0.242823714997079	70606036.5455034	0.260018479600946	0.143216885836466	-0.116801593764481
0.318575601111562	129702512.778818	0.35298907124943	0.34513221265746	-0.00785685859197016
0.272176914719582	93145702.7809649	0.420731833937785	0.227268429984521	-0.193463403953264
0.274907752837228	94035458.2310769	0.423420578721493	0.25379553239656	-0.169625046324933
0.246929247138982	67466893.8835722	0.287812446474608	0.102837485756715	-0.184974960717892
0.271644865417096	90287884.6013737	0.535030228442303	0.329634296660059	-0.205395931782244
0.206615403903446	56408942.7570771	0.209802540289943	0.101795959019558	-0.108006581270385
0.364337444388731	110861496.859992	0.491992118772084	0.44671754100275	-0.0452745777693342
0.281572060399415	95499846.9376672	0.245165945994978	0.170392738363557	-0.074773207631421
0.319305212965061	70834706.8889402	0.333294741730368	0.156213872743089	-0.177080868987279
0.355969991657094	107602998.311601	0.343696654116306	0.255468736964246	-0.08822791715206
0.341378314614797	104712219.880668	0.480621305885043	0.340621698235301	-0.139999607649741
0.339709440732507	117901591.595703	0.345635694765855	0.184326832119196	-0.16130886264666
0.251846516204586	65853734.2993327	0.307506546938189	0.204183800679741	-0.103322746258448
0.217182960222837	81055729.0331925	0.387951231322301	0.263017959335946	-0.124933271986355
0.308028430347807	78410058.849804	0.402173207083233	0.314160169647207	-0.0880130374360266
0.209602081915138	44322429.7666855	0.346072239277803	0.123149784254849	-0.222922455022954
0.406800613182265	80558456.0838792	0.529780345164116	0.310788046913664	-0.218992298250452
0.256468933932066	43853230.0232268	0.348812979158146	0.119773851359318	-0.229039127798828
0.216961169407345	68384784.8539556	0.360480277218029	0.253813579676852	-0.106666697541176
0.285266519392374	90435582.0336361	0.458392986532127	0.319933390146087	-0.13845959638604
0.322995076939259	118257644.995845	0.450821771068133	0.404741868074245	-0.046079902993888
0.321719202950761	110613384.129562	0.346441522946335	0.277992685313794	-0.0684488376325408
0.288319887563894	58033868.7992044	0.298628019665652	0.129582339470146	-0.169045680195506
0.317254853198672	112641827.461781	0.321269009332923	0.226415938310073	-0.0948530710228503
0.295796883264261	64549269.5772478	0.377973484493373	0.186312599640705	-0.191660884852668
0.252430341949766	88290343.0705334	0.275101977119733	0.210711407081252	-0.0643905700384814
0.301517432506411	79453633.6618079	0.404218439087608	0.223987992607107	-0.1802304464805
0.223953173040093	77195870.0043221	0.244957039509878	0.143972953296211	-0.100984086213668
0.192718935971034	79275959.7845671	0.19886516241443	0.153520129921437	-0.0453450324929926
0.244323252613348	14329406.279004	0.507768979717241	0.121998544829199	-0.385770434888042
0.292370021167917	100135368.40469	0.34639427074303	0.267777794707496	-0.0786164760355341
0.273201101218662	75444522.7658469	0.60099016995881	0.366304476736967	-0.234685693221843
0.273110378083322	70630861.2576034	0.491814965327979	0.26320548821186	-0.228609477116119
0.301174960526964	93219327.6808588	0.404507138824926	0.231354288296671	-0.173152850528255
0.358651531544339	61392242.094973	0.568095140046087	0.272952923915427	-0.29514221613066
0.490748546047868	116367259.557503	0.558295012997618	0.372409108061186	-0.185885904936433
0.334185769828579	122268301.767781	0.362450964325901	0.307809146752345	-0.0546418175735564
0.297074321683749	102688798.445819	0.280987882827919	0.204588453843163	-0.0763994289847561
0.282322303487703	82745250.706758	0.387535987564344	0.207300630092294	-0.180235357472051
0.297538719164643	90479501.8119354	0.450995827716452	0.334282182934275	-0.116713644782177
0.243947614045598	33721237.0095719	0.404997965117102	0.242652984173174	-0.162344980943928
0.370712850092209	105957809.981274	0.492218984213411	0.285500815005895	-0.206718169207516
0.378288853312653	143993381.548934	0.36376583573455	0.317695981558688	-0.0460698541758622
0.227158529198152	66106764.2631013	0.352269924052409	0.213930178863435	-0.138339745188974
0.403045224094726	143195316.507649	0.386234533194467	0.292742402397201	-0.0934921307972657
0.259484687422127	79758746.8751787	0.437723828736161	0.244878683700003	-0.192845145036157
0.324281262236932	103355714.13431	0.521257662991391	0.472384249666804	-0.0488734133245868
0.335353699088521	103521238.486853	0.490505089380643	0.361023089103646	-0.129482000276997
0.175428622471087	66646595.2179079	0.221401571681035	0.181669447875061	-0.0397321238059731
0.296370485817386	85522953.3600619	0.351956117767384	0.250780394341475	-0.101175723425909
0.200078885404892	91251334.5823888	0.160347593630592	0.206135908043267	0.0457883144126752
0.26656822071726	112286829.818345	0.304955446560841	0.237924171618685	-0.0670312749421564
0.236973689912582	89293123.4685821	0.343677142160293	0.261942056097902	-0.081735086062391
0.241755779561798	75905743.1546526	0.379805496044181	0.237472932791736	-0.142332563252445
0.390262135152008	156529564.273494	0.342235133273714	0.333318978238968	-0.00891615503474591
0.306062183911973	104789298.584651	0.373150792835743	0.311756573914529	-0.0613942189212138
0.300447632888408	77508979.1639384	0.444328599918904	0.27378156713559	-0.170547032783314
0.271888042577025	88248824.1851195	0.441194765326188	0.250742255570085	-0.190452509756103
0.34444302498727	97411468.612089	0.514332663533141	0.331552439185743	-0.182780224347398
0.283505819174533	79561391.8512134	0.37902621467122	0.292191722439955	-0.086834492231265
0.256419853430253	76958431.688866	0.572586914061156	0.357354039297856	-0.215232874763299
0.29799240218478	96470230.0563812	0.443051564219995	0.234317944050303	-0.208733620169692
0.257757160412113	78525752.4796967	0.369862551861732	0.199705544305818	-0.170157007555914
0.399292453062956	94210774.461598	0.323224369583863	0.198135411404425	-0.125088958179438
0.333257888752039	86352703.0231231	0.355300520482601	0.166362051620577	-0.188938468862023
0.200209924046902	62543071.1458433	0.324118123354715	0.180436287116023	-0.143681836238692
0.208835574300928	59481478.2713746	0.342622655431794	0.183027655149644	-0.159595000282151
0.313313757566954	102578478.779475	0.409945760978977	0.22523548009577	-0.184710280883207
0.26215979468798	76443403.1582291	0.449852680904152	0.271871237589932	-0.177981443314221
0.240523548175512	71243958.270684	0.318052803227104	0.178575463756401	-0.139477339470703
0.331719178804105	115892940.240524	0.370432464720513	0.25098281743118	-0.119449647289333
0.189828331219272	64922945.7182652	0.451940488159555	0.273998123522984	-0.177942364636571
0.268102834352168	64983541.1350449	0.480490754893348	0.32581613144928	-0.154674623444068
0.256511823323514	43858082.8725811	0.183351905451717	0.0459513916568814	-0.137400513794836
0.2737929851128	87949045.5906527	0.385531054944507	0.263556238260146	-0.121974816684361
0.260154862121385	79245887.7895269	0.342441468047545	0.156334898480084	-0.186106569567462
0.284469096195254	80205547.6748337	0.389278340878047	0.297926801076721	-0.0913515398013255
0.348989329108842	109586297.690129	0.517982596635732	0.307585089896339	-0.210397506739393
0.284843263217519	98770209.7885194	0.481886477142483	0.335836162300572	-0.146050314841911
0.267238487399333	67520934.7092022	0.417545669452511	0.230296124070661	-0.18724954538185
0.272348249494776	78383634.6641602	0.307440486455798	0.161879552767319	-0.145560933688479
0.282889310584493	102394338.818695	0.402188338580515	0.253965204381158	-0.148223134199357
