Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_unifre_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_unifre_R	Univariate_LR_delta_R2_unifre_R
0.523056797399231	0.00248285853659245	0.573013634431829	0.224258411601418	-0.348755222830411
0.614135409886244	0.00438088572932481	0.314439208692839	0.176772523640926	-0.137666685051913
0.407994035512902	0.00221922045066749	0.363185136067721	0.176871781690002	-0.186313354377718
0.378580363601828	0.00174446667005756	0.382182435871709	0.17627809408592	-0.205904341785789
0.492842317305539	0.00308406226473394	0.490669237603767	0.264035896867749	-0.226633340736019
0.487472331826155	0.00268651805907798	0.36955572379174	0.210159240035944	-0.159396483755797
0.344235963006782	0.00219217806561604	0.404871347400619	0.260865549458805	-0.144005797941814
0.415883622917847	0.00244114673797525	0.394050711580859	0.297035367905323	-0.0970153436755362
0.568751297229448	0.00359979887133393	0.536631753876203	0.271637986147916	-0.264993767728287
0.492721170729951	0.0023807635875196	0.535170584250188	0.238059828850757	-0.297110755399431
0.389093598998732	0.00199245327064242	0.430210860353346	0.165202647244695	-0.265008213108651
0.395254988929184	0.00253927611689827	0.527869198931146	0.236880725066586	-0.29098847386456
0.731248151616535	0.00435424933899974	0.44288635895731	0.202516844404263	-0.240369514553047
0.711586567083135	0.00395999391882596	0.44928677338383	0.201458678104123	-0.247828095279706
0.418189747966895	0.00263533155341752	0.354722856787544	0.290687961150611	-0.0640348956369338
0.65316471288205	0.00523461897994224	0.407753318722585	0.573327154486985	0.165573835764399
0.465687473485205	0.00351955272446062	0.618221172657413	0.293488182549236	-0.324732990108177
0.510222115023883	0.00355305755167048	0.392260811786471	0.217621970127504	-0.174638841658967
0.483361271585074	0.00333850309948723	0.399639573991871	0.257435457104593	-0.142204116887278
0.416167969643307	0.00265786460406767	0.426936017979262	0.2808179283105	-0.146118089668761
0.364946760365957	0.0021622837494222	0.427416150291631	0.239771516206355	-0.187644634085276
0.443643225896471	0.00291257395968048	0.596059768633837	0.279018358697009	-0.317041409936828
0.500440905812457	0.00343619140915282	0.487712802310595	0.305332641454143	-0.182380160856451
0.356880003731311	0.00229673374521284	0.470982749594093	0.219343152202818	-0.251639597391275
0.480808679005567	0.00300080163997212	0.413876660756545	0.230247586500076	-0.183629074256469
0.513469162836703	0.00300270427065618	0.395724728971714	0.225826847860167	-0.169897881111546
0.449478037518419	0.00292778088024123	0.505194567525475	0.266784323032323	-0.238410244493152
0.549051002436794	0.00361341795935211	0.460126433053391	0.226557002517898	-0.233569430535492
0.409059594101169	0.00319201550051626	0.350224308318488	0.253003384738216	-0.0972209235802716
0.369460298035647	0.00197029266463936	0.457704158600765	0.190961389600844	-0.266742768999921
0.41371887915078	0.00211768316748578	0.444180800653405	0.266388493530728	-0.177792307122677
0.356585462957928	0.00210936724748005	0.378279153947202	0.210244582071343	-0.168034571875859
0.346861155284502	0.00213064313939714	0.428471379138134	0.269181483938958	-0.159289895199176
0.388191083126543	0.00278077010878227	0.497724707763564	0.349521294274419	-0.148203413489145
0.339527678113772	0.00236204351148929	0.426457426594008	0.307271894013134	-0.119185532580875
0.344671405261515	0.00218052834833443	0.445662552557665	0.323331074199123	-0.122331478358542
0.332380758509614	0.00178252390063958	0.353178457876282	0.168046044491197	-0.185132413385085
0.464629964717724	0.00222663116806954	0.477472209093869	0.209134921006665	-0.268337288087204
0.600449223135057	0.00435809255505351	0.270091662788045	0.192997213026851	-0.0770944497611942
0.367699157956644	0.00213465766916813	0.45520812488303	0.20330963228503	-0.251898492598
0.482490678161068	0.00307336750911804	0.512742018079222	0.284481334838367	-0.228260683240855
0.598405764223861	0.00335518411479372	0.357232129980759	0.210229047243774	-0.147003082736985
0.492977853119278	0.00408465134856585	0.528009446712333	0.380173103655276	-0.147836343057056
0.290700543251156	0.00202257803453297	0.281829780155799	0.160185677275798	-0.12164410288
0.343533770294945	0.00213955943287292	0.340870066828783	0.161883867113674	-0.178986199715109
0.3335022408757	0.00217037766049431	0.392723775682595	0.254063668318865	-0.138660107363729
0.662585896786597	0.0054019331748403	0.314499724114319	0.398731954958283	0.0842322308439644
0.523079652907965	0.00310608665420593	0.412670906868721	0.226041941070504	-0.186628965798217
0.459251236784855	0.00402568421448522	0.344721169832949	0.257308613137331	-0.0874125566956179
0.630167621283494	0.00427755280434159	0.495021161381995	0.428861568796418	-0.0661595925855777
0.409464295031541	0.00287587844183892	0.511206589360119	0.280551638581572	-0.230654950778547
0.380700013124308	0.00188724009771247	0.482567250941709	0.220372797829748	-0.262194453111961
0.526992326297166	0.00350130938943551	0.374413847763304	0.214006845805378	-0.160407001957926
0.374465566296748	0.00198610004881395	0.505059001785653	0.274167355272641	-0.230891646513011
0.455923385616077	0.00329328420847261	0.311603340709656	0.237118988135493	-0.0744843525741622
0.432819614941541	0.00242279508945649	0.538614981770663	0.253325402794652	-0.285289578976011
0.434025038235714	0.00407903133836055	0.330589859230582	0.405613378725993	0.0750235194954118
0.531244647038218	0.0049047169176123	0.454936815454984	0.479477185829848	0.0245403703748642
0.66277035420265	0.0030079588321764	0.463764932372696	0.217169422027012	-0.246595510345685
0.639779907249452	0.00467109521471137	0.335053824919182	0.469578114290429	0.134524289371247
0.486389241393945	0.00243351492213294	0.547409597177871	0.226361846671476	-0.321047750506395
0.673240137791301	0.00485567449697035	0.481294121949331	0.478910254674503	-0.00238386727482831
0.321874312555278	0.00125588966560583	0.305947754459662	0.0885114227566844	-0.217436331702977
0.422537641407773	0.00288294960282337	0.229754962288002	0.17607673575802	-0.0536782265299814
0.550894520775123	0.00397728982698823	0.515097754312979	0.291568917133634	-0.223528837179345
0.349978820129412	0.00242242443660497	0.389769695996518	0.211317712853456	-0.178451983143061
0.358871408561233	0.00194250079017978	0.421695886312559	0.214083981995792	-0.207611904316767
0.541673098108516	0.00338171046744507	0.399457087380485	0.206286940346884	-0.1931701470336
0.524533650257039	0.00363641701076283	0.35468236360021	0.224601510346005	-0.130080853254204
0.460613959965471	0.00221448470200224	0.370139868397571	0.165316736806937	-0.204823131590634
0.540882107308216	0.00412053592319091	0.5630065003926	0.338168187399582	-0.224838312993018
0.714113568552911	0.00519964794138501	0.396084775610184	0.212313924781002	-0.183770850829181
0.340188994135903	0.00205170679891117	0.382806002430876	0.178649416419487	-0.204156586011389
0.476737630401626	0.00340781052214232	0.436669104389487	0.249289026171022	-0.187380078218466
0.400515217373342	0.00201801508107689	0.466510358890509	0.161215605328333	-0.305294753562176
0.462346953613797	0.00247795764968137	0.557179905692953	0.26021965312518	-0.296960252567772
0.407354405795316	0.00229581988545743	0.445357693757289	0.265395757708495	-0.179961936048794
0.353027244114367	0.00220373993335487	0.390337067105315	0.227206967111556	-0.163130099993759
0.532718552593729	0.00286814608025204	0.419244009113763	0.181710906803421	-0.237533102310342
0.47116243486706	0.00325825144081494	0.29134101492769	0.360228651287428	0.0688876363597383
0.607963865276564	0.00550977723796798	0.372957161325122	0.486403425519629	0.113446264194507
0.405316721152881	0.00193955669722562	0.437904936626495	0.157840252268159	-0.280064684358336
0.431581541899586	0.00253912977923531	0.503316484547411	0.247038342261382	-0.256278142286029
0.492959833806947	0.00410717876503269	0.470893806166347	0.351601559848593	-0.119292246317754
0.480556436067689	0.00325831734164548	0.472256442161121	0.392785403062842	-0.0794710390982792
0.49413791182156	0.00385115138431736	0.34805247602831	0.349733151562267	0.00168067553395651
0.592537099114372	0.00347400877505423	0.424130357801384	0.204850933544512	-0.219279424256872
0.458297154505218	0.00346629459251982	0.569698986836196	0.317660985522857	-0.252038001313339
0.734635777998155	0.00532093786049596	0.466591735833066	0.438486953847616	-0.0281047819854502
0.436735322691104	0.00267750768157322	0.363458955256329	0.298198115058895	-0.065260840197434
0.357615368586097	0.00179191412970054	0.407706919787481	0.171613557873265	-0.236093361914216
0.47222910534478	0.00310308469510162	0.525471664232216	0.28611911009666	-0.239352554135556
0.541802900993076	0.00272431339725315	0.423687516273978	0.183017918204326	-0.240669598069652
0.598654564694884	0.00376024703594592	0.413753958268445	0.224247192097955	-0.18950676617049
0.422349868336512	0.00247644013875933	0.355947180407713	0.21347620100294	-0.142470979404773
0.528186601950044	0.00425902389215374	0.522854810622203	0.312790411968426	-0.210064398653777
0.541342420948213	0.00340871134382497	0.499211048486956	0.251875774871335	-0.247335273615622
0.604967973443041	0.00359005207811868	0.450816281135942	0.394643523089155	-0.0561727580467866
0.368975925198785	0.00222207939934176	0.465617969388344	0.251918157722076	-0.213699811666268
0.378790656452016	0.00238421123378692	0.490578374474444	0.310632557578214	-0.179945816896231
