Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_gsecd_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_gsecd_R	Univariate_LR_delta_R2_gsecd_R
0.151037596253434	0.116079674498604	0.388325426211782	0.401626411455712	0.0133009852439309
0.142351138918963	0.106531101353482	0.436539917974483	0.420616428278262	-0.0159234896962209
0.15061894103494	0.11517584775368	0.331484844169957	0.339885237963012	0.00840039379305424
0.149109501396845	0.107716472436523	0.391100929521009	0.374836535881683	-0.0162643936393267
0.138266030192787	0.099689766234099	0.356658123281561	0.341989457117021	-0.0146686661645408
0.134413272461843	0.104054565784557	0.330923808029505	0.339351399536375	0.00842759150687017
0.155307271787103	0.117956480526271	0.310004758301913	0.319057964104272	0.00905320580235891
0.119355114818103	0.086127431590508	0.400810233416745	0.393883644142259	-0.00692658927448608
0.174478796573689	0.128027522141533	0.381230953168027	0.384042692791692	0.0028117396236651
0.141288382665203	0.104276761028938	0.460137053713518	0.460474716575555	0.00033766286203718
0.124977933278092	0.09507265862744	0.312145938476485	0.317881640695957	0.00573570221947245
0.185951839082199	0.139196972350863	0.451731478046589	0.449165165759595	-0.00256631228699417
0.168564799701209	0.12448340194526	0.377600859698911	0.376513724519185	-0.00108713517972531
0.14135447652732	0.106795140398613	0.413702606823832	0.404291410841678	-0.00941119598215423
0.134935570076318	0.0984069805604686	0.419738184440104	0.430518352397068	0.0107801679569636
0.130515677604834	0.0958565840241665	0.397665040346926	0.392079889924288	-0.00558515042263752
0.118385804491202	0.0907307183445205	0.339165400049451	0.364997496032174	0.0258320959827237
0.127284746478565	0.0956324577085052	0.476114711898614	0.475984834796287	-0.000129877102326981
0.131660802094227	0.0964785242350591	0.384057067358761	0.383532941754665	-0.000524125604096704
0.111963322227191	0.0865649374632201	0.3062869797441	0.315906684237568	0.00961970449346705
0.149408681848003	0.112801729044678	0.447118584520673	0.45932007904655	0.0122014945258767
0.13640914292868	0.102847062453145	0.456014578378146	0.455331852018904	-0.00068272635924238
0.143259365536412	0.104207271465771	0.33308702249657	0.319455446612797	-0.0136315758837725
0.0889051014579	0.0659380132016281	0.266434951177938	0.261522356794676	-0.00491259438326197
0.131796710628302	0.0994405370343152	0.412682574149289	0.414683609520419	0.00200103537113011
0.115786231625102	0.0858685060953326	0.410285761144215	0.415400541521676	0.00511478037746105
0.163143613161208	0.123297738147944	0.473531814679412	0.484349050365635	0.0108172356862232
0.13198902519245	0.0979554978125657	0.313350476519462	0.323955527782496	0.0106050512630344
