Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_gflsu_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_gflsu_C	Univariate_LR_delta_R2_gflsu_C
0.222819522244156	0.222909480998358	0.225790609005007	0.225848391682193	5.77826771853418e-05
0.30323869358435	0.30336340234549	0.251825580364646	0.251889028665911	6.34483012654785e-05
0.205667273279815	0.205749005501268	0.348586858615999	0.348584933463373	-1.92515262653625e-06
0.198107318385253	0.198171621625824	0.343317142018877	0.343284258170163	-3.28838487143046e-05
0.266017256220056	0.266158179365077	0.373164257482372	0.373140753796814	-2.35036855573134e-05
0.223004802734047	0.223089324004422	0.452085105192932	0.452120792625401	3.56874324695666e-05
0.325693178625149	0.325839118518401	0.469895501528423	0.469884206630675	-1.12948977484262e-05
0.312788566151232	0.31291276734124	0.400137607691373	0.400201483741377	6.38760500040192e-05
0.263360018296483	0.263471328950088	0.388001255005143	0.388022988868134	2.17338629909802e-05
0.253337589858094	0.253356374054391	0.305782178200249	0.305578528466236	-0.000203649734012823
0.276411448712494	0.276427562821315	0.300161468778702	0.29997653228452	-0.00018493649418172
0.163793104152798	0.163851174708167	0.340544575615153	0.34050733300699	-3.72426081630128e-05
0.21068708672015	0.210760621349666	0.382997249662793	0.382997701921655	4.52258861860511e-07
0.205096837255184	0.205147352284408	0.161117493075028	0.161105332899389	-1.21601756393197e-05
0.201199870827006	0.201252331792561	0.394514784874963	0.394421132477825	-9.36523971383219e-05
0.260538936296584	0.260620271957648	0.353927097924863	0.353986064747124	5.89668222614192e-05
0.190867574689895	0.190926949099083	0.333128451153511	0.333068579437131	-5.98717163796669e-05
0.180410147012328	0.180488336572278	0.219906921992264	0.219917906497095	1.0984504831113e-05
0.255426355962294	0.255474100686236	0.298627472054518	0.298514785416479	-0.000112686638038262
0.197287392065138	0.197336672421955	0.225581198976633	0.225537219784496	-4.39791921371391e-05
0.201639024924044	0.201690335863011	0.338053924833599	0.338064156519743	1.02316861443352e-05
0.180680129653145	0.180643370006952	0.222518713436317	0.222244531416961	-0.000274182019355834
0.246080598351616	0.246158297743878	0.472562044388236	0.47256208738036	4.29921241940079e-08
0.200178833629194	0.200256401361471	0.235506045078312	0.235553935922721	4.78908444083714e-05
0.269880938946026	0.269971573799267	0.383265300094942	0.383273924599957	8.62450501520895e-06
0.180139242829934	0.180129407089791	0.171586484100425	0.171446405178691	-0.000140078921733539
0.243953345727508	0.243989983411482	0.291358036734729	0.291201609969958	-0.000156426764771456
0.247983374684704	0.24805945118642	0.271182892971096	0.271219666555946	3.6773584849159e-05
0.25902912312164	0.259047990208946	0.385862743673191	0.385689293626816	-0.000173450046374257
0.258190676386045	0.258293494040579	0.303776104195299	0.303805624445702	2.95202504029812e-05
0.209824007476643	0.209858045306391	0.279499323142856	0.279380973472107	-0.000118349670749363
0.211241343695487	0.211338456692287	0.383919859059414	0.383897111147502	-2.27479119115914e-05
0.244995465934506	0.245030246964664	0.342221800463975	0.342003973866776	-0.000217826597198545
0.212406899088952	0.212492041995657	0.324653368016391	0.324696749024317	4.33810079263908e-05
0.296152762230786	0.296230744696802	0.412730472893574	0.412732842277345	2.36938377090601e-06
0.206031280547657	0.206027644553534	0.286827253460397	0.28665404208782	-0.000173211372576754
0.192919142990522	0.192981413257755	0.340349651115775	0.340372084675916	2.24335601408665e-05
0.217268529894743	0.217310539951958	0.368799706554374	0.368712090449306	-8.76161050685775e-05
0.268961936374793	0.269081331348436	0.364476340200711	0.364479930207324	3.59000661342979e-06
0.202543594000953	0.202588696752008	0.236151733613559	0.236105190310734	-4.65433028250251e-05
0.232028090770477	0.232084071126467	0.24092683226158	0.240871494771546	-5.53374900338632e-05
0.256829553013413	0.256956932964046	0.279460861486918	0.2795455489119	8.46874249815777e-05
0.211465873314549	0.211484388468167	0.307188606072213	0.307001191832788	-0.000187414239425532
0.193986060572579	0.194072814084302	0.233934824560764	0.233976079714092	4.12551533281458e-05
0.217372388602555	0.217434398333225	0.315237320301329	0.315276369426347	3.90491250179537e-05
0.179934712193924	0.179998033730369	0.224288964474718	0.224294180193712	5.21571899420037e-06
0.166129126384747	0.166171816359021	0.177367080306322	0.177345591040445	-2.14892658773336e-05
0.183414410032738	0.183452704245385	0.357109990525493	0.357080296463101	-2.96940623920605e-05
0.214642925419474	0.214700233922731	0.284415416435326	0.28438978884933	-2.56275859956689e-05
0.235765476889799	0.235859072660053	0.538974373576413	0.538919026299796	-5.53472766166019e-05
0.209944538291596	0.209993392947706	0.406956290819143	0.406920606548006	-3.56842711370375e-05
0.233337623005543	0.233396874176017	0.333720817413073	0.333622164235033	-9.86531780391431e-05
0.281084677191373	0.281138085298232	0.46488923643515	0.464731108499449	-0.000158127935701413
0.37487579716325	0.374981413046304	0.429879352186057	0.42984632205843	-3.30301276277312e-05
0.263748099475411	0.263833414964876	0.339247272064378	0.33926417923776	1.69071733810422e-05
0.220981228671124	0.221036015490525	0.216842294720352	0.216848101657472	5.80693711946245e-06
0.22024732656777	0.220295346180645	0.331950054504101	0.331938326197595	-1.17283065061424e-05
0.239251232648356	0.239324908290845	0.373276718942098	0.373239233690625	-3.74852514730684e-05
0.229548574240751	0.229607402435268	0.379035292163742	0.378994003647712	-4.12885160304688e-05
0.268206167264813	0.268298259874508	0.381251202024942	0.381130292123022	-0.000120909901919986
0.2848875578817	0.284903771635809	0.291753496388956	0.291629610800165	-0.000123885588791173
0.167877490337337	0.167969501566233	0.285655277571106	0.285724466901031	6.91893299245572e-05
0.320386189329167	0.320492273657458	0.31513640709585	0.315126368300826	-1.00387950237035e-05
0.187798072898109	0.187874484529261	0.35037866682321	0.350349249813087	-2.94170101228231e-05
0.240182755564461	0.240239555242159	0.405881069958382	0.405824555049135	-5.65149092476847e-05
0.237115674083162	0.237226062775665	0.374696809338991	0.374741100390715	4.42910517243211e-05
0.146454929562371	0.146483872851281	0.197883217055999	0.197857095981114	-2.61210748851992e-05
0.204459721141792	0.204454509004974	0.264640227175977	0.264468323596348	-0.000171903579629151
0.176855149231057	0.176876089880045	0.176388633541358	0.176318987599052	-6.9645942306823e-05
0.177930168023543	0.177984591241833	0.217822114114552	0.217808341042141	-1.37730724114604e-05
0.184740446488914	0.184811407741255	0.290424205338617	0.290376412946947	-4.77923916692991e-05
0.218383892309887	0.218396413667243	0.36905611801325	0.368836782312768	-0.000219335700481327
0.331058115474386	0.331169415990459	0.305403533804577	0.305423875100638	2.03412960609883e-05
0.226509123719329	0.226582954378696	0.296148230478894	0.296160019628519	1.1789149625574e-05
0.256569911503551	0.256651147473037	0.400870862865342	0.400874056571274	3.19370593215851e-06
0.215572864145086	0.215620212456569	0.375663066856621	0.375637167921576	-2.58989350457872e-05
0.265001766795531	0.265126950547229	0.416688327579464	0.416728094126556	3.97665470916464e-05
0.212695326546727	0.212754204330738	0.30772664342743	0.307731086351113	4.44292368262378e-06
0.223156575126236	0.223290093451017	0.510665076616354	0.510672099245333	7.02262897911421e-06
0.217057209772791	0.217122868257634	0.335122734599639	0.335126791432242	4.05683260262801e-06
0.218660779852592	0.218736258921703	0.322847896914338	0.322860330237979	1.24333236408702e-05
