mean_branch_dispersal_velocity	weighted_branch_dispersal_velocity	branch_dispersal_velocity_variation_among_branches	original_diffusion_coefficient	weighted_diffusion_coefficient	diffusion_coefficient_variation_among_branches	isolation_by_distance_signal_rS	isolation_by_distance_signal_rP1	isolation_by_distance_signal_rP2
217.973505906451	97.3961138042272	1.61576663175251	6227.14476906278	6851.62512753568	1.19203540157577	0.431843086855359	0.490228292931991	0.504376249278762
188.448863116758	101.179535359449	1.19022944957631	5331.52707309684	6747.46946590498	1.22019557040307	0.570271401270269	0.5752467841561	0.556021931984473
159.622870208845	85.5378385539676	1.05733974277953	4945.76160781955	6002.8938482919	1.38604009690511	0.368258470514338	0.421179921669296	0.426938069288383
182.141438666116	91.1487448598079	1.19320091436551	5027.22283648519	6101.0778176118	1.27286923012203	0.535591999859237	0.537667335359745	0.544764956240226
186.384377828776	95.3485256171016	1.16604590942816	5952.31465515496	6828.79000228366	1.27923698667024	0.476094730885004	0.518003127826284	0.507291682728557
255.980662660184	109.726469185194	1.23871427264308	8025.22367016365	8385.44191448093	1.35813573248033	0.399250983427655	0.44468375635866	0.438434768891207
195.552300057787	88.664410727688	1.28606267274796	5865.65593997802	6295.85449288424	1.08065277596923	0.449514672029339	0.45899360244242	0.485377354274641
258.308260553419	110.307286254482	2.99073180643884	6354.28151633932	8120.05615950513	1.25914686709641	0.393954765594658	0.440559048318714	0.44907124318788
207.952064178303	92.4033217918045	1.37441606669876	5538.24608140284	6233.4312780182	1.21788492883702	0.456801104477758	0.457795692895674	0.459579846768066
225.980140597633	108.939113193879	1.23944618921942	6807.11118216574	9173.23665329388	1.28690455487845	0.335274127927293	0.368518288767012	0.411650029501228
265.691733113114	110.50679419649	2.89586315143347	7053.63945307265	8377.77869752358	1.18072886710514	0.368257065485728	0.395907839490192	0.391014075299751
191.701458005869	80.9779937263315	1.40642462863485	4490.55880667052	5849.57140800539	1.2243280836627	0.490353073743632	0.528347532940356	0.520886409514319
202.289737392778	91.9850028255529	1.5710641885841	5445.25551856348	6650.09327085671	1.06072117713009	0.431623640933103	0.441388432398858	0.432223288607408
166.514001245684	93.2111185230995	0.988531938918715	5255.12160716306	6469.11330143365	1.18651204326365	0.465193193608015	0.485787915137615	0.500844106814654
212.359014111913	100.561225103411	1.31775934235112	5851.82351600343	7011.61595684049	1.21332457595489	0.506210683919333	0.498047996267294	0.501660218180547
202.302898717477	93.0148726885448	1.93688584929371	5295.01258072335	6774.71480881342	1.23132698868387	0.507538042976147	0.533359810276989	0.543542083880565
326.017297259824	114.537351109671	4.13098619147606	9095.87737290173	9533.56959433823	1.27767228601273	0.362630830251089	0.364685873048124	0.384500447697354
213.49384387822	112.507055785567	1.08260145848178	7155.47801414041	9017.54244285074	1.20660615573604	0.462681685668679	0.456564507854219	0.461563212731842
334.43697149796	99.8101047711344	5.59730886965495	7266.63709108058	7992.96091425236	1.46442148408209	0.484024012160125	0.501238844237811	0.521928716640907
