Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_duck_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_duck_C	Univariate_LR_delta_R2_duck_C
0.501270318020897	5.42585814350628	0.546465372069829	0.0266908019291915	-0.519774570140637
0.643249697247694	8.49053623728269	0.326965860342747	0.0210955804476202	-0.305870279895127
0.404273492552595	7.46182404965908	0.374301031498319	0.0286595731998023	-0.345641458298517
0.333756302589197	5.98887982219069	0.351483551109755	0.0307150042331829	-0.320768546876572
0.479326958293711	8.67666235240461	0.46641802590816	0.0462894954385717	-0.420128530469588
0.465843935810408	12.2502999985578	0.335251807589161	0.069184928835869	-0.266066878753292
0.326378078149881	5.85054443160753	0.401201536820335	0.0370248704490775	-0.364176666371258
0.372369417769135	7.10368387280787	0.364211636777664	0.0279098185624538	-0.33630181821521
0.537913140251519	5.22194229391373	0.517463800908631	0.0194691507291194	-0.497994650179512
0.506971585197561	7.78083940186409	0.570760539502087	0.0312947139662764	-0.53946582553581
0.381700039640587	5.3229516091712	0.42791590180643	0.0370337670368906	-0.390882134769539
0.43674131544694	7.44316734072564	0.537112106787049	0.0457260333798393	-0.49138607340721
0.720031053686849	10.5755457993401	0.435105556407048	0.0286802805159801	-0.406425275891068
0.693270437518124	10.0920102641907	0.423213313609172	0.0303735002218241	-0.392839813387348
0.403036212509714	7.85092336075419	0.344579651819672	0.0242570447175137	-0.320322607102158
0.663513414825074	3.10147819148194	0.40955437675731	0.00538022545890066	-0.40417415129841
0.4600212387699	6.83612422301214	0.615322903226274	0.0303587839656341	-0.58496411926064
0.53090725436146	9.98208530404542	0.379312737525307	0.056302897221129	-0.323009840304178
0.487018986884669	7.96030632542078	0.410888832389536	0.0330573869705376	-0.377831445418999
0.407070850014392	4.81098749805716	0.410650609813378	0.0274163206252772	-0.383234289188101
0.419508371167152	5.89731678534062	0.448841048343065	0.0235913073317351	-0.42524974101133
0.440213132478143	11.2082058953535	0.581715007082758	0.0906470919760486	-0.491067915106709
0.486420096727542	7.42125109995327	0.47534904115637	0.0397627500711621	-0.435586291085208
0.338268064004724	8.88788061088874	0.447620144914545	0.0805266513439551	-0.36709349357059
0.464004139443553	10.6618444206112	0.403525421764396	0.050976010491678	-0.352549411272718
0.4792314336604	12.8434071057003	0.378352174067478	0.0534442427929333	-0.324907931274544
0.434532435581738	8.18025861450469	0.497569485900868	0.0583881465029518	-0.439181339397916
0.533255230583008	8.47192863017282	0.454872465288819	0.0361931313975985	-0.41867933389122
0.405038114393275	8.59467744287628	0.357147383185613	0.0341121048734425	-0.32303527831217
0.365111970316414	6.88925627708672	0.468002507285834	0.0357009051927002	-0.432301602093134
