Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_lake_river_reservoir_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_lake_river_reservoir_C	Univariate_LR_delta_R2_lake_river_reservoir_C
0.509348634063282	0.533939177068442	0.501592752472326	0.52172779575752	0.0201350432851934
0.161277939848129	0.170646000806687	0.128795083744666	0.132522758643227	0.00372767489856105
0.315069315823578	0.329187575596234	0.171460156214606	0.174419950024634	0.00295979381002814
0.181228010384823	0.190490294174409	0.194462916269028	0.19244431485819	-0.00201860141083826
0.0807262044704342	0.0889793842960655	0.0155085973033488	0.0175162833211039	0.0020076860177551
0.264527871520785	0.265127770942676	0.335467567228521	0.322152621369688	-0.013314945858833
0.351783052979205	0.367432051456889	0.392980579391446	0.389769966812661	-0.00321061257878513
0.266439706225198	0.285962155692134	0.307177978213235	0.320420183327139	0.013242205113904
0.200535996575834	0.20961136225592	0.129583487887477	0.131960921578856	0.00237743369137922
0.285993986073786	0.305235931376072	0.414382956180605	0.42776295731309	0.0133800011324847
0.389843653990515	0.405362443860072	0.233513714640596	0.232795645065881	-0.000718069574714403
0.28978942822516	0.311417509419928	0.0860889049763043	0.090852148443396	0.00476324346709177
0.203299055438912	0.18861776865979	0.160772201373582	0.129757375439813	-0.0310148259337689
0.246282500717424	0.241766427131106	0.213465450274872	0.188242048987389	-0.0252234012874828
0.228643762567207	0.229860624301431	0.156573133785999	0.152446487288307	-0.0041266464976927
0.0951818943085608	0.098878068455895	0.0173173966451589	0.018052739801856	0.000735343156697019
0.325869211709431	0.342112621677364	0.477480433085215	0.477690771654602	0.000210338569387236
0.329931354673836	0.338839401589086	0.263121542323268	0.2673787082017	0.00425716587843183
0.357355679266791	0.3662194724855	0.72968425213064	0.722819633885798	-0.0068646182448413
0.0595397877392208	0.0663329311795503	0.0182528021468278	0.0208733074819949	0.00262050533516712
0.258026002031862	0.266260777022931	0.144083455553165	0.145650028351509	0.00156657279834443
0.287675192226792	0.290313323743423	0.570973876532829	0.567543240548969	-0.0034306359838604
0.458449070804559	0.480103637866927	0.548233437375058	0.538814780932891	-0.00941865644216766
0.216714014042273	0.240048523022626	0.159776713300561	0.168725446317779	0.00894873301721816
0.543467409014854	0.566882671972092	0.353862621749971	0.35777710039391	0.00391447864393857
0.532350643706609	0.541866860518969	0.474401068708889	0.448653574828298	-0.0257474938805901
0.0956356568589826	0.0984600026503151	0.0352525975724388	0.0330001389378141	-0.00225245863462468
0.410587611235948	0.415529478252268	0.460330754989065	0.45120969289441	-0.00912106209465557
0.45643201535401	0.474823078234124	0.347806990861149	0.35058448974133	0.00277749888018092
0.2267030072019	0.242015496387414	0.152422384347048	0.15785492565429	0.00543254130724241
0.272262424192691	0.269803757608194	0.179146411499781	0.166112660494853	-0.0130337510049279
0.169519492866542	0.186521848149961	0.0629110608516909	0.068541090109096	0.00563002925740513
0.205512425829247	0.206625968761396	0.0271402170780602	0.0265804391797627	-0.000559777898297444
0.411730807170089	0.427868273950902	0.573260957959234	0.559661475480849	-0.0135994824783852
0.742662107165122	0.756425013696072	0.632117567918354	0.636044995836962	0.00392742791860801
0.253939159458204	0.262867390446887	0.0630191665679134	0.0615736385680127	-0.00144552799990066
0.205016294734511	0.223800916849167	0.112754797957632	0.118791547030799	0.00603674907316666
0.288165709335759	0.300120562901529	0.179372333072955	0.180004532631032	0.000632199558076862
0.318677493092491	0.339378744099391	0.345777667103719	0.356118110749104	0.0103404436453847
0.337823212762906	0.346038755859567	0.194656666488565	0.178523290452984	-0.0161333760355803
0.512546259455603	0.533269926221787	0.236034445797476	0.238898243213671	0.00286379741619469
0.465287785152358	0.479047466894057	0.474044921078902	0.45923521416962	-0.0148097069092823
0.179382993457596	0.176405779595618	0.0586173811693954	0.0550333832178046	-0.00358399795159076
0.527047809155911	0.544644123364581	0.366630750289874	0.36317979865732	-0.00345095163255404
0.257420569318673	0.260969963819057	0.297651367200353	0.292737557565175	-0.00491380963517735
0.288293723783326	0.296726969073682	0.0828206745148953	0.0793517804323577	-0.00346889408253759
0.28465415537388	0.312145104581875	0.11248343066316	0.121679439710795	0.00919600904763516
0.125700427714017	0.131900492184349	0.065873302570368	0.0655640600303751	-0.000309242539992899
