Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_wetland_combine_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_wetland_combine_R	Univariate_LR_delta_R2_wetland_combine_R
0.222819522244156	0.224481984670476	0.225790609005007	0.231587373782122	0.00579676477711474
0.30323869358435	0.302584323339144	0.251825580364646	0.252427958181188	0.000602377816542043
0.205667273279815	0.206048467315587	0.348586858615999	0.349504303058056	0.000917444442056436
0.198107318385253	0.197649386454677	0.343317142018877	0.341609136038165	-0.0017080059807118
0.266017256220056	0.264911482396878	0.373164257482372	0.374606458728711	0.00144220124633948
0.223004802734047	0.22300557278102	0.452085105192932	0.452900345102108	0.000815239909176146
0.325693178625149	0.326703209800327	0.469895501528423	0.474591090190599	0.00469558866217612
0.312788566151232	0.312455363795239	0.400137607691373	0.399273906126855	-0.000863701564517649
0.263360018296483	0.262203550981909	0.388001255005143	0.385581069853254	-0.0024201851518888
0.253337589858094	0.25474251408142	0.305782178200249	0.309279697144909	0.00349751894466066
0.276411448712494	0.276475273944832	0.300161468778702	0.300075719179085	-0.0000857495996166024
0.163793104152798	0.163568915307928	0.340544575615153	0.339907821366561	-0.000636754248592108
0.21068708672015	0.21035827946469	0.382997249662793	0.385038672094202	0.00204142243140903
0.205096837255184	0.204802192516485	0.161117493075028	0.161387658861771	0.000270165786742299
0.201199870827006	0.201365767305358	0.394514784874963	0.393661995163788	-0.000852789711175916
0.260538936296584	0.260424934040478	0.353927097924863	0.353180469641743	-0.000746628283119444
0.190867574689895	0.191630662398998	0.333128451153511	0.334993918445107	0.00186546729159642
0.180410147012328	0.179816759573181	0.219906921992264	0.218741485448475	-0.00116543654378887
0.255426355962294	0.254677718348394	0.298627472054518	0.297755719479935	-0.000871752574583218
0.197287392065138	0.196277559147063	0.225581198976633	0.223750509755477	-0.00183068922115623
0.201639024924044	0.201288108257192	0.338053924833599	0.337738940915248	-0.000314983918350498
0.180680129653145	0.179835792736484	0.222518713436317	0.220964332719099	-0.00155438071721825
0.246080598351616	0.246774418078596	0.472562044388236	0.475269759885035	0.0027077154967991
0.200178833629194	0.199502385145359	0.235506045078312	0.233833543799975	-0.00167250127833704
0.269880938946026	0.269402836635966	0.383265300094942	0.382554153518485	-0.000711146576456878
0.180139242829934	0.179864152656347	0.171586484100425	0.171339286225394	-0.000247197875030941
0.243953345727508	0.243422808877944	0.291358036734729	0.290308636807651	-0.00104939992707875
0.247983374684704	0.246774536275019	0.271182892971096	0.268802516520164	-0.00238037645093248
0.25902912312164	0.258584209910478	0.385862743673191	0.384099380452079	-0.00176336322111187
0.258190676386045	0.258040282860033	0.303776104195299	0.303626867303706	-0.000149236891592464
0.209824007476643	0.209524555358843	0.279499323142856	0.278543337698092	-0.000955985444764329
0.211241343695487	0.210924125331117	0.383919859059414	0.383564801537903	-0.000355057521510438
0.244995465934506	0.24386685492425	0.342221800463975	0.340305457239159	-0.00191634322481588
0.212406899088952	0.213244300710873	0.324653368016391	0.329399306734291	0.00474593871790052
0.296152762230786	0.296659928588794	0.412730472893574	0.417009600138839	0.00427912724526519
0.206031280547657	0.205979672892956	0.286827253460397	0.287206679543268	0.000379426082871004
0.192919142990522	0.190780574385486	0.340349651115775	0.338593334694778	-0.00175631642099705
0.217268529894743	0.216937291886763	0.368799706554374	0.367707462204512	-0.00109224434986255
0.268961936374793	0.267849376061448	0.364476340200711	0.362978993942533	-0.00149734625817766
0.202543594000953	0.202154340021718	0.236151733613559	0.235285760812037	-0.000865972801521814
0.232028090770477	0.2313865741976	0.24092683226158	0.24024698469949	-0.000679847562089803
0.256829553013413	0.257090969661315	0.279460861486918	0.280155569626011	0.000694708139093225
0.211465873314549	0.211178661117077	0.307188606072213	0.307620338430814	0.000431732358600778
0.193986060572579	0.193558900625688	0.233934824560764	0.232586510858038	-0.0013483137027252
0.217372388602555	0.218217229845555	0.315237320301329	0.318123614179638	0.00288629387830946
0.179934712193924	0.180689510728197	0.224288964474718	0.227091924533508	0.0028029600587906
0.166129126384747	0.165741864723381	0.177367080306322	0.177008416473966	-0.00035866383235636
0.183414410032738	0.183621268428763	0.357109990525493	0.357085525648557	-0.0000244648769365807
0.214642925419474	0.214561456718499	0.284415416435326	0.284087643800828	-0.000327772634498069
0.235765476889799	0.235835190984821	0.538974373576413	0.539747119912229	0.000772746335816255
0.209944538291596	0.210515212847619	0.406956290819143	0.4090895056591	0.00213321483995721
0.233337623005543	0.232330201556733	0.333720817413073	0.331258553603818	-0.00246226380925468
0.281084677191373	0.280997138289075	0.46488923643515	0.464503949841052	-0.000385286594098144
0.37487579716325	0.373747186020569	0.429879352186057	0.427897271823181	-0.00198208036287678
0.263748099475411	0.262902466839931	0.339247272064378	0.339310560839959	0.0000632887755805944
0.220981228671124	0.220724619255314	0.216842294720352	0.216489956860447	-0.000352337859905377
0.22024732656777	0.220715419895585	0.331950054504101	0.333411444758632	0.00146139025453107
0.239251232648356	0.239029953211009	0.373276718942098	0.372699746464857	-0.000576972477241644
0.229548574240751	0.230439421598944	0.379035292163742	0.380885176334355	0.00184988417061299
0.268206167264813	0.268719767022236	0.381251202024942	0.382962712589508	0.00171151056456537
0.2848875578817	0.284397544178916	0.291753496388956	0.291425866073394	-0.000327630315562599
0.167877490337337	0.167170285996923	0.285655277571106	0.283916618062783	-0.00173865950832292
0.320386189329167	0.319847555157799	0.31513640709585	0.314225535539387	-0.000910871556462689
0.187798072898109	0.187701989893904	0.35037866682321	0.349922335088493	-0.000456331734716819
0.240182755564461	0.239301556015251	0.405881069958382	0.405285937486172	-0.00059513247221038
0.237115674083162	0.237597671530127	0.374696809338991	0.378678616919638	0.00398180758064681
0.146454929562371	0.146785643560496	0.197883217055999	0.199039143154919	0.00115592609892051
0.204459721141792	0.203787051272775	0.264640227175977	0.263866995481407	-0.00077323169457022
0.176855149231057	0.176619304172565	0.176388633541358	0.175988025504776	-0.000400608036582178
0.177930168023543	0.178071047457343	0.217822114114552	0.218953377774683	0.00113126366013067
0.184740446488914	0.184146978701714	0.290424205338617	0.288164004104162	-0.00226020123445481
0.218383892309887	0.217603114998485	0.36905611801325	0.36742140302791	-0.00163471498533929
0.331058115474386	0.330830049398457	0.305403533804577	0.305011519971294	-0.000392013833283411
0.226509123719329	0.227680796668208	0.296148230478894	0.300396647577964	0.00424841709907003
0.256569911503551	0.254252059914345	0.400870862865342	0.39683274314083	-0.00403811972451146
0.215572864145086	0.215768792719671	0.375663066856621	0.378340213325427	0.00267714646880557
0.265001766795531	0.264711637657371	0.416688327579464	0.416686718250003	-0.00000160932946069448
0.212695326546727	0.213267842045274	0.30772664342743	0.31011851721036	0.00239187378292965
0.223156575126236	0.223261504815488	0.510665076616354	0.510342701164753	-0.000322375451601076
0.217057209772791	0.216836101865498	0.335122734599639	0.333968297628307	-0.00115443697133216
0.218660779852592	0.219435178266079	0.322847896914338	0.325638270351015	0.00279037343667621
0.275818064093814	0.275922138701123	0.240004119704913	0.240042980919662	0.000038861214749053
0.244070408196603	0.242546615460054	0.279615339155121	0.27813716956293	-0.00147816959219099
0.182109855758879	0.182491134005792	0.307519095655317	0.307634253328322	0.00011515767300474
0.181152648543087	0.181093890896078	0.286809759606973	0.28599667241471	-0.000813087192263307
0.246498786766735	0.246235589421205	0.349650740465462	0.349425812664784	-0.000224927800677677
0.219743240129023	0.219182052428298	0.391451138493332	0.389921057824445	-0.00153008066888677
0.189692625288812	0.188844705435424	0.272504010882626	0.271760654937585	-0.000743355945040325
0.260599408411358	0.260562333065269	0.313878215861824	0.314320981179728	0.000442765317903882
0.16906711314208	0.167724373661623	0.403680516064048	0.403535348696942	-0.000145167367106069
0.196138361639848	0.195890326431364	0.365216662922906	0.36465127691903	-0.000565386003876511
0.199510880302591	0.197895737488545	0.162701380267353	0.161737957641663	-0.000963422625689769
0.17108605712449	0.170995872444095	0.263788154726978	0.263590130394496	-0.000198024332482394
0.225725933895176	0.225333049436185	0.315847562688074	0.317144025458045	0.00129646276997059
0.222295271800955	0.222078020977285	0.331926744610458	0.331178066171303	-0.000748678439155714
0.261051242924666	0.260145176998696	0.41266284847157	0.412004645950887	-0.000658202520682383
0.228167162972808	0.227857637133951	0.405739620601347	0.404108500005465	-0.00163112059588216
0.236507440578315	0.236007713362519	0.381168339506244	0.380381846439011	-0.000786493067233329
0.21021384109126	0.207889069672498	0.271693212493876	0.268896697525299	-0.00279651496857664
0.237234984589285	0.236859240977401	0.369376270419768	0.368357954770079	-0.00101831564968818
