Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Needle_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_Needle_R	Univariate_LR_delta_R2_Needle_R
0.222819522244156	0.0688337207715318	0.225790609005007	0.0622652430578505	-0.163525365947157
0.30323869358435	0.183380508635349	0.251825580364646	0.397472301933402	0.145646721568756
0.205667273279815	0.0802345691366799	0.348586858615999	0.189744763212626	-0.158842095403373
0.198107318385253	0.047577408534864	0.343317142018877	0.0912542880333569	-0.25206285398552
0.266017256220056	0.204949983949338	0.373164257482372	0.403873247361688	0.0307089898793168
0.223004802734047	0.0376156021213676	0.452085105192932	0.0653747859728759	-0.386710319220056
0.325693178625149	0.105898145650993	0.469895501528423	0.190816390299775	-0.279079111228648
0.312788566151232	0.048221924341616	0.400137607691373	0.0518610823415213	-0.348276525349851
0.263360018296483	0.161325825644591	0.388001255005143	0.328097969188939	-0.0599032858162039
0.253337589858094	0.0713393103018354	0.305782178200249	0.0946031823250204	-0.211178995875228
0.276411448712494	0.0762947475825949	0.300161468778702	0.0796855027749062	-0.220475966003795
0.163793104152798	0.019444194420054	0.340544575615153	0.0513890518725046	-0.289155523742648
0.21068708672015	0.0632482673344991	0.382997249662793	0.142459099446253	-0.240538150216539
0.205096837255184	0.0632296571086423	0.161117493075028	0.0792874333825845	-0.0818300596924437
0.201199870827006	0.0245034503464841	0.394514784874963	0.03469068712955	-0.359824097745413
0.260538936296584	0.0568277899658557	0.353927097924863	0.124786675053116	-0.229140422871747
0.190867574689895	0.0652664643540414	0.333128451153511	0.308407762636768	-0.0247206885167428
0.180410147012328	0.0500972537903443	0.219906921992264	0.0742346359804662	-0.145672286011798
0.255426355962294	0.040886042262652	0.298627472054518	0.0544759545654346	-0.244151517489083
0.197287392065138	0.099861924197996	0.225581198976633	0.110718554324688	-0.114862644651945
0.201639024924044	0.0926065353450785	0.338053924833599	0.20127671423684	-0.136777210596759
0.180680129653145	0.0654989130984954	0.222518713436317	0.070938027425721	-0.151580686010596
0.246080598351616	0.0844070423110817	0.472562044388236	0.165434337808678	-0.307127706579558
0.200178833629194	0.0966874662280913	0.235506045078312	0.210441697371242	-0.0250643477070703
0.269880938946026	0.0839329961450192	0.383265300094942	0.140070496476187	-0.243194803618756
0.180139242829934	0.054886951975683	0.171586484100425	0.0753928915307384	-0.0961935925696862
0.243953345727508	0.0641540803547819	0.291358036734729	0.104620030288943	-0.186738006445787
0.247983374684704	0.11507213006672	0.271182892971096	0.148699196024116	-0.122483696946981
0.25902912312164	0.120387522407691	0.385862743673191	0.355910366376302	-0.0299523772968889
0.258190676386045	0.0563680390431761	0.303776104195299	0.0684358374140944	-0.235340266781204
0.209824007476643	0.0976668958260183	0.279499323142856	0.199272882160188	-0.0802264409826678
0.211241343695487	0.0639163770234365	0.383919859059414	0.12704635665258	-0.256873502406834
0.244995465934506	0.0706854007247857	0.342221800463975	0.195544389336066	-0.146677411127908
0.212406899088952	0.0503514309974909	0.324653368016391	0.0889699036097152	-0.235683464406676
0.296152762230786	0.0433255451342641	0.412730472893574	0.0540469608388401	-0.358683512054734
0.206031280547657	0.0486322648755838	0.286827253460397	0.0789413346131806	-0.207885918847216
0.192919142990522	0.0521110365161118	0.340349651115775	0.0954485785317432	-0.244901072584032
0.217268529894743	0.0643266859169358	0.368799706554374	0.238983644032015	-0.129816062522359
0.268961936374793	0.140925292437248	0.364476340200711	0.322292452211319	-0.0421838879893914
0.202543594000953	0.0661199841292552	0.236151733613559	0.0761118659269345	-0.160039867686624
