Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_gurbn_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_gurbn_R	Univariate_LR_delta_R2_gurbn_R
0.150110631409529	0.148147090908786	0.38939719285353	0.388859240184036	-0.000537952669493802
0.143593909798947	0.141412442543676	0.423430126884949	0.421874186595185	-0.00155594028976402
0.150132237850019	0.149189039537022	0.330987636129849	0.331768370607671	0.000780734477822509
0.148278130952505	0.147441439273986	0.390775510220833	0.394041521193206	0.00326601097237306
0.136401569212955	0.135761366033323	0.357528677260502	0.357168723495525	-0.000359953764977605
0.142400007698675	0.142032025571632	0.344323554655852	0.344893728186469	0.000570173530617057
0.155246281623498	0.154228785320714	0.307810920976839	0.30861893648112	0.000808015504280335
0.118124156484011	0.117540357412555	0.395519150074584	0.396319028789859	0.000799878715275704
0.17362623255589	0.171485704009973	0.380245477768298	0.379884736510616	-0.00036074125768254
0.141166928127341	0.13939932449705	0.458673843649753	0.456625157043596	-0.00204868660615681
0.1248543618432	0.123667484762553	0.3023738236271	0.30368241203438	0.0013085884072801
0.185858489271754	0.184787322228925	0.452081650182312	0.453798324477349	0.00171667429503741
0.167546750254902	0.16540809282385	0.375943147526609	0.375056587250481	-0.000886560276128157
0.140868118859595	0.140244955685863	0.414632345042468	0.417290976082377	0.00265863103990899
0.133967017789341	0.132766324126572	0.420976909546387	0.423484099287004	0.00250718974061653
0.134100123371274	0.132620842344136	0.388420795493179	0.385564860998368	-0.0028559344948117
0.121846303952743	0.119861332793394	0.351421649490719	0.347369795816468	-0.00405185367425076
0.122420030009725	0.121772129002995	0.471212615187751	0.47341331636793	0.00220070118017868
0.130064054004673	0.129292305903668	0.376337778374672	0.376635366304299	0.000297587929626697
0.110504590470904	0.110431827437837	0.306668137521716	0.31025310833051	0.00358497080879483
0.14813790410505	0.147122687604369	0.444939079400201	0.444916140675395	-0.0000229387248057988
0.133802533498321	0.13303265115482	0.455815724520116	0.458762000755416	0.00294627623529936
0.142305594922317	0.140820551149849	0.330458400866036	0.328224940471689	-0.0022334603943473
0.0887228017934336	0.0886302456086928	0.266479568252722	0.270350433614272	0.0038708653615504
0.124405795685512	0.123596583986703	0.379636468661319	0.380852490078135	0.00121602141681593
0.115314910707885	0.11431350227685	0.408539944472711	0.407344399528839	-0.00119554494387164
0.164462831673758	0.162889442063046	0.478858295513728	0.478937865147753	0.0000795696340253338
0.13198902519245	0.131360311681073	0.313350476519462	0.315681804909271	0.00233132838980876
0.163364605779724	0.161731813891645	0.397965093440934	0.39768366124309	-0.000281432197843323
0.128488066173242	0.127849434130007	0.308694803993136	0.30901854025962	0.000323736266483909
0.109880667904805	0.109047152517617	0.25922513572072	0.259765464961008	0.000540329240287629
0.140220586495874	0.139082380041022	0.403083292408821	0.403421252042347	0.00033795963352562
0.146435949496081	0.145756044208619	0.423246077822098	0.424612669973319	0.00136659215122009
0.128998941374104	0.128409643165692	0.371466268343809	0.372202654260242	0.000736385916433435
0.126561782370573	0.124847795042047	0.41546608551048	0.414287170536942	-0.00117891497353839
0.136107859034758	0.134929680881944	0.476383637080262	0.477283233883708	0.000899596803446423
0.140733327238492	0.139333463372709	0.556004129907417	0.55577887862437	-0.000225251283046846
0.129607834256173	0.128256544400822	0.409368574888041	0.410498827889828	0.00113025300178776
0.13551251153612	0.133888032517426	0.410410336679251	0.409514604513209	-0.000895732166042329
0.104609805229639	0.104339417878872	0.28731324429355	0.289355000256885	0.00204175596333495
0.195413209456916	0.190440419063161	0.348059156899401	0.344191305153322	-0.00386785174607951
0.125582901738989	0.124825596196366	0.325810898955677	0.327275015993482	0.00146411703780464
0.108165347333613	0.107670487380435	0.343486995801337	0.344557903061446	0.00107090726010822
0.109619648931537	0.10850552605937	0.345019088759316	0.344198372919995	-0.000820715839321084
0.101280563914629	0.100651043607792	0.304026961380889	0.305713750840398	0.00168678945950906
0.101271374835581	0.100158878658112	0.342399613724819	0.341102316768052	-0.00129729695676639
0.16167411389264	0.159429847836907	0.3885753279518	0.384761139454768	-0.00381418849703241
0.165683645034129	0.164235931874846	0.367353503040451	0.366258073396042	-0.00109542964440945
0.11082735887724	0.11036350937927	0.275202527851895	0.278258835322108	0.00305630747021302
0.11413279946993	0.112713544803981	0.354463279699986	0.351098030243009	-0.00336524945697703
0.167150258214366	0.165766747441128	0.448748873696486	0.448181659152794	-0.000567214543692574
0.134538909177353	0.132475064000923	0.398434881653583	0.394175026034766	-0.00425985561881692
0.16680676673	0.163759737900699	0.413728691165001	0.410457400267787	-0.00327129089721362
0.130142501566864	0.129400509904662	0.346182613443141	0.346399080012738	0.00021646656959684
0.177545972454056	0.175441977212013	0.517491157582908	0.515052726971253	-0.0024384306116555
0.141200400094332	0.140239584188348	0.408471915917682	0.408669772483993	0.000197856566310606
0.115092081599442	0.114742660665719	0.438469724867065	0.44092298328178	0.00245325841471589
0.117659472344966	0.116315747023472	0.406909360804721	0.4065051469306	-0.000404213874120762
0.0867008690427266	0.0860019175339523	0.255909997458965	0.255525905384699	-0.000384092074265541
0.135108104602073	0.133794145808435	0.378987912988676	0.378433972173239	-0.000553940815436693
0.148353431941047	0.147232969974389	0.443471319751828	0.442738940423214	-0.000732379328613975
0.133060636348565	0.132762038081468	0.382061752010204	0.383848698683287	0.00178694667308271
0.116685066227607	0.116373734291885	0.343897309403295	0.34842926707365	0.00453195767035447
0.181792085784408	0.179302988098145	0.497363249114305	0.496653090201337	-0.000710158912967995
0.164597097147314	0.162224039646658	0.42321175825163	0.41967009559284	-0.00354166265878991
0.11240307604504	0.111528275477922	0.407611234908818	0.409704283135417	0.00209304822659917
0.150993107448069	0.149876645063538	0.337686203019005	0.337274113319195	-0.000412089699810381
0.136403500858624	0.135233717459954	0.348641642649928	0.347763850197494	-0.000877792452434578
0.124280591984046	0.1229897636341	0.336235478912367	0.335847446061004	-0.000388032851363185
0.133658570275105	0.132968653320036	0.338975152182006	0.342822201362469	0.00384704918046369
0.122242128033875	0.121971801867338	0.318689215192691	0.320797491833089	0.00210827664039759
0.120251383016601	0.119229275324057	0.335673538010134	0.336516951166461	0.000843413156327466
0.10988246395864	0.108783334193423	0.326260303655521	0.327979665230986	0.00171936157546532
0.181431125387418	0.180112218761805	0.474818025108958	0.475143731347518	0.000325706238559764
0.126745206656011	0.125831387648303	0.343998976616415	0.347556265964319	0.003557289347904
0.124021955971828	0.123156109272122	0.406529202316523	0.40679228936833	0.00026308705180722
0.148108423294679	0.147298599820263	0.429185476535025	0.43175321219794	0.00256773566291552
0.131053557451559	0.1300900291104	0.525473678779346	0.526114494446969	0.000640815667622419
0.112173518597445	0.110948182327905	0.331096656576973	0.330126670785649	-0.000969985791324013
0.121186606515327	0.119308449052991	0.381437265448479	0.3803694319894	-0.00106783345907896
0.138308499183636	0.13729957513249	0.395895865227024	0.394681350623955	-0.00121451460306921
0.131563802970312	0.130148171334616	0.33186374336212	0.332589025174892	0.000725281812771483
0.113790142214091	0.112668020760959	0.332907563963746	0.332320862545361	-0.000586701418385183
0.125586333881224	0.124443630196288	0.410012048194526	0.409176088696421	-0.000835959498104333
0.139233850957772	0.137801506725319	0.442967889843031	0.442575407532282	-0.000392482310748454
0.127589206721079	0.125773226330009	0.385290629182971	0.383061012400745	-0.00222961678222605
0.137800698400502	0.136495670276535	0.4375015323781	0.43768326259064	0.000181730212539533
0.155315213129564	0.154560241331973	0.498118640674109	0.500803375894518	0.00268473522040957
0.152300879830569	0.151915949347443	0.491711267282355	0.495224003647077	0.00351273636472194
0.116887617659909	0.116027182412403	0.416653969283347	0.416937130177354	0.000283160894007206
0.128028548653936	0.12786639891218	0.36057462856817	0.365419780878335	0.00484515231016591
0.112853472383674	0.112119883003154	0.430738219415419	0.433108685506465	0.00237046609104602
0.135476171534611	0.134223030362	0.379699593699088	0.37928221903065	-0.000417374668437387
0.129202260359136	0.128545667866381	0.454099164594377	0.454536944578484	0.000437779984107212
0.130340435279284	0.129559219085743	0.33795476752737	0.339553782265852	0.00159901473848267
0.122844059939147	0.121754548342047	0.401227224872315	0.400449302373926	-0.000777922498389094
0.146437519152071	0.144867869674337	0.323240179001803	0.321486077119602	-0.00175410188220076
0.135729443694236	0.133769671480615	0.354950571136619	0.355258103320552	0.000307532183932591
0.136588595060464	0.135199409418475	0.409830928575424	0.409469552549885	-0.000361376025538818
0.143127128632653	0.141978604797199	0.434499438472387	0.433961460000644	-0.000537978471742862
