Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Deciduous_broad_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_Deciduous_broad_R	Univariate_LR_delta_R2_Deciduous_broad_R
0.151037596253434	0.055960888002383	0.388325426211782	0.234256937223581	-0.1540684889882
0.142351138918963	0.0319411151771894	0.436539917974483	0.116489389411939	-0.320050528562544
0.15061894103494	0.0433473331509437	0.331484844169957	0.138475642078837	-0.19300920209112
0.149109501396845	0.0422878427499801	0.391100929521009	0.180999170322805	-0.210101759198205
0.138266030192787	0.0391262201547395	0.356658123281561	0.143086379791381	-0.21357174349018
0.134413272461843	0.0614997377834253	0.330923808029505	0.275991343441351	-0.0549324645881538
0.155307271787103	0.0438921965396835	0.310004758301913	0.154257733546119	-0.155747024755794
0.119355114818103	0.042369334260228	0.400810233416745	0.199485339077866	-0.201324894338878
0.174478796573689	0.0514526604080979	0.381230953168027	0.178796054424345	-0.202434898743681
0.141288382665203	0.0501934984181482	0.460137053713518	0.216209677609013	-0.243927376104505
0.124977933278092	0.0394910582202236	0.312145938476485	0.157828445994615	-0.15431749248187
0.185951839082199	0.0475092204591735	0.451731478046589	0.190106526592529	-0.26162495145406
0.168564799701209	0.0356331019620266	0.377600859698911	0.102108678015245	-0.275492181683666
0.14135447652732	0.0481438753911704	0.413702606823832	0.218979620843934	-0.194722985979899
0.134935570076318	0.0446830925973337	0.419738184440104	0.231579552045234	-0.188158632394871
0.130515677604834	0.0486209659808003	0.397665040346926	0.303786712711638	-0.093878327635288
0.118385804491202	0.0506996810242349	0.339165400049451	0.263424510284934	-0.0757408897645167
0.127284746478565	0.0529124754497912	0.476114711898614	0.333517568130662	-0.142597143767951
0.131660802094227	0.0499286076635755	0.384057067358761	0.208204586014127	-0.175852481344634
0.111963322227191	0.0419071936426352	0.3062869797441	0.179084298646873	-0.127202681097228
0.149408681848003	0.0446814822933235	0.447118584520673	0.203021058450796	-0.244097526069878
0.13640914292868	0.0370797894165799	0.456014578378146	0.179468935876856	-0.27654564250129
0.143259365536412	0.034959298048338	0.33308702249657	0.121951305771816	-0.211135716724754
0.0889051014579	0.0337588242482552	0.266434951177938	0.144947799254554	-0.121487151923384
0.131796710628302	0.0461927148342812	0.412682574149289	0.206958440704119	-0.20572413344517
0.115786231625102	0.0456636153585355	0.410285761144215	0.314048054436145	-0.0962377067080697
0.163143613161208	0.0671610226116168	0.473531814679412	0.319286848563621	-0.154244966115791
0.13198902519245	0.034239875920664	0.313350476519462	0.150769686632857	-0.162580789886605
0.164516550807871	0.0439750645140924	0.398229545449678	0.173321301577491	-0.224908243872187
0.128529485068277	0.0369035293186887	0.308367486609988	0.129797613489682	-0.178569873120306
0.116678355444994	0.046523567920038	0.24522814058283	0.152577580637336	-0.0926505599454941
0.138825719796921	0.054347360141897	0.389492704390551	0.20755030292388	-0.181942401466671
0.147276902921486	0.0394799665768422	0.431945154610262	0.179569843135257	-0.252375311475005
0.130123660943006	0.0371202270145531	0.377802715056061	0.196744417985109	-0.181058297070952
0.128381053985146	0.0389878366587618	0.418256084433854	0.169636234113682	-0.248619850320172
0.129341129764886	0.0486856177658664	0.443109278248909	0.260872091623182	-0.182237186625727
0.140733327238492	0.055178278206147	0.556004129907417	0.33579574162798	-0.220208388279437
0.129607834256173	0.0354659897091218	0.409368574888041	0.180905909512215	-0.228462665375825
0.137703504654396	0.0516290262844293	0.410167750547781	0.261960846516398	-0.148206904031384
0.104801394527245	0.022158140956329	0.287285254424253	0.0858934245965482	-0.201391829827705
0.167174317588601	0.0445772790305205	0.341025919299594	0.132666549904011	-0.208359369395583
0.12730027966483	0.053372510293793	0.334713137238643	0.200633668047612	-0.134079469191032
0.1081132237092	0.038970174965412	0.340713748996775	0.205451985412126	-0.135261763584649
0.109772319157903	0.0385253354268525	0.344956972434441	0.201702160987132	-0.143254811447309
0.10200738123783	0.0336235502467524	0.303232283563617	0.14162343588059	-0.161608847683027
0.115063078355839	0.0309603281988049	0.325618866620299	0.089057712723057	-0.236561153897242
0.16098771583314	0.0479148592532688	0.3925870828435	0.193467573212167	-0.199119509631333
0.168508375632228	0.0461763210740552	0.369860938295555	0.142356420877358	-0.227504517418196
0.115524921683664	0.040991513739027	0.283221313477317	0.148950338915037	-0.134270974562281
0.113222392683958	0.0422704007171201	0.363338257183709	0.212943983381716	-0.150394273801993
0.160074317167777	0.0585877696953116	0.446458916200413	0.234597878921628	-0.211861037278785
0.134538909177353	0.0496787456455745	0.398434881653583	0.278355002907954	-0.120079878745629
0.154685758255744	0.0375655313997478	0.407572357341492	0.126558757794807	-0.281013599546686
0.131499871809474	0.0558006278341552	0.350865285964987	0.240732204889966	-0.110133081075021
0.179245833509231	0.048732498651342	0.523698251731677	0.17207129696594	-0.351626954765737
0.1416152926257	0.0613734168572414	0.408746925156795	0.236505457552851	-0.172241467603943
0.115175501740913	0.047466896810957	0.438280052686114	0.233890950494344	-0.204389102191769
0.117677233389475	0.0512236693134614	0.404352475520988	0.260995506470518	-0.14335696905047
0.0871678636773959	0.0283043053417801	0.256518043789323	0.141396987051436	-0.115121056737887
0.132578063690766	0.0535645301558285	0.393876286843974	0.240615858180098	-0.153260428663877
0.148361908571459	0.0494943049137469	0.442696501892419	0.259082881728884	-0.183613620163535
0.133059345339793	0.0320607744935518	0.381137641209691	0.142606458219691	-0.23853118299
0.115280887922619	0.0472361453099956	0.351437997110314	0.266286339182697	-0.085151657927617
0.183696425724865	0.0647729868890221	0.499796538519041	0.279823366988194	-0.219973171530847
0.16586862579374	0.0455458266846789	0.430358054294178	0.174021518715998	-0.25633653557818
0.113283955565216	0.0374615186055614	0.410592867716501	0.237412753341577	-0.173180114374924
0.15224562042628	0.0501874179695219	0.345274607851177	0.189681175371931	-0.155593432479246
0.137794486054924	0.0430543261337758	0.352482759955608	0.197874997535952	-0.154607762419655
0.123095216636265	0.0473406912456636	0.331659504291989	0.192394715223639	-0.13926478906835
0.133637220100116	0.0269590998664611	0.332481498990924	0.0862650861179158	-0.246216412873009
0.122242128033875	0.0472297486807969	0.318689215192691	0.259488330662746	-0.0592008845299455
0.120496163244956	0.042371477888645	0.335753214759489	0.222717663928263	-0.113035550831225
0.13722257444532	0.0333603914873463	0.452798218821597	0.11169719908089	-0.341101019740707
0.178711881713771	0.059307939113466	0.475542436232579	0.238546305441972	-0.236996130790607
0.123322246070839	0.0443648991103833	0.346661925621143	0.190739607250654	-0.155922318370489
