Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_bird_richness_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_bird_richness_R	Univariate_LR_delta_R2_bird_richness_R
0.262322574424212	0.00159223314599858	0.322608743320743	0.295450329248106	-0.0271584140726374
0.18941400571477	0.00123167019754395	0.199153209141687	0.195531146258539	-0.00362206288314806
0.413002022277558	0.00245157395080671	0.363321577685604	0.330748031855994	-0.0325735458296101
0.344935530898249	0.00204268589222801	0.276852268519031	0.249507701571388	-0.027344566947643
0.201898486248692	0.00116532465342499	0.175021785754743	0.15599562855634	-0.0190261571984031
0.271958871245002	0.00175010451058541	0.33208065831701	0.323700485777215	-0.00838017253979517
0.298734910368452	0.00186663568092239	0.5664160565061	0.54870350171804	-0.0177125547880596
0.256442194889063	0.00161799032488478	0.447664126806018	0.437770300452847	-0.0098938263531716
0.297732359904272	0.00181285425970103	0.299809189855429	0.284669257334134	-0.0151399325212954
0.171334171841469	0.00103708337834734	0.150871663326661	0.140207034387459	-0.0106646289392018
0.328686361316565	0.00212143480887261	0.416223372026439	0.433464368370927	0.0172409963444878
0.208855173210679	0.00136431631685307	0.0801998396889913	0.0942406393225901	0.0140407996335988
0.0546836103213451	0.000331721899229331	0.00310839808567133	0.00288278355238291	-0.000225614533288419
0.297912756604895	0.00188627160598696	0.174699728053181	0.17190408007328	-0.00279564797990137
0.367959212626779	0.00234176370039881	0.753687605324316	0.740402880370477	-0.0132847249538395
0.200621711539071	0.0011789954299664	0.255659826483456	0.247636928729173	-0.00802289775428336
0.320628946181411	0.00181308492234574	0.366980627636471	0.32691957154984	-0.0400610560866312
0.229400072267701	0.00150778368396833	0.217644803462346	0.238204767560053	0.0205599640977069
0.401261598010057	0.00253406218801963	0.5115236614518	0.491776245252497	-0.0197474161993033
0.25120428052712	0.00159052909834415	0.277231758845679	0.270081998591207	-0.00714976025447162
0.276326207112296	0.00164863404932165	0.319869858910122	0.320079332118895	0.000209473208772903
0.287963354749605	0.0017015328381923	0.332024224013677	0.333135539781393	0.00111131576771684
0.477411520410543	0.00282545646599347	0.424563104086757	0.350832607965277	-0.0737304961214792
0.15326789562427	0.00083925472210913	0.10695769034253	0.0869248480040487	-0.0200328423384814
0.215528791038733	0.00131674483310168	0.29346202517197	0.280358263895794	-0.0131037612761755
0.145307245235685	0.00085189849810795	0.132163728145993	0.11862616627476	-0.0135375618712338
0.368011263389756	0.00227926486583877	0.553481527750023	0.557533124418364	0.00405159666834098
0.236775677741162	0.001466721124917	0.211422840004233	0.212639353121853	0.00121651311762025
0.493706326093707	0.00315912059076204	0.565058824519742	0.588268620258898	0.0232097957391569
0.362627093637734	0.00222854020946192	0.37716416377704	0.357432781667039	-0.0197313821100012
0.36960156676913	0.00230380679005485	0.195904199374317	0.188903101479735	-0.00700109789458234
0.296389188599478	0.001871772345317	0.45011803472699	0.443886641670792	-0.00623139305619763
0.0875650967779563	0.000565787966801055	0.0495525496527463	0.0509057615078129	0.00135321185506668
0.252231065832935	0.00155247222042052	0.47849686661961	0.494063845826195	0.0155669792065852
0.215745441369787	0.00135048629747222	0.263329620706553	0.252750512562721	-0.0105791081438322
0.243638025946456	0.00152675960397018	0.321673307015317	0.31213546147958	-0.00953784553573761
0.337293695761776	0.00198812118894973	0.428779048133682	0.427524959153809	-0.00125408897987284
0.222658179900909	0.00135120251956035	0.191046257244022	0.184999578778045	-0.00604667846597726
0.177595090880859	0.00107396188986659	0.0797280058256116	0.0713102843518016	-0.00841772147381004
0.383747657955253	0.00240217270151563	0.373956992046316	0.339123940563751	-0.0348330514825657
0.323529147113634	0.00192924805876488	0.349732403149747	0.338998452268554	-0.0107339508811924
0.381360891792038	0.00237891085528907	0.330028523657793	0.327831302407796	-0.00219722124999638
0.210425693915064	0.00109873720480375	0.104131912858867	0.0812627561988931	-0.0228691566599738
0.383168011530173	0.00244934198658176	0.340828208568213	0.335747564910944	-0.00508064365726923
0.226942670136525	0.00135003246328561	0.247059582755267	0.215220359235469	-0.0318392235197982
0.165919595803474	0.00100285945861153	0.216825508698396	0.206983206895209	-0.00984230180318765
0.351172389703511	0.00205001640805373	0.515941018145619	0.460154484105701	-0.0557865340399185
0.141093247416346	0.000872006595350894	0.0560660035056124	0.051175297876902	-0.00489070562871041
0.416759920574893	0.00247649047618637	0.366086306022423	0.317682269757787	-0.0484040362646355
0.138258642880463	0.000851407799050121	0.0971742278316691	0.098255025754431	0.0010807979227619
0.194452571670632	0.00122050113679386	0.184544487098925	0.175334609452417	-0.00920987764650782
0.327702017267588	0.00195175716162531	0.204531322149339	0.186163683429854	-0.0183676387194852
0.326525729684636	0.00201394036606615	0.276482561864855	0.276579399432568	0.0000968375677136701
0.177000446951675	0.00110593312623584	0.125377965127637	0.135554564385004	0.0101765992573673
0.263852062029329	0.00162025082467879	0.297159790007945	0.304518834466158	0.00735904445821228
0.335413216114884	0.00211997901240074	0.37655302472012	0.373621254218352	-0.00293177050176791
0.21931500991072	0.00123395105371014	0.122223391584183	0.0991923427546057	-0.0230310488295772
