Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_bird_richness_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_bird_richness_R	Univariate_LR_delta_R2_bird_richness_R
0.281615001091271	0.00166254702631432	0.309954380098723	0.298492370488585	-0.0114620096101375
0.195221781862019	0.00115008887477045	0.246213124476023	0.205687796036094	-0.0405253284399286
0.328475987278957	0.00203262957897343	0.304699572048603	0.294947978632219	-0.00975159341638354
0.12548081371008	0.000844886705633297	0.0576245500128291	0.0654974520393503	0.00787290202652113
0.380221686199752	0.0023725986929345	0.436460465226336	0.412191222649014	-0.0242692425773222
0.271106112843045	0.00176568920495561	0.295201593068526	0.300681117436741	0.00547952436821536
0.268529727525356	0.00154924413133747	0.215882683742674	0.197091015007345	-0.0187916687353291
0.268915680207145	0.00163266272285679	0.33528272064882	0.316605914597371	-0.0186768060514494
0.188840001307992	0.00120267074884771	0.193780114543695	0.222249035287891	0.0284689207441958
0.294343398986945	0.00182903696257932	0.199560110827084	0.201423724275209	0.00186361344812525
0.262515685109764	0.00155494986194819	0.170153249306605	0.152180728031078	-0.0179725212755269
0.33224920944358	0.00203830681464328	0.179260096885826	0.169422744031125	-0.00983735285470114
0.171208000097193	0.00103352601071164	0.105409983751183	0.0969044521216195	-0.00850553162956312
0.324182025710447	0.0019007246490125	0.349337781307474	0.325950435943996	-0.0233873453634774
0.396984140835037	0.00240779080885513	0.268140647585385	0.260924146809401	-0.00721650077598401
0.253230271465248	0.00155250199098019	0.263960025794296	0.258129657152261	-0.00583036864203457
0.150952585961184	0.000934981760608966	0.186481670345029	0.179026388650852	-0.00745528169417675
0.313515730408574	0.00178733543116047	0.393752308076264	0.355455757121834	-0.0382965509544303
0.381729673877589	0.0023867464733044	0.60066321263524	0.614176705481162	0.0135134928459218
0.380408026982781	0.00240721306606593	0.560794107523312	0.534476118794951	-0.0263179887283619
0.263297713374962	0.00158544702207243	0.199855470298565	0.191245165159898	-0.00861030513866701
0.166394592631573	0.000888453314188299	0.061314455634477	0.0476849304291109	-0.0136295252053661
0.332299790113619	0.00211591745986383	0.413726830994624	0.380272573782744	-0.0334542572118803
0.139654742454659	0.000872765548892828	0.030141994366487	0.0297446858899171	-0.000397308476569883
0.2152137152705	0.00133687676277417	0.215355338530456	0.20962581234882	-0.00572952618163644
0.409870527755173	0.00244203589212714	0.44317650581574	0.401623518829601	-0.0415529869861399
0.284259039142053	0.00176661503237316	0.579284344376263	0.561470547123375	-0.0178137972528878
0.241920399638981	0.00152776018988359	0.227047707686186	0.24049518907568	0.0134474813894939
0.413098725992434	0.00261522682887929	0.406504148838753	0.40849696957702	0.00199282073826684
0.258246405201479	0.00161039572429218	0.331995650260501	0.326579911141757	-0.00541573911874466
0.263783959915368	0.00159780597447757	0.394649664669252	0.364085803845951	-0.0305638608233011
0.202182795465973	0.00128678961187479	0.283187361026494	0.284895196946135	0.00170783591964019
0.372736218170831	0.00237737495354275	0.38587677904769	0.410022785503024	0.0241460064553336
0.0858440154864465	0.000518164042717906	0.0371927579866985	0.0340513609251299	-0.00314139706156864
0.0888771844058378	0.000662027585537798	0.0360407182188392	0.0469849776665787	0.0109442594477395
0.285061868130876	0.0018236585514637	0.240233614807825	0.231430727825285	-0.0088028869825397
0.187684685627995	0.00104615576126487	0.100950279113238	0.0850525174760011	-0.0158977616372368
0.209858376214808	0.00123181427929253	0.151732114670386	0.146413944107677	-0.0053181705627085
0.35937181630942	0.00234422495395689	0.274476078243037	0.304840997011668	0.0303649187686308
0.187804240080916	0.00124775587779671	0.0701999947546988	0.0674876950484615	-0.00271229970623731
0.184346951330483	0.00109027246050963	0.123706750091684	0.106408448379854	-0.0172983017118306
0.139784063032013	0.00078767190190702	0.0566627737835538	0.0503794518134651	-0.00628332197008865
0.450305475183988	0.00278178165354389	0.396318643502751	0.373800050468245	-0.0225185930345066
