Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_unifre_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_unifre_R	Univariate_LR_delta_R2_unifre_R
0.346611941887583	0.00050467226814582	0.327096897778404	0.0458354481230166	-0.281261449655387
0.384754555341154	0.000769253707342135	0.289265299730484	0.0650462444817366	-0.224219055248748
0.321188927132217	0.000902513355898608	0.505346156524557	0.193692030056966	-0.311654126467591
0.254866679747832	0.000739423089946501	0.388360653011702	0.162075215575102	-0.2262854374366
0.325021407391504	0.000706007341595615	0.420742643015811	0.122631734534899	-0.298110908480912
0.270714845542385	0.00078492704697096	0.507631385811764	0.20463243765176	-0.302998948160004
0.387559889191987	0.000919764696044149	0.509928292595083	0.146884707096624	-0.36304358549846
0.439752233897074	0.000595033582497322	0.550380465138913	0.0536672852661684	-0.496713179872744
0.332876567296358	0.000826973445521762	0.420341032080361	0.141399871104734	-0.278941160975626
0.354753563720059	0.000547253250139286	0.405202471714198	0.0525026522766126	-0.352699819437586
0.352215887150166	0.000715534757923834	0.371900897314699	0.0907094240503585	-0.28119147326434
0.218406416877656	0.000630539181443991	0.406928065707385	0.177039958290028	-0.229888107417357
0.273308854519352	0.000538361375458119	0.476475202786151	0.124397210285769	-0.352077992500381
0.277483922225194	0.000582436803866223	0.194861146808132	0.041333480116064	-0.153527666692068
0.245550760206688	0.000699287442677584	0.437015213466651	0.185572349760718	-0.251442863705933
0.349680314238313	0.000790646802728547	0.439582182094636	0.119283142164558	-0.320299039930078
0.268649434390359	0.000490436158828798	0.436354922476712	0.106525514715385	-0.329829407761327
0.247792329792701	0.000449837367977794	0.259437036058985	0.055288423530252	-0.204148612528733
0.319190778886428	0.000683524733157434	0.349725757354604	0.0897332687864349	-0.259992488568169
0.270344499902762	0.000622123349403175	0.424967940672487	0.152360898344522	-0.272607042327966
0.268979448931406	0.000566723631531828	0.410405801376889	0.108897368675892	-0.301508432700997
0.243918017576049	0.000510543160172536	0.27763612039315	0.0753570174344596	-0.20227910295869
0.290133902174924	0.000589610921623874	0.530838452524534	0.0898151905511155	-0.441023261973418
0.214100377088007	0.000433797642154474	0.213883168230336	0.0468288323940713	-0.167054335836265
0.365241720761659	0.000596931027664726	0.473890067663764	0.0782084318662064	-0.395681635797557
0.283340507828163	0.000553735529934521	0.239565608515106	0.0577836705533605	-0.181781937961746
0.314143777361619	0.000397005527481323	0.333809088891979	0.0337187655586917	-0.300090323333287
0.357549421149445	0.000549238214845085	0.362082217829381	0.0514328644144404	-0.31064935341494
0.362590655585543	0.000700558794190916	0.513955810209244	0.123040202731278	-0.390915607477966
0.356203908744226	0.00077428718824334	0.334650386736082	0.12373433828958	-0.210916048446501
0.249502020094384	0.000618505250571401	0.32099863186864	0.0899950428210875	-0.231003589047553
0.220296731337961	0.000567648649688105	0.380749893732365	0.153146360868649	-0.227603532863717
0.306902267683027	0.000486262107256198	0.396739956262336	0.0528786882652307	-0.343861267997105
0.276038675846178	0.000560684765107308	0.368425652955759	0.104151229312004	-0.264274423643755
0.424489437509876	0.000842071271262793	0.52707212297476	0.109386823389898	-0.417685299584862
0.261966494769299	0.000544212581497666	0.342665626609614	0.101177573291957	-0.241488053317657
0.225546549834605	0.000475127304564207	0.365838097183126	0.0986617831423899	-0.267176314040736
0.274404331722716	0.000719190235035416	0.439425497881572	0.145432112917543	-0.29399338496403
0.333719985921835	0.00047915730830202	0.437066164686913	0.0465257717363443	-0.390540392950569
0.318324563895129	0.000497186222292791	0.335013201609268	0.0530548778585933	-0.281958323750674
0.286440760924098	0.000741228984906045	0.317041641226403	0.103036419839999	-0.214005221386404
0.325157957727569	0.000675632179978403	0.331230636898204	0.0859479511510897	-0.245282685747114
0.290387644963121	0.000450428375156035	0.375776879689222	0.0502407672131361	-0.325536112476086
0.272225533824467	0.00045850224583017	0.292389049627028	0.0585137427725036	-0.233875306854525
