Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_gsecd_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_gsecd_C	Univariate_LR_delta_R2_gsecd_C
0.509348634063282	0.824204141240746	0.501592752472326	0.465096480395837	-0.0364962720764896
0.161277939848129	0.254188382394168	0.128795083744666	0.122329571559303	-0.00646551218536304
0.315069315823578	0.5245932937639	0.171460156214606	0.163418215796042	-0.00804194041856415
0.181228010384823	0.293889423081788	0.194462916269028	0.180207998203872	-0.0142549180651567
0.0807262044704342	0.113935943190922	0.0155085973033488	0.0110126346491201	-0.00449596265422867
0.264527871520785	0.423531481040767	0.335467567228521	0.339465271033868	0.00399770380534697
0.351783052979205	0.570564615128553	0.392980579391446	0.367843416184438	-0.0251371632070073
0.266439706225198	0.433438098708509	0.307177978213235	0.286291689629312	-0.0208862885839237
0.200535996575834	0.308825591500495	0.129583487887477	0.1159417098323	-0.0136417780551766
0.285993986073786	0.517244488540771	0.414382956180605	0.472338608597075	0.0579556524164698
0.389843653990515	0.748329864407381	0.233513714640596	0.311540454341262	0.0780267397006666
0.28978942822516	0.453832410762842	0.0860889049763043	0.0779383840207209	-0.00815052095558336
0.203299055438912	0.292536601246942	0.160772201373582	0.125712291601038	-0.0350599097725439
0.246282500717424	0.36669165147167	0.213465450274872	0.183045080967148	-0.030420369307724
0.228643762567207	0.338916330784914	0.156573133785999	0.135344903865338	-0.0212282299206616
0.0951818943085608	0.196109750836673	0.0173173966451589	0.0300439638258316	0.0127265671806727
0.325869211709431	0.527602056318982	0.477480433085215	0.503795281470287	0.0263148483850721
0.329931354673836	0.560730644853389	0.263121542323268	0.273825199840894	0.0107036575176257
0.357355679266791	0.591136405386454	0.72968425213064	0.703361728337497	-0.0263225237931426
0.0595397877392208	0.0941900836516491	0.0182528021468278	0.0170374206421376	-0.00121538150469025
0.258026002031862	0.405569502096182	0.144083455553165	0.136481612996521	-0.00760184255664453
0.287675192226792	0.443660032256971	0.570973876532829	0.570886273140894	-8.76033919346986e-05
0.458449070804559	0.754730569542707	0.548233437375058	0.518798460225205	-0.0294349771498533
0.216714014042273	0.345410839496183	0.159776713300561	0.14886391723811	-0.0109127960624507
0.543467409014854	0.879868924016007	0.353862621749971	0.326877047739204	-0.0269855740107676
0.532350643706609	0.877953643776062	0.474401068708889	0.448117217561916	-0.0262838511469725
0.0956356568589826	0.138135488214118	0.0352525975724388	0.0260298634375797	-0.00922273413485912
0.410587611235948	0.673384104588707	0.460330754989065	0.448355896471013	-0.0119748585180527
0.45643201535401	0.746112628721243	0.347806990861149	0.349568416830483	0.00176142596933349
0.2267030072019	0.352060215387213	0.152422384347048	0.140366856155085	-0.0120555281919634
0.272262424192691	0.428609157350245	0.179146411499781	0.163935230445206	-0.0152111810545754
0.169519492866542	0.252134487982667	0.0629110608516909	0.0506427392975055	-0.0122683215541854
0.205512425829247	0.294558043398515	0.0271402170780602	0.022222388543392	-0.00491782853466818
0.411730807170089	0.651461887204029	0.573260957959234	0.524684688216017	-0.0485762697432168
0.742662107165122	1.15166942911889	0.632117567918354	0.721349997953353	0.0892324300349981
0.253939159458204	0.378479138498265	0.0630191665679134	0.0526785350788277	-0.0103406314890857
0.205016294734511	0.317625188788276	0.112754797957632	0.0975837151927991	-0.0151710827648327
0.288165709335759	0.44543178454985	0.179372333072955	0.154992504127531	-0.0243798289454241
0.318677493092491	0.535110960799046	0.345777667103719	0.34380601982733	-0.00197164727638943
0.337823212762906	0.531905433878761	0.194656666488565	0.183782776166865	-0.0108738903216997
0.512546259455603	0.879162697895358	0.236034445797476	0.282100092241498	0.0460656464440225
0.465287785152358	0.741345754542964	0.474044921078902	0.428059345363351	-0.0459855757155517
0.179382993457596	0.336299091411015	0.0586173811693954	0.0836470938409361	0.0250297126715408
0.527047809155911	0.835672319706757	0.366630750289874	0.378837417788727	0.0122066674988531
0.257420569318673	0.402167025425175	0.297651367200353	0.269073304119151	-0.028578063081202
0.288293723783326	0.436556208583192	0.0828206745148953	0.0839664144779678	0.0011457399630725
0.28465415537388	0.482840407143085	0.11248343066316	0.121869134090529	0.0093857034273692
0.125700427714017	0.235969367446721	0.065873302570368	0.0942325144543416	0.0283592118839736
0.292531297135728	0.488354421233278	0.389610179216604	0.4202387679334	0.0306285887167957
0.459422156617499	0.712289861633688	0.43399152296117	0.374942687674835	-0.0590488352863346
0.250925461615483	0.386976145277643	0.274639844389712	0.257298565255967	-0.0173412791337449
0.218539362889769	0.359463107368821	0.11329977928515	0.117656550314498	0.00435677102934719
0.379183007871704	0.617846336463703	0.45503270320628	0.450386585181167	-0.00464611802511311
0.312295425742977	0.505708441147552	0.278578059648626	0.266574932419182	-0.0120031272294443
0.187279851952955	0.298526736427702	0.248456006330683	0.236812391302473	-0.0116436150282104
0.386742593527444	0.630985712761431	0.559847042504585	0.528674016894447	-0.0311730256101378
0.0816354334142884	0.176236626121185	0.0372522299117817	0.0652340254848111	0.0279817955730293
0.205162809255206	0.333933659040968	0.127003939374187	0.128236169493581	0.00123223011939405
0.534877697540481	0.830925632532129	0.475234948018741	0.45475088109001	-0.0204840669287305
0.524443344329959	0.863428223919689	0.315890628503158	0.330422616037354	0.0145319875341958
0.182624165442694	0.2962522555873	0.293236689272095	0.282490374296244	-0.0107463149758516
0.46536389790376	0.733515672280399	0.704730259953136	0.701520907216597	-0.00320935273653866
0.21080898835795	0.324703184835588	0.117591289382853	0.102215981886765	-0.0153753074960872
0.351155648161095	0.579514269994828	0.286401072327671	0.288218731926736	0.00181765959906555
0.327571675694138	0.549839009910865	0.533307636713373	0.540928735330608	0.00762109861723503
0.233200568765292	0.432756230128024	0.133963699615823	0.159029800536557	0.0250661009207341
0.482422767048615	0.800681928216257	0.534947914747182	0.529713539704086	-0.00523437504309565
0.116453351562414	0.156388985770462	0.0207045032528459	0.0141982496937731	-0.00650625355907281
0.315935447005173	0.489546873964605	0.169484117342249	0.159486887550274	-0.0099972297919747
0.512148254079097	0.81430810344443	0.117654359147752	0.108620366188821	-0.00903399295893081
0.38496430993838	0.637829331885013	0.158953400262828	0.16270467376466	0.00375127350183135
0.0745262257121674	0.0995163294634692	0.0336399952140643	0.0234672524886036	-0.0101727427254607
0.208847155635344	0.33036495178358	0.450123714677371	0.422938627662131	-0.0271850870152394
0.091711883034598	0.141451419730255	0.0182531492605099	0.015011403207474	-0.00324174605303596
0.266412811878833	0.402080779449027	0.148019450137879	0.122472141629108	-0.0255473085087705
0.150080250375363	0.235686792242276	0.0932652839737941	0.0822181302228467	-0.0110471537509474
0.797757940743428	1.23552697576275	0.585990322100777	0.711226172851541	0.125235850750763
0.179726118098721	0.299406365710363	0.162659229382207	0.153873838589039	-0.0087853907931684
0.139250232655665	0.237509547683754	0.129568073407926	0.146454906868405	0.016886833460479
0.349366857097869	0.564246085162683	0.43853509312949	0.420097514543574	-0.0184375785859159
0.548151276506386	0.896131397226144	0.308077163963569	0.297122033131253	-0.0109551308323161
0.205476477101373	0.307513869148905	0.0815720134127531	0.0699571647204679	-0.0116148486922852
0.284496549234635	0.468228850542133	0.144164848573463	0.147541006530034	0.0033761579565709
0.444600130039371	0.726766200273783	0.105055517649688	0.106296910569047	0.00124139291935901
0.297562065011571	0.493986587111082	0.270657402677992	0.261666098408952	-0.00899130426903938
0.185649911898132	0.305913080724071	0.227488978116421	0.221409750965917	-0.00607922715050344
0.0695383293671997	0.115454302192567	0.0108048581581946	0.0114713169701868	0.000666458811992203
0.272103874215064	0.477619259052515	0.245951519491312	0.290403586403443	0.044452066912131
0.179020812311324	0.256279771791818	0.0687441199386095	0.052678242619672	-0.0160658773189375
0.292483304093323	0.454527039325449	0.310364118465681	0.274374177393945	-0.0359899410717361
0.0723397597188497	0.130784544365139	0.023930926219807	0.0271370509906302	0.00320612477082323
0.452441005660505	0.661232778924878	0.11312837263029	0.0904454773132989	-0.0226828953169913
0.200560304435114	0.362882212777094	0.208301946091325	0.229798501313072	0.021496555221747
0.256869819384707	0.475204054814274	0.11461938815483	0.141091677638605	0.0264722894837755
0.207897321498185	0.358239745883309	0.13102481403694	0.149203126163492	0.0181783121265522
0.33624397018646	0.517765304045184	0.401306824480411	0.362789673082992	-0.0385171513974182
0.589060614184412	0.925031668143014	0.448338841216864	0.402184865284431	-0.0461539759324325
0.146729605269791	0.329898125369315	0.0438009509916143	0.0811685879060972	0.0373676369144829
0.291677921082665	0.506411819740973	0.217103056643822	0.267595094291192	0.0504920376473693
0.257026795131185	0.406050883712291	0.155204793592837	0.143786516878017	-0.0114182767148194
