Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_gpri_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_gpri_C	Univariate_LR_delta_R2_gpri_C
0.500384782454601	0.521169359319294	0.529724608852601	0.544566481600674	0.0148418727480724
0.598734101977677	0.639153831945653	0.310465847319546	0.326613503346255	0.0161476560267095
0.397733803848193	0.404742513266685	0.362807603232674	0.360998217302908	-0.00180938592976576
0.379702274638744	0.404807810552378	0.39258871916929	0.408502933809966	0.0159142146406759
0.475676014185618	0.511668225421501	0.475778044516905	0.505086796779848	0.0293087522629423
0.481567273429568	0.502730380522797	0.362777139823593	0.378781378802863	0.0160042389792707
0.426731519872568	0.452441181363919	0.456431413562904	0.479730572044516	0.0232991584816118
0.402994589428909	0.432845525347626	0.375760211549618	0.396313659915327	0.0205534483657087
0.556105674539595	0.574091747732694	0.543590561639994	0.548680718909252	0.00509015726925754
0.485652799017552	0.501989393140341	0.532394677901439	0.542540599661046	0.0101459217596069
0.389239481185579	0.411610095813052	0.420633095893462	0.42696038819104	0.00632729229757806
0.406869850896763	0.435407700744851	0.523663905674913	0.546380357750464	0.0227164520755502
0.724099687231873	0.757768880031675	0.439337421967761	0.455490768436249	0.0161533464684879
0.69184430446921	0.731474752067254	0.441242287796801	0.459421154701038	0.0181788669042363
0.406754153301763	0.44064157803596	0.338779133681712	0.358522308044107	0.0197431743623951
0.622013404250828	0.678790944779604	0.386967759624676	0.413566484778717	0.0265987251540415
0.4644906836007	0.506714878191043	0.616330709938815	0.634299245896391	0.0179685359575759
0.474161031452312	0.501361030391355	0.365748978641581	0.377473761287474	0.0117247826458934
0.484134689476405	0.511065774998635	0.404365580607366	0.410990246345462	0.00662466573809661
0.406192443450864	0.418957848410334	0.410402333426672	0.407093278503395	-0.00330905492327727
0.431673433897665	0.462024395898965	0.481153094265713	0.490003263167346	0.00885016890163315
0.435906408808703	0.462060275221312	0.578256834263428	0.596976801691452	0.0187199674280242
0.482186160281811	0.515364826057109	0.463957806884237	0.484636197171889	0.0206783902876519
0.35047244626973	0.375469322718295	0.450195550687902	0.47370201877381	0.0235064680859077
0.456026497921207	0.489353518338774	0.411078775608758	0.431390880206722	0.0203121045979643
0.498496156873473	0.512917056203417	0.368703749461164	0.375064577453161	0.00636082799199639
0.429520856533532	0.443531257903343	0.469670388365547	0.47411172138483	0.00444133301928373
0.549097979092012	0.602740558193328	0.458935834449754	0.48107450788418	0.0221386734344261
0.393824641263865	0.429274379704087	0.336190937411826	0.357880233884046	0.0216892964722201
0.363273053838869	0.37798209974345	0.432840580789488	0.44150804523933	0.00866746444984218
0.40823964259397	0.426451711329807	0.421260825303892	0.431921308413087	0.0106604831091944
0.362557138031507	0.387799952125877	0.39535641686789	0.41658846453676	0.0212320476688706
0.350429342803703	0.370191793024655	0.408250401668753	0.417816015564836	0.00956561389608318
0.38654895135973	0.412472490162743	0.468821021312595	0.488250348094174	0.0194293267815788
0.350262757682986	0.365023581751019	0.426564492835173	0.435538475191781	0.00897398235660823
0.384003525015585	0.421709345642426	0.460603493204345	0.495734755850772	0.0351312626464262
0.782976204893794	0.806885328621192	0.517983684916841	0.531024821800347	0.0130411368835063
0.429921587824571	0.445669666535773	0.42763785839022	0.440819042344645	0.0131811839544249
0.601550419709332	0.630314499109739	0.271673010477295	0.281935548274665	0.01026253779737
0.437938487407643	0.455619478798431	0.350973545675491	0.356500794961428	0.00552724928593662
0.463057526076243	0.483990612589925	0.49810171486629	0.515355411774494	0.0172536969082043
0.570633711838618	0.598915739586628	0.367523319253551	0.382865339751744	0.0153420204981925
0.471344825821115	0.494354664231527	0.504167203690353	0.520566116640096	0.0163989129497439
0.291484590419602	0.31296959962148	0.278041608887947	0.298119311613742	0.0200777027257952
0.349076385844539	0.370206977019571	0.328629981761808	0.335331925324192	0.00670194356238396
0.352169866054658	0.375756305756905	0.423838106044178	0.446167193061903	0.0223290870177243
0.637857495274072	0.676508416399412	0.306167313362339	0.322944481648192	0.0167771682858527
0.518247310515415	0.568428272626791	0.408857281480034	0.442083441631157	0.0332261601511226
0.458480056801202	0.49480127921154	0.344433985112679	0.362884841109666	0.0184508559969865
0.595715418574304	0.630042849345069	0.466525849208692	0.486421151728523	0.0198953025198315
0.425908958064217	0.475516466663947	0.492623525085882	0.524060268010016	0.0314367429241337
0.365895239883394	0.37906010306731	0.436113431006194	0.445785597753014	0.00967216674681931
0.523599875767326	0.571887817084795	0.371771529138599	0.395777383926913	0.0240058547883138
0.592195918894034	0.619263842025062	0.48605633152856	0.502911888154473	0.0168555566259126
0.433339764031122	0.462193353292419	0.295232197681011	0.31141976042592	0.0161875627449086
0.41790951774112	0.433044292887856	0.528077663948426	0.535814716119868	0.00773705217144249
0.425658940868453	0.467923889091604	0.32385053316737	0.34648438897095	0.0226338558035797
0.5183700882234	0.552405350429398	0.443814065198077	0.465505098514118	0.0216910333160409
0.614880193416137	0.638168442247109	0.431971863847771	0.446166605330651	0.0141947414828801
