Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_wetland_new_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_wetland_new_R	Univariate_LR_delta_R2_wetland_new_R
0.502615625353224	0.489279565714676	0.495414540530478	0.606199599361355	0.110785058830878
0.157329486545172	0.292695033086165	0.116260839895008	0.464251304264947	0.347990464369939
0.315069315823578	0.351841837148246	0.171460156214606	0.235250374773557	0.0637902185589507
0.181228010384823	0.239949627765301	0.194462916269028	0.359070937361476	0.164608021092447
0.0807262044704342	0.200521425255683	0.0155085973033488	0.101004685433713	0.0854960881303638
0.154742346315225	0.166325455130155	0.185737290701835	0.250896748232475	0.0651594575306396
0.350386822325526	0.35239808798191	0.393018419479825	0.425781548147295	0.0327631286674693
0.261259206952573	0.289122699313737	0.301004583004271	0.42163070764777	0.120626124643499
0.200535996575834	0.285333767731673	0.129583487887477	0.292739350016669	0.163155862129192
0.285993986073786	0.273899027317053	0.414382956180605	0.383082726550423	-0.0313002296301821
0.366780845373359	0.367551597376021	0.622652883242863	0.621413537433543	-0.00123934580931961
0.285485590746529	0.399802282508948	0.0851632923233976	0.179182424785133	0.0940191324617356
0.199802355224424	0.185658233139438	0.15796096300898	0.144209600488771	-0.013751362520209
0.246282500717424	0.238552013337703	0.213465450274872	0.229962267796256	0.0164968175213838
0.228643762567207	0.327198615776373	0.156573133785999	0.350367683334636	0.193794549548637
0.0324646383289867	0.389238285279635	0.00220636834254407	0.460581874463194	0.45837550612065
0.323198586080895	0.297699688099552	0.478674746642699	0.440867196182566	-0.037807550460133
0.277750269891254	0.276253724303527	0.852012470688883	0.843559585547345	-0.00845288514153808
0.35658881271521	0.262334016677034	0.728633580263212	0.571314123809797	-0.157319456453416
0.0595397877392208	0.0933943923443932	0.0182528021468278	0.0520336385125788	0.033780836365751
0.314630516491892	0.309380999577027	0.355835360546975	0.345318964786107	-0.0105163957608684
0.287675192226792	0.273265885104402	0.570973876532829	0.556281509370829	-0.0146923671620001
0.420261832380724	0.43120308226073	0.490256400178781	0.624165970809641	0.13390957063086
0.149132497013601	0.148803884849517	0.277103170308525	0.27160242052418	-0.00550074978434451
0.541792300146225	0.560279629762108	0.353795426865937	0.432262405220618	0.0784669783546814
0.532350643706609	0.490967899417559	0.474401068708889	0.448263587786314	-0.0261374809225747
0.0956356568589826	0.0877517442944209	0.0352525975724388	0.0309136739093051	-0.00433892366313372
0.410587611235948	0.397092224383953	0.460330754989065	0.441598330694224	-0.0187324242948414
0.449636862389753	0.394604086275795	0.344109334183891	0.310710316781311	-0.0333990174025797
0.2267030072019	0.203622838617722	0.152422384347048	0.132370587703299	-0.020051796643749
0.272262424192691	0.246233676284358	0.179146411499781	0.166576386412376	-0.0125700250874054
0.169125564850087	0.258393309733521	0.0628971086323283	0.159931823803119	0.0970347151707909
0.232163032672515	0.645919352477488	0.0384154554853648	0.321853843297567	0.283438387812202
0.406953939900317	0.373003976609124	0.568599561634985	0.537189406842932	-0.0314101547920537
