Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_lake_river_reservoir_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_lake_river_reservoir_R	Univariate_LR_delta_R2_lake_river_reservoir_R
0.500384782454601	0.500223859947773	0.529724608852601	0.529488875089943	-0.000235733762658508
0.598734101977677	0.59852216194209	0.310465847319546	0.310226118572998	-0.000239728746547818
0.397733803848193	0.39834896161358	0.362807603232674	0.363932215322519	0.0011246120898446
0.379702274638744	0.379702274638744	0.39258871916929	0.39258871916929	0
0.475676014185618	0.475205631434915	0.475778044516905	0.475038629486707	-0.00073941503019842
0.481567273429568	0.479488178096215	0.362777139823593	0.360886281277312	-0.00189085854628007
0.426731519872568	0.426289648699499	0.456431413562904	0.455636405881005	-0.00079500768189944
0.402994589428909	0.402868938333523	0.375760211549618	0.376085795120316	0.000325583570697729
0.556105674539595	0.556344125008648	0.543590561639994	0.543290127845837	-0.000300433794157562
0.485652799017552	0.485702317108705	0.532394677901439	0.532336950595472	-0.0000577273059667593
0.389239481185579	0.389332799326924	0.420633095893462	0.422710650675669	0.00207755478220717
0.406869850896763	0.406869850896763	0.523663905674913	0.523663905674913	0
0.724099687231873	0.723103169573416	0.439337421967761	0.438838427179202	-0.000498994788558416
0.69184430446921	0.691873766520817	0.441242287796801	0.441286382949827	0.0000440951530252809
0.406754153301763	0.406756337715956	0.338779133681712	0.338930039462514	0.000150905780801625
0.622013404250828	0.621196544452766	0.386967759624676	0.386939566380851	-0.0000281932438241372
0.4644906836007	0.464453908233486	0.616330709938815	0.615784850876648	-0.000545859062166865
0.474161031452312	0.47411490387807	0.365748978641581	0.365635689496619	-0.000113289144962114
0.484134689476405	0.483672134195557	0.404365580607366	0.404757815338907	0.000392234731540764
0.406192443450864	0.406232375878788	0.410402333426672	0.409842244427867	-0.00056008899880472
0.431673433897665	0.431679448351866	0.481153094265713	0.480674811559521	-0.00047828270619138
0.435906408808703	0.43649774954143	0.578256834263428	0.579437119332873	0.00118028506944523
0.482186160281811	0.482186160281811	0.463957806884237	0.463957806884237	0
0.35047244626973	0.349819304414906	0.450195550687902	0.449637817309166	-0.00055773337873638
0.456026497921207	0.454191228728315	0.411078775608758	0.409664486491807	-0.00141428911695085
0.498496156873473	0.498496156873473	0.368703749461164	0.368703749461164	0
0.429520856533532	0.429515173717303	0.469670388365547	0.470173853024561	0.000503464659014019
0.549097979092012	0.549097979092012	0.458935834449754	0.458935834449754	0
0.393824641263865	0.393651128167876	0.336190937411826	0.335951568767798	-0.000239368644028459
0.363273053838869	0.363815500757463	0.432840580789488	0.433501117813227	0.000660537023739027
0.40823964259397	0.409173280698796	0.421260825303892	0.422596551728535	0.00133572642464236
0.362557138031507	0.362557138031507	0.39535641686789	0.39535641686789	0
0.350429342803703	0.350306946677801	0.408250401668753	0.40803751618004	-0.000212885488712844
0.38654895135973	0.386546641525826	0.468821021312595	0.468657886974056	-0.000163134338539206
0.350262757682986	0.349932983691877	0.426564492835173	0.426014180137478	-0.000550312697695288
0.384003525015585	0.384166620768674	0.460603493204345	0.461655622684022	0.00105212947967614
0.782976204893794	0.782976204893794	0.517983684916841	0.517983684916841	0
0.429921587824571	0.430262417365618	0.42763785839022	0.427406620706577	-0.000231237683643581
0.601550419709332	0.601550419709332	0.271673010477295	0.271673010477295	0
0.437938487407643	0.438327037257781	0.350973545675491	0.351454543246081	0.000480997570589559
0.463057526076243	0.462386716628535	0.49810171486629	0.497115427021443	-0.000986287844846334
0.570633711838618	0.568138350415081	0.367523319253551	0.366744228783491	-0.000779090470060251
0.471344825821115	0.471156504238816	0.504167203690353	0.504077989733973	-0.0000892139563797301
0.291484590419602	0.291307498142855	0.278041608887947	0.277689685462742	-0.000351923425205569
0.349076385844539	0.348783646922557	0.328629981761808	0.328244981642379	-0.000385000119428824
0.352169866054658	0.351341220786809	0.423838106044178	0.42360782188544	-0.000230284158738547
0.637857495274072	0.637857495274072	0.306167313362339	0.306167313362339	0
0.518247310515415	0.517930406432986	0.408857281480034	0.408421827131255	-0.000435454348778952
