Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_bird_richness_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_bird_richness_C	Univariate_LR_delta_R2_bird_richness_C
0.296678742734315	45.2408824521864	0.260037431623029	0.238626155821377	-0.0214112758016527
0.19190756841064	32.4007076811334	0.0261212269107116	0.0296233451843616	0.00350211827365001
0.386722947373985	64.3541015581355	0.17527097685854	0.176532107496657	0.00126113063811784
0.31925332898472	47.1758643431956	0.235933244094269	0.212184099811032	-0.0237491442832367
0.299672300299911	47.7864878254293	0.212470076727567	0.212947066239831	0.000476989512263881
0.152863548132657	23.3071017301657	0.0254799769460435	0.0238468991586559	-0.00163307778738758
0.346513215553537	54.5636571419904	0.447982254056993	0.447029755510447	-0.000952498546545943
0.382586406601379	59.9434462069551	0.226983706544192	0.229067848342319	0.00208414179812783
0.299720119610822	46.5862807978267	0.201328986222391	0.188255564952061	-0.0130734212703302
0.313430914221885	49.0972396316722	0.230574532953178	0.221609353015424	-0.00896517993775442
0.418599315378433	67.7832707475669	0.23952290284435	0.259085674300329	0.0195627714559789
0.346565948974699	58.6173432606153	0.228813638080251	0.241357652585753	0.0125440145055021
0.356224433311792	58.6807709744455	0.0490705561731484	0.0523992030140172	0.0033286468408688
0.289845961993269	47.1554871642383	0.219741963522797	0.226952019032685	0.00721005550988807
0.327026888686056	51.8262460512017	0.198975465466366	0.189340552232557	-0.00963491323380944
0.178619187026195	27.8121165637786	0.157479037932436	0.152380515083274	-0.00509852284916237
0.259008617393613	40.887600501396	0.219804753282256	0.209459227849192	-0.0103455254330642
0.296410858415678	50.2476429729742	0.196444213426396	0.200272109185276	0.00382789575887948
0.421228466408879	66.4111316383935	0.341556119500243	0.343633742188283	0.0020776226880399
0.27650654880586	40.9802058436851	0.124867568548051	0.106069583173933	-0.0187979853741184
0.301360575107973	48.983326269625	0.145903555836973	0.149905525512401	0.00400196967542824
0.249489021186181	39.3613056638212	0.168598973035379	0.159263139371866	-0.00933583366351287
0.413593680260486	71.0935502147518	0.258213966775678	0.294570028314944	0.0363560615392663
0.246949740310514	37.6880859893015	0.160938356314273	0.146479893044984	-0.0144584632692888
0.231956505339267	37.0873200315092	0.25842386029864	0.258898324612017	0.00047446431337661
