Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_gcrop_R	Univariate_LR_R2_null_raster	Univariate_LR_R2_gcrop_R	Univariate_LR_delta_R2_gcrop_R
0.222819522244156	0.18208181539146	0.225790609005007	0.212388291433107	-0.0134023175719007
0.30323869358435	0.257077991463088	0.251825580364646	0.258680875981485	0.00685529561683884
0.205667273279815	0.176408893808932	0.348586858615999	0.345646638852809	-0.00294021976318998
0.198107318385253	0.170022873299682	0.343317142018877	0.349044645496329	0.00572750347745216
0.266017256220056	0.227076592763067	0.373164257482372	0.360386075940983	-0.0127781815413885
0.223004802734047	0.187451812281939	0.452085105192932	0.442354847757614	-0.00973025743531786
0.325693178625149	0.27823069184047	0.469895501528423	0.461856129677775	-0.00803937185064824
0.312788566151232	0.261983164986111	0.400137607691373	0.382351622778519	-0.0177859849128535
0.263360018296483	0.225971768175447	0.388001255005143	0.388263865707979	0.000262610702836341
0.253337589858094	0.213492320746971	0.305782178200249	0.281628421281398	-0.0241537569188502
0.276411448712494	0.233419835042367	0.300161468778702	0.304066945780174	0.00390547700147276
0.163793104152798	0.138893865449674	0.340544575615153	0.346329451201173	0.00578487558602042
0.21068708672015	0.173799870958507	0.382997249662793	0.369339440375199	-0.0136578092875942
0.205096837255184	0.182565692355897	0.161117493075028	0.162443116480337	0.00132562340530903
0.201199870827006	0.170575290495265	0.394514784874963	0.391970557100216	-0.00254422777474755
0.260538936296584	0.217528887863873	0.353927097924863	0.35709810442996	0.003171006505097
0.190867574689895	0.154063939805828	0.333128451153511	0.306581643406441	-0.0265468077470699
0.180410147012328	0.153104430183623	0.219906921992264	0.225211882613998	0.00530496062173391
0.255426355962294	0.210450661756521	0.298627472054518	0.282851138112964	-0.0157763339415534
0.197287392065138	0.165686120147615	0.225581198976633	0.222525819203709	-0.00305537977292406
0.201639024924044	0.170804475058285	0.338053924833599	0.353206869745087	0.0151529449114886
0.180680129653145	0.147567740837552	0.222518713436317	0.210783739002846	-0.0117349744334712
0.246080598351616	0.203413481872358	0.472562044388236	0.444849778888703	-0.0277122654995329
0.200178833629194	0.157599197938442	0.235506045078312	0.212643853941656	-0.022862191136656
0.269880938946026	0.234012168583777	0.383265300094942	0.371296974780436	-0.0119683253145063
0.180139242829934	0.149882768816645	0.171586484100425	0.168800141738892	-0.00278634236153247
0.243953345727508	0.203024253866483	0.291358036734729	0.271766228806075	-0.0195918079286541
0.247983374684704	0.212704896391479	0.271182892971096	0.272994508029201	0.00181161505810479
0.25902912312164	0.215389193169424	0.385862743673191	0.36465238286262	-0.0212103608105705
0.258190676386045	0.213740944889369	0.303776104195299	0.293088156165363	-0.0106879480299354
0.209824007476643	0.174458070707313	0.279499323142856	0.26659356849433	-0.0129057546485257
0.211241343695487	0.178717793484614	0.383919859059414	0.385511302075761	0.00159144301634684
0.244995465934506	0.200520189714107	0.342221800463975	0.311895474433335	-0.0303263260306396
0.212406899088952	0.177900823653371	0.324653368016391	0.309802904568607	-0.0148504634477842
0.296152762230786	0.247967538070264	0.412730472893574	0.398405711854096	-0.0143247610394778
0.206031280547657	0.17050715325178	0.286827253460397	0.27919411122705	-0.00763314223334721
0.192919142990522	0.160195239334583	0.340349651115775	0.317188448594791	-0.0231612025209844
0.217268529894743	0.184161831401902	0.368799706554374	0.362539657068105	-0.00626004948626868
0.268961936374793	0.219454763903784	0.364476340200711	0.32993018756521	-0.0345461526355012
0.202543594000953	0.178549224280915	0.236151733613559	0.239247142530237	0.00309540891667806
0.232028090770477	0.200651598615609	0.24092683226158	0.241682950262368	0.000756118000787565
0.256829553013413	0.214606856179276	0.279460861486918	0.271763513506011	-0.00769734798090715
0.211465873314549	0.174087556288126	0.307188606072213	0.284633438942337	-0.0225551671298762
0.193986060572579	0.162232890368459	0.233934824560764	0.230405125571677	-0.00352969898908681
0.217372388602555	0.180794287723456	0.315237320301329	0.304350722717884	-0.0108865975834448
0.179934712193924	0.150721105074705	0.224288964474718	0.22074210765399	-0.00354685682072775
0.166129126384747	0.137965943883101	0.177367080306322	0.168917744233323	-0.00844933607299864
0.183414410032738	0.157810650482969	0.357109990525493	0.354290409824521	-0.00281958070097232
0.214642925419474	0.178536672009519	0.284415416435326	0.277501191187193	-0.0069142252481334
0.235765476889799	0.200449853765391	0.538974373576413	0.522121333051754	-0.0168530405246595
0.209944538291596	0.173515623462316	0.406956290819143	0.388261822556635	-0.0186944682625085
0.233337623005543	0.188196743979883	0.333720817413073	0.299646253350546	-0.0340745640625269
0.281084677191373	0.235483710112055	0.46488923643515	0.44654600013771	-0.0183432362974397
0.37487579716325	0.309730879933254	0.429879352186057	0.399386279920267	-0.0304930722657907
0.263748099475411	0.223641397407845	0.339247272064378	0.331029162281428	-0.00821810978295096
0.220981228671124	0.184836932656322	0.216842294720352	0.214177491626348	-0.00266480309400488
0.22024732656777	0.179395848063391	0.331950054504101	0.315804310345734	-0.0161457441583671
0.239251232648356	0.200874628174306	0.373276718942098	0.36368020883666	-0.00959651010543799
0.229548574240751	0.198938100181821	0.379035292163742	0.391376880779484	0.0123415886157411
0.268206167264813	0.217474548286346	0.381251202024942	0.352068068767199	-0.0291831332577436
0.2848875578817	0.23518806765032	0.291753496388956	0.280000918104503	-0.0117525782844528
0.167877490337337	0.140619793938202	0.285655277571106	0.274656054241793	-0.0109992233293129
0.320386189329167	0.26271072358494	0.31513640709585	0.294627880228486	-0.0205085268673639
0.187798072898109	0.15916317335982	0.35037866682321	0.346219656869786	-0.0041590099534235
