Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_Flyway_Pas_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_Flyway_Pas_C	Univariate_LR_delta_R2_Flyway_Pas_C
0.151037596253434	0.221994673263815	0.388325426211782	0.422270817105707	0.033945390893925
0.142351138918963	0.198738354794501	0.436539917974483	0.412593462975446	-0.0239464549990363
0.15061894103494	0.228415977920912	0.331484844169957	0.351879777866744	0.0203949336967865
0.149109501396845	0.212932227394369	0.391100929521009	0.383194143881985	-0.00790678563902442
0.138266030192787	0.212935663118972	0.356658123281561	0.379334081521083	0.0226759582395217
0.134413272461843	0.193596380828197	0.330923808029505	0.325091743799022	-0.00583206423048321
0.155307271787103	0.223202346670632	0.310004758301913	0.330269912075762	0.0202651537738492
0.119355114818103	0.170438973577626	0.400810233416745	0.388029271126323	-0.0127809622904219
0.174478796573689	0.252270562832684	0.381230953168027	0.384560185727136	0.00332923255910922
0.141288382665203	0.203229329850938	0.460137053713518	0.47822992001293	0.0180928662994119
0.124977933278092	0.1955373762584	0.312145938476485	0.349214901136679	0.0370689626601935
0.185951839082199	0.280258437759728	0.451731478046589	0.490886111723938	0.0391546336773488
0.168564799701209	0.234912672059073	0.377600859698911	0.362847191708602	-0.0147536679903087
0.14135447652732	0.219073429164082	0.413702606823832	0.459687396434573	0.0459847896107405
0.134935570076318	0.190956215445565	0.419738184440104	0.438216541068469	0.0184783566283642
0.130515677604834	0.193612780145373	0.397665040346926	0.410658297243141	0.0129932568962149
0.118385804491202	0.165693499441869	0.339165400049451	0.326666215153237	-0.0124991848962135
0.127284746478565	0.174898624576912	0.476114711898614	0.470035129088465	-0.00607958281014892
0.131660802094227	0.185930396722749	0.384057067358761	0.397765777402059	0.0137087100432974
0.111963322227191	0.168501356682074	0.3062869797441	0.32633046014546	0.0200434804013597
0.149408681848003	0.215001997394928	0.447118584520673	0.455477742333335	0.00835915781266144
0.13640914292868	0.194221144063808	0.456014578378146	0.45207794189244	-0.00393663648570652
0.143259365536412	0.199272731737002	0.33308702249657	0.320097640595981	-0.0129893819005887
0.0889051014579	0.133168306976382	0.266434951177938	0.273273492014932	0.00683854083699431
0.131796710628302	0.188615270654549	0.412682574149289	0.436881633526732	0.0241990593774427
0.115786231625102	0.166022032912533	0.410285761144215	0.413795701968587	0.00350994082437245
0.163143613161208	0.241575867362241	0.473531814679412	0.500126663200447	0.0265948485210353
0.13198902519245	0.189436196607278	0.313350476519462	0.322577969810147	0.00922749329068512
0.164516550807871	0.243624015481265	0.398229545449678	0.418639162637536	0.0204096171878584
0.128529485068277	0.183466703313454	0.308367486609988	0.291751367613236	-0.0166161189967526
0.116678355444994	0.176667398749023	0.24522814058283	0.254916521399781	0.00968838081695142
0.138825719796921	0.211545665211511	0.389492704390551	0.374980067419816	-0.0145126369707346
0.147276902921486	0.213813278543866	0.431945154610262	0.428407967820664	-0.00353718678959763
0.130123660943006	0.198367157526507	0.377802715056061	0.402840154522706	0.0250374394666452
0.128381053985146	0.187740308189592	0.418256084433854	0.433988053627765	0.0157319691939108
0.129341129764886	0.176372532403831	0.443109278248909	0.413547996929149	-0.0295612813197597
0.140733327238492	0.212720007349101	0.556004129907417	0.581517109918404	0.0255129800109862
0.129607834256173	0.183703804373026	0.409368574888041	0.400210959592373	-0.00915761529566728
0.137703504654396	0.198272435707023	0.410167750547781	0.41316276689934	0.00299501635155897
0.104801394527245	0.146925934076869	0.287285254424253	0.265529256557199	-0.0217559978670547
0.167174317588601	0.250086910314558	0.341025919299594	0.370185953189196	0.0291600338896016
0.12730027966483	0.186827973667215	0.334713137238643	0.322979052735077	-0.0117340845035659
0.1081132237092	0.161414860001216	0.340713748996775	0.365489466541506	0.0247757175447317
0.109772319157903	0.15665412348808	0.344956972434441	0.32829435008731	-0.016662622347131
0.10200738123783	0.160747243037014	0.303232283563617	0.345742671330051	0.0425103877664339
0.115063078355839	0.157063710694981	0.325618866620299	0.295574181256178	-0.0300446853641207
0.16098771583314	0.227822303705396	0.3925870828435	0.385071154341789	-0.00751592850171107
0.168508375632228	0.247229779082633	0.369860938295555	0.402584048812995	0.0327231105174404
0.115524921683664	0.185083807668224	0.283221313477317	0.339445113962162	0.0562238004848453
0.113222392683958	0.1633417780935	0.363338257183709	0.354568202631921	-0.00877005455178803
