Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_elevation_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_elevation_C	Univariate_LR_delta_R2_elevation_C
0.151037596253434	0.377297967228307	0.388325426211782	0.0102140556097775	-0.378111370602004
0.142351138918963	0.436812107114864	0.436539917974483	0.0112901269869384	-0.425249790987544
0.15061894103494	0.432437479289875	0.331484844169957	0.00536673897997873	-0.326118105189979
0.149109501396845	1.42410693093247	0.391100929521009	0.0337678813337465	-0.357333048187263
0.138266030192787	0.167912931274192	0.356658123281561	0.0047697903113196	-0.351888332970242
0.134413272461843	0.487565062599199	0.330923808029505	0.00649720103235202	-0.324426606997153
0.155307271787103	-0.0567439520569508	0.310004758301913	0.000139014576404073	-0.309865743725509
0.119355114818103	0.334216933006228	0.400810233416745	0.00964489289371523	-0.391165340523029
0.174478796573689	0.268050966366043	0.381230953168027	0.00218267898286463	-0.379048274185162
0.141288382665203	0.174183131673638	0.460137053713518	0.00183118660677003	-0.458305867106748
0.124977933278092	0.157578004208727	0.312145938476485	0.00509321060737942	-0.307052727869106
0.185951839082199	0.182569654230401	0.451731478046589	0.000749970126239103	-0.45098150792035
0.168564799701209	0.0665825146942557	0.377600859698911	0.000194706100548953	-0.377406153598362
0.14135447652732	1.57393415333383	0.413702606823832	0.0406758327890353	-0.373026774034797
0.134935570076318	0.0718813516688892	0.419738184440104	0.000256332399210597	-0.419481852040894
0.130515677604834	0.541129531912275	0.397665040346926	0.0140547529107583	-0.383610287436167
0.118385804491202	-0.00456092403722731	0.339165400049451	9.13968259197286e-06	-0.339156260366859
0.127284746478565	1.36766629919943	0.476114711898614	0.0454196040354006	-0.430695107863213
0.131660802094227	0.0407959974744176	0.384057067358761	0.000190399633523462	-0.383866667725238
0.111963322227191	0.129081367464969	0.3062869797441	0.00304842354900078	-0.3032385561951
0.149408681848003	0.71269991329692	0.447118584520673	0.00771697473034612	-0.439401609790327
0.13640914292868	1.24531350347048	0.456014578378146	0.0475009247986572	-0.408513653579489
0.143259365536412	0.239897052150362	0.33308702249657	0.00258231963739641	-0.330504702859174
0.0889051014579	1.13980215387972	0.266434951177938	0.0318397625962006	-0.234595188581737
0.131796710628302	0.590390712879116	0.412682574149289	0.07503938224922	-0.337643191900069
0.115786231625102	0.0429688353660727	0.410285761144215	0.000205425106488841	-0.410080336037726
0.163143613161208	-0.0625578509677253	0.473531814679412	0.000477198260631504	-0.473054616418781
0.13198902519245	0.571716137739205	0.313350476519462	0.00834834817001141	-0.30500212834945
0.164516550807871	0.674862206249963	0.398229545449678	0.010753641581578	-0.3874759038681
0.128529485068277	0.0992700179909956	0.308367486609988	0.000408894395642211	-0.307958592214346
0.116678355444994	0.382916878318644	0.24522814058283	0.0417271825244298	-0.2035009580584
0.138825719796921	0.130828593994594	0.389492704390551	0.000797689065752899	-0.388695015324798
0.147276902921486	0.113573117868447	0.431945154610262	0.000798189982948925	-0.431146964627313
0.130123660943006	-0.0861015811159264	0.377802715056061	0.000659087448724152	-0.377143627607337
0.128381053985146	0.425098037636067	0.418256084433854	0.0201065575607494	-0.398149526873105
0.129341129764886	0.241738436302719	0.443109278248909	0.006454761980217	-0.436654516268692
0.140733327238492	0.509215914148415	0.556004129907417	0.0132397992972037	-0.542764330610214
0.129607834256173	0.362630507157551	0.409368574888041	0.00607895101501649	-0.403289623873024
0.137703504654396	1.88332536192532	0.410167750547781	0.0611054518100332	-0.349062298737748
0.104801394527245	1.28535703581396	0.287285254424253	0.0427199655827198	-0.244565288841533
0.167174317588601	0.339340939901644	0.341025919299594	0.0165915044500054	-0.324434414849589
0.12730027966483	0.800011874545696	0.334713137238643	0.0347238026398219	-0.299989334598821
0.1081132237092	0.121680285282177	0.340713748996775	0.00110295215830196	-0.339610796838473
0.109772319157903	1.15736393271818	0.344956972434441	0.0225432748942457	-0.322413697540195
0.10200738123783	0.903002310204518	0.303232283563617	0.0183585215363907	-0.284873762027226
0.115063078355839	1.01270029936681	0.325618866620299	0.165311832634272	-0.160307033986026
0.16098771583314	0.412776654347358	0.3925870828435	0.00462735881965428	-0.387959724023845
0.168508375632228	0.514206822418724	0.369860938295555	0.00891375401261367	-0.360947184282941
0.115524921683664	0.00577816409932983	0.283221313477317	4.81758320179014e-06	-0.283216495894115
0.113222392683958	0.332877957310533	0.363338257183709	0.00620018155991932	-0.35713807562379
0.160074317167777	1.096911170448	0.446458916200413	0.0245983270821292	-0.421860589118284
0.134538909177353	0.3221741536596	0.398434881653583	0.00347126850667245	-0.39496361314691
0.154685758255744	0.882287438732927	0.407572357341492	0.0387583215353701	-0.368814035806122
0.131499871809474	0.284907673503489	0.350865285964987	0.00424559014884281	-0.346619695816144
0.179245833509231	0.678415936175611	0.523698251731677	0.0354755398708306	-0.488222711860846
0.1416152926257	0.389901918212805	0.408746925156795	0.00673065612345776	-0.402016269033337
0.115175501740913	0.341114602660442	0.438280052686114	0.00543707933052806	-0.432842973355586
0.117677233389475	1.0748144178761	0.404352475520988	0.0289184609098339	-0.375434014611154
0.0871678636773959	0.0982775498324283	0.256518043789323	0.00120399493595677	-0.255314048853366
0.132578063690766	0.539009716744547	0.393876286843974	0.0525746478360078	-0.341301639007966
0.148361908571459	0.308605989900989	0.442696501892419	0.00491141733012159	-0.437785084562298
0.133059345339793	0.490341409615141	0.381137641209691	0.0126788395691575	-0.368458801640534
