Univariate_LR_coefficients_null_raster	Univariate_LR_coefficients_elevation_C	Univariate_LR_R2_null_raster	Univariate_LR_R2_elevation_C	Univariate_LR_delta_R2_elevation_C
0.222819522244156	1.00235415367879	0.225790609005007	0.0599222065929774	-0.16586840241203
0.30323869358435	0.318666427391536	0.251825580364646	0.00354804751148261	-0.248277532853163
0.205667273279815	0.339778435880307	0.348586858615999	0.00897499759932077	-0.339611861016679
0.198107318385253	0.658605838146426	0.343317142018877	0.0424839790665164	-0.300833162952361
0.266017256220056	0.630613155958506	0.373164257482372	0.0313601468451291	-0.341804110637242
0.223004802734047	0.721819026501705	0.452085105192932	0.0599141442587072	-0.392170960934224
0.325693178625149	0.890563910019754	0.469895501528423	0.0428789337358314	-0.427016567792592
0.312788566151232	0.41911357318344	0.400137607691373	0.0109578204493368	-0.389179787242036
0.263360018296483	0.416051518784205	0.388001255005143	0.0154042720285189	-0.372596982976624
0.253337589858094	0.40956742334534	0.305782178200249	0.010996848016288	-0.294785330183961
0.276411448712494	0.298190936596177	0.300161468778702	0.00369358306082242	-0.296467885717879
0.163793104152798	0.324219372804028	0.340544575615153	0.010223169475141	-0.330321406140012
0.21068708672015	0.517306208526081	0.382997249662793	0.0247532686048934	-0.358243981057899
0.205096837255184	0.669672679411881	0.161117493075028	0.0156088385168365	-0.145508654558192
0.201199870827006	0.527932641584867	0.394514784874963	0.0221001121670623	-0.372414672707901
0.260538936296584	0.375362083026123	0.353927097924863	0.00786976315005878	-0.346057334774804
0.190867574689895	0.357940590893076	0.333128451153511	0.0141047806067808	-0.31902367054673
0.180410147012328	0.380085138319285	0.219906921992264	0.0103237968771359	-0.209583125115128
0.255426355962294	0.190944576242449	0.298627472054518	0.00229556760974604	-0.296331904444772
0.197287392065138	1.15104776589723	0.225581198976633	0.126280854344589	-0.0993003446320444
0.201639024924044	0.376001946105819	0.338053924833599	0.010149020890709	-0.32790490394289
0.180680129653145	0.609178333965877	0.222518713436317	0.0306881160890827	-0.191830597347235
0.246080598351616	0.486591176560951	0.472562044388236	0.0156794451239075	-0.456882599264329
0.200178833629194	0.366862837099238	0.235506045078312	0.013745079390512	-0.2217609656878
0.269880938946026	0.418493700517839	0.383265300094942	0.0149046765518894	-0.368360623543053
0.180139242829934	0.221270371416201	0.171586484100425	0.00241227894144152	-0.169174205158983
0.243953345727508	0.290371857338391	0.291358036734729	0.00735350209084251	-0.284004534643887
0.247983374684704	0.301638736549907	0.271182892971096	0.00418860201605756	-0.266994290955039
0.25902912312164	0.695518698977297	0.385862743673191	0.0304515362179628	-0.355411207455228
0.258190676386045	0.735127039971142	0.303776104195299	0.0271195124617941	-0.276656591733505
0.209824007476643	0.350552536912182	0.279499323142856	0.0087683429415388	-0.270730980201317
0.211241343695487	0.422830471546753	0.383919859059414	0.0164240173547955	-0.367495841704618
0.244995465934506	0.325123661696364	0.342221800463975	0.00576410680740978	-0.336457693656565
0.212406899088952	0.869569895155648	0.324653368016391	0.0897877164537626	-0.234865651562628
0.296152762230786	0.410167213372633	0.412730472893574	0.00998926625654327	-0.40274120663703
0.206031280547657	0.562846092059657	0.286827253460397	0.0327559298285731	-0.254071323631824
0.192919142990522	0.229266879348919	0.340349651115775	0.0121033368029138	-0.328246314312862
0.217268529894743	0.296394290596193	0.368799706554374	0.00608547266484027	-0.362714233889534
0.268961936374793	0.341225877828309	0.364476340200711	0.00659040450986626	-0.357885935690845
0.202543594000953	0.324337863647794	0.236151733613559	0.0111943711323519	-0.224957362481207
0.232028090770477	0.373401338881644	0.24092683226158	0.00601605547780798	-0.234910776783772
0.256829553013413	0.695690896393765	0.279460861486918	0.0203467876433331	-0.259114073843585
0.211465873314549	0.168875272636279	0.307188606072213	0.00306196959166	-0.304126636480553
0.193986060572579	0.182960758319875	0.233934824560764	0.00255328075112295	-0.231381543809641
0.217372388602555	0.280820417479712	0.315237320301329	0.00741274361368378	-0.307824576687645
0.179934712193924	0.535892418865055	0.224288964474718	0.0200034462789694	-0.204285518195748
0.166129126384747	0.231764310091396	0.177367080306322	0.003381080027431	-0.173986000278891
0.183414410032738	0.287613859969008	0.357109990525493	0.00817981217782038	-0.348930178347673
0.214642925419474	0.405884256395897	0.284415416435326	0.011573610435158	-0.272841806000168
0.235765476889799	0.421970867751834	0.538974373576413	0.0165453821603676	-0.522428991416045
0.209944538291596	0.504136614167639	0.406956290819143	0.0264870150172093	-0.380469275801934
0.233337623005543	0.310456589074727	0.333720817413073	0.00478632508681812	-0.328934492326254
0.281084677191373	0.253610968516237	0.46488923643515	0.00245440105790614	-0.462434835377244
0.37487579716325	0.444692463369114	0.429879352186057	0.00598216400515193	-0.423897188180905
0.263748099475411	0.708137552891788	0.339247272064378	0.0308096537513798	-0.308437618312999
0.220981228671124	0.200687265102652	0.216842294720352	0.00153292829694786	-0.215309366423405
0.22024732656777	0.430569644749474	0.331950054504101	0.0181185576493287	-0.313831496854772
0.239251232648356	0.357758274687536	0.373276718942098	0.00637672778188652	-0.366899991160212
0.229548574240751	0.218997511442314	0.379035292163742	0.00319171250433106	-0.375843579659411
0.268206167264813	0.475822908402297	0.381251202024942	0.0151848180208717	-0.366066384004071
0.2848875578817	0.352268992771158	0.291753496388956	0.00455174879798245	-0.287201747590974
0.167877490337337	0.401077375747801	0.285655277571106	0.0139092624333452	-0.271746015137761
0.320386189329167	0.274430766327896	0.31513640709585	0.00179927314082934	-0.31333713395502
0.187798072898109	0.380018462805086	0.35037866682321	0.0113406125790039	-0.339038054244206
0.240182755564461	0.455128675169936	0.405881069958382	0.0150751007441391	-0.390805969214243
0.237115674083162	0.355083090102753	0.374696809338991	0.00940794168660642	-0.365288867652384
0.146454929562371	0.567029703702359	0.197883217055999	0.0292764387084516	-0.168606778347547
0.204459721141792	0.303853908651262	0.264640227175977	0.00572817525737376	-0.258912051918603
0.176855149231057	0.583180158477002	0.176388633541358	0.0216759376448162	-0.154712695896542
0.177930168023543	0.462233812737946	0.217822114114552	0.0136607959158224	-0.20416131819873
